,forecast_date,target,target_end_date,location,type,quantile,value
3366,2020-07-20,2 wk ahead cum death,2020-08-01,26,point,,6458.52176692375
3367,2020-07-20,2 wk ahead inc death,2020-08-01,26,point,,41.038812871001895
3414,2020-07-20,3 wk ahead cum death,2020-08-08,26,point,,6491.365764511279
3415,2020-07-20,3 wk ahead inc death,2020-08-08,26,point,,32.8439975875362
3462,2020-07-20,4 wk ahead cum death,2020-08-15,26,point,,6517.65081958084
3463,2020-07-20,4 wk ahead inc death,2020-08-15,26,point,,26.2850550695539
3516,2020-07-20,1 wk ahead cum death,2020-07-25,27,point,,1618.57027969193
3517,2020-07-20,1 wk ahead inc case,2020-07-25,27,point,,3234.7062053136306
3518,2020-07-20,1 wk ahead inc death,2020-07-25,27,point,,37.5702796919254
3571,2020-07-20,2 wk ahead cum death,2020-08-01,27,point,,1648.96779221013
3572,2020-07-20,2 wk ahead inc case,2020-08-01,27,point,,3804.78471501265
3573,2020-07-20,2 wk ahead inc death,2020-08-01,27,point,,30.3975125182083
3626,2020-07-20,3 wk ahead cum death,2020-08-08,27,point,,1672.01223926021
3627,2020-07-20,3 wk ahead inc case,2020-08-08,27,point,,3710.91147609445
3628,2020-07-20,3 wk ahead inc death,2020-08-08,27,point,,23.0444470500765
3681,2020-07-20,4 wk ahead cum death,2020-08-15,27,point,,1688.27078471517
3682,2020-07-20,4 wk ahead inc case,2020-08-15,27,point,,3656.8134924473798
3683,2020-07-20,4 wk ahead inc death,2020-08-15,27,point,,16.258545454958902
3736,2020-07-20,1 wk ahead cum death,2020-07-25,28,point,,1444.2614261080898
3737,2020-07-20,1 wk ahead inc case,2020-07-25,28,point,,5330.33566996959
3738,2020-07-20,1 wk ahead inc death,2020-07-25,28,point,,89.2614261080885
3791,2020-07-20,2 wk ahead cum death,2020-08-01,28,point,,1549.37755344008
3792,2020-07-20,2 wk ahead inc case,2020-08-01,28,point,,7386.570935301691
3793,2020-07-20,2 wk ahead inc death,2020-08-01,28,point,,105.116127331989
3846,2020-07-20,3 wk ahead cum death,2020-08-08,28,point,,1653.1032735640197
3847,2020-07-20,3 wk ahead inc case,2020-08-08,28,point,,8338.987785098108
3848,2020-07-20,3 wk ahead inc death,2020-08-08,28,point,,103.72572012394001
3901,2020-07-20,4 wk ahead cum death,2020-08-15,28,point,,1759.49623471087
3902,2020-07-20,4 wk ahead inc case,2020-08-15,28,point,,9558.52619685901
3903,2020-07-20,4 wk ahead inc death,2020-08-15,28,point,,106.39296114685101
3950,2020-07-20,1 wk ahead cum death,2020-07-25,29,point,,1176.23093821513
3951,2020-07-20,1 wk ahead inc death,2020-07-25,29,point,,40.230938215133904
3998,2020-07-20,2 wk ahead cum death,2020-08-01,29,point,,1216.35235661633
3999,2020-07-20,2 wk ahead inc death,2020-08-01,29,point,,40.121418401191505
4046,2020-07-20,3 wk ahead cum death,2020-08-08,29,point,,1253.84532126404
4047,2020-07-20,3 wk ahead inc death,2020-08-08,29,point,,37.4929646477149
4094,2020-07-20,4 wk ahead cum death,2020-08-15,29,point,,1289.45647347121
4095,2020-07-20,4 wk ahead inc death,2020-08-15,29,point,,35.6111522071653
4148,2020-07-20,1 wk ahead cum death,2020-07-25,30,point,,39.5286295917726
4149,2020-07-20,1 wk ahead inc case,2020-07-25,30,point,,1141.80800525795
4150,2020-07-20,1 wk ahead inc death,2020-07-25,30,point,,2.5286295917725696
4203,2020-07-20,2 wk ahead cum death,2020-08-01,30,point,,42.370284067268706
4204,2020-07-20,2 wk ahead inc case,2020-08-01,30,point,,1993.54793043154
4205,2020-07-20,2 wk ahead inc death,2020-08-01,30,point,,2.84165447549617
4258,2020-07-20,3 wk ahead cum death,2020-08-08,30,point,,45.8384183881658
4259,2020-07-20,3 wk ahead inc case,2020-08-08,30,point,,3222.8960087260903
4260,2020-07-20,3 wk ahead inc death,2020-08-08,30,point,,3.4681343208970397
4313,2020-07-20,4 wk ahead cum death,2020-08-15,30,point,,49.432411806844705
4314,2020-07-20,4 wk ahead inc case,2020-08-15,30,point,,5176.56530921209
4315,2020-07-20,4 wk ahead inc death,2020-08-15,30,point,,3.5939934186788602
4368,2020-07-20,1 wk ahead cum death,2020-07-25,31,point,,315.335090314904
4369,2020-07-20,1 wk ahead inc case,2020-07-25,31,point,,970.365154262134
4370,2020-07-20,1 wk ahead inc death,2020-07-25,31,point,,14.335090314904098
4423,2020-07-20,2 wk ahead cum death,2020-08-01,31,point,,330.344141816613
4424,2020-07-20,2 wk ahead inc case,2020-08-01,31,point,,972.998154688623
4425,2020-07-20,2 wk ahead inc death,2020-08-01,31,point,,15.009051501708901
4478,2020-07-20,3 wk ahead cum death,2020-08-08,31,point,,344.247815967369
4479,2020-07-20,3 wk ahead inc case,2020-08-08,31,point,,887.80686032759
4480,2020-07-20,3 wk ahead inc death,2020-08-08,31,point,,13.9036741507561
4533,2020-07-20,4 wk ahead cum death,2020-08-15,31,point,,358.115008218742
4534,2020-07-20,4 wk ahead inc case,2020-08-15,31,point,,820.9401263068901
4535,2020-07-20,4 wk ahead inc death,2020-08-15,31,point,,13.8671922513726
4588,2020-07-20,1 wk ahead cum death,2020-07-25,32,point,,672.701934286042
4589,2020-07-20,1 wk ahead inc case,2020-07-25,32,point,,7922.9469562243
4590,2020-07-20,1 wk ahead inc death,2020-07-25,32,point,,25.701934286041897
4643,2020-07-20,2 wk ahead cum death,2020-08-01,32,point,,700.7411867013229
4644,2020-07-20,2 wk ahead inc case,2020-08-01,32,point,,12164.2653043479
4645,2020-07-20,2 wk ahead inc death,2020-08-01,32,point,,28.0392524152812
