,target_end_date,country,quantile,value,location,forecast_date,type,state,target
7284,2020-06-28,US,,558,11,2020-05-30,point,DC,29 day ahead cum death
7308,2020-06-29,US,,559,11,2020-05-30,point,DC,30 day ahead cum death
7332,2020-06-30,US,,561,11,2020-05-30,point,DC,31 day ahead cum death
7356,2020-07-01,US,,563,11,2020-05-30,point,DC,32 day ahead cum death
7380,2020-07-02,US,,564,11,2020-05-30,point,DC,33 day ahead cum death
7404,2020-07-03,US,,565,11,2020-05-30,point,DC,34 day ahead cum death
7440,2020-07-04,US,,566,11,2020-05-30,point,DC,35 day ahead cum death
7441,2020-07-04,US,,566,11,2020-05-30,point,DC,5 wk ahead cum death
7476,2020-07-05,US,,567,11,2020-05-30,point,DC,36 day ahead cum death
7500,2020-07-06,US,,568,11,2020-05-30,point,DC,37 day ahead cum death
7524,2020-07-07,US,,569,11,2020-05-30,point,DC,38 day ahead cum death
7548,2020-07-08,US,,570,11,2020-05-30,point,DC,39 day ahead cum death
7572,2020-07-09,US,,570,11,2020-05-30,point,DC,40 day ahead cum death
7596,2020-07-10,US,,571,11,2020-05-30,point,DC,41 day ahead cum death
7632,2020-07-11,US,,572,11,2020-05-30,point,DC,42 day ahead cum death
7633,2020-07-11,US,,572,11,2020-05-30,point,DC,6 wk ahead cum death
7668,2020-07-12,US,,573,11,2020-05-30,point,DC,43 day ahead cum death
7692,2020-07-13,US,,574,11,2020-05-30,point,DC,44 day ahead cum death
7716,2020-07-14,US,,574,11,2020-05-30,point,DC,45 day ahead cum death
7740,2020-07-15,US,,575,11,2020-05-30,point,DC,46 day ahead cum death
7764,2020-07-16,US,,576,11,2020-05-30,point,DC,47 day ahead cum death
7788,2020-05-30,US,,360,10,2020-05-30,point,DE,0 day ahead cum death
7812,2020-05-31,US,,364,10,2020-05-30,point,DE,1 day ahead cum death
7836,2020-06-01,US,,368,10,2020-05-30,point,DE,2 day ahead cum death
7860,2020-06-02,US,,372,10,2020-05-30,point,DE,3 day ahead cum death
7884,2020-06-03,US,,375,10,2020-05-30,point,DE,4 day ahead cum death
7908,2020-06-04,US,,379,10,2020-05-30,point,DE,5 day ahead cum death
7932,2020-06-05,US,,382,10,2020-05-30,point,DE,6 day ahead cum death
7968,2020-06-06,US,,385,10,2020-05-30,point,DE,7 day ahead cum death
7969,2020-06-06,US,,385,10,2020-05-30,point,DE,1 wk ahead cum death
8004,2020-06-07,US,,388,10,2020-05-30,point,DE,8 day ahead cum death
8028,2020-06-08,US,,391,10,2020-05-30,point,DE,9 day ahead cum death
8052,2020-06-09,US,,393,10,2020-05-30,point,DE,10 day ahead cum death
8076,2020-06-10,US,,396,10,2020-05-30,point,DE,11 day ahead cum death
8100,2020-06-11,US,,398,10,2020-05-30,point,DE,12 day ahead cum death
8124,2020-06-12,US,,400,10,2020-05-30,point,DE,13 day ahead cum death
8160,2020-06-13,US,,402,10,2020-05-30,point,DE,14 day ahead cum death
8161,2020-06-13,US,,402,10,2020-05-30,point,DE,2 wk ahead cum death
8196,2020-06-14,US,,404,10,2020-05-30,point,DE,15 day ahead cum death
8220,2020-06-15,US,,406,10,2020-05-30,point,DE,16 day ahead cum death
8244,2020-06-16,US,,408,10,2020-05-30,point,DE,17 day ahead cum death
8268,2020-06-17,US,,410,10,2020-05-30,point,DE,18 day ahead cum death
8292,2020-06-18,US,,411,10,2020-05-30,point,DE,19 day ahead cum death
8316,2020-06-19,US,,413,10,2020-05-30,point,DE,20 day ahead cum death
8352,2020-06-20,US,,414,10,2020-05-30,point,DE,21 day ahead cum death
8353,2020-06-20,US,,414,10,2020-05-30,point,DE,3 wk ahead cum death
8388,2020-06-21,US,,416,10,2020-05-30,point,DE,22 day ahead cum death
8412,2020-06-22,US,,417,10,2020-05-30,point,DE,23 day ahead cum death
8436,2020-06-23,US,,418,10,2020-05-30,point,DE,24 day ahead cum death
8460,2020-06-24,US,,419,10,2020-05-30,point,DE,25 day ahead cum death
8484,2020-06-25,US,,420,10,2020-05-30,point,DE,26 day ahead cum death
8508,2020-06-26,US,,421,10,2020-05-30,point,DE,27 day ahead cum death
8544,2020-06-27,US,,422,10,2020-05-30,point,DE,28 day ahead cum death
8545,2020-06-27,US,,422,10,2020-05-30,point,DE,4 wk ahead cum death
8580,2020-06-28,US,,423,10,2020-05-30,point,DE,29 day ahead cum death
8604,2020-06-29,US,,424,10,2020-05-30,point,DE,30 day ahead cum death
8628,2020-06-30,US,,425,10,2020-05-30,point,DE,31 day ahead cum death
8652,2020-07-01,US,,426,10,2020-05-30,point,DE,32 day ahead cum death
8676,2020-07-02,US,,426,10,2020-05-30,point,DE,33 day ahead cum death
8700,2020-07-03,US,,427,10,2020-05-30,point,DE,34 day ahead cum death
8736,2020-07-04,US,,428,10,2020-05-30,point,DE,35 day ahead cum death
8737,2020-07-04,US,,428,10,2020-05-30,point,DE,5 wk ahead cum death
8772,2020-07-05,US,,428,10,2020-05-30,point,DE,36 day ahead cum death
8796,2020-07-06,US,,429,10,2020-05-30,point,DE,37 day ahead cum death
8820,2020-07-07,US,,430,10,2020-05-30,point,DE,38 day ahead cum death
8844,2020-07-08,US,,430,10,2020-05-30,point,DE,39 day ahead cum death
8868,2020-07-09,US,,431,10,2020-05-30,point,DE,40 day ahead cum death
8892,2020-07-10,US,,431,10,2020-05-30,point,DE,41 day ahead cum death
8928,2020-07-11,US,,431,10,2020-05-30,point,DE,42 day ahead cum death
8929,2020-07-11,US,,431,10,2020-05-30,point,DE,6 wk ahead cum death
8964,2020-07-12,US,,432,10,2020-05-30,point,DE,43 day ahead cum death
8988,2020-07-13,US,,432,10,2020-05-30,point,DE,44 day ahead cum death
9012,2020-07-14,US,,433,10,2020-05-30,point,DE,45 day ahead cum death
9036,2020-07-15,US,,433,10,2020-05-30,point,DE,46 day ahead cum death
9060,2020-07-16,US,,433,10,2020-05-30,point,DE,47 day ahead cum death
9084,2020-05-30,US,,17,15,2020-05-30,point,HI,0 day ahead cum death
9108,2020-05-31,US,,17,15,2020-05-30,point,HI,1 day ahead cum death
9132,2020-06-01,US,,18,15,2020-05-30,point,HI,2 day ahead cum death
9156,2020-06-02,US,,18,15,2020-05-30,point,HI,3 day ahead cum death
9180,2020-06-03,US,,19,15,2020-05-30,point,HI,4 day ahead cum death
9204,2020-06-04,US,,19,15,2020-05-30,point,HI,5 day ahead cum death
9228,2020-06-05,US,,20,15,2020-05-30,point,HI,6 day ahead cum death
9264,2020-06-06,US,,21,15,2020-05-30,point,HI,7 day ahead cum death
9265,2020-06-06,US,,21,15,2020-05-30,point,HI,1 wk ahead cum death
9300,2020-06-07,US,,22,15,2020-05-30,point,HI,8 day ahead cum death
9324,2020-06-08,US,,22,15,2020-05-30,point,HI,9 day ahead cum death
9348,2020-06-09,US,,23,15,2020-05-30,point,HI,10 day ahead cum death
9372,2020-06-10,US,,24,15,2020-05-30,point,HI,11 day ahead cum death
9396,2020-06-11,US,,25,15,2020-05-30,point,HI,12 day ahead cum death
9420,2020-06-12,US,,26,15,2020-05-30,point,HI,13 day ahead cum death
9456,2020-06-13,US,,27,15,2020-05-30,point,HI,14 day ahead cum death
9457,2020-06-13,US,,27,15,2020-05-30,point,HI,2 wk ahead cum death
9492,2020-06-14,US,,29,15,2020-05-30,point,HI,15 day ahead cum death
9516,2020-06-15,US,,30,15,2020-05-30,point,HI,16 day ahead cum death
9540,2020-06-16,US,,31,15,2020-05-30,point,HI,17 day ahead cum death
9564,2020-06-17,US,,32,15,2020-05-30,point,HI,18 day ahead cum death
9588,2020-06-18,US,,34,15,2020-05-30,point,HI,19 day ahead cum death
9612,2020-06-19,US,,35,15,2020-05-30,point,HI,20 day ahead cum death
9648,2020-06-20,US,,37,15,2020-05-30,point,HI,21 day ahead cum death
9649,2020-06-20,US,,37,15,2020-05-30,point,HI,3 wk ahead cum death
9684,2020-06-21,US,,39,15,2020-05-30,point,HI,22 day ahead cum death
9708,2020-06-22,US,,41,15,2020-05-30,point,HI,23 day ahead cum death
9732,2020-06-23,US,,43,15,2020-05-30,point,HI,24 day ahead cum death
9756,2020-06-24,US,,45,15,2020-05-30,point,HI,25 day ahead cum death
9780,2020-06-25,US,,47,15,2020-05-30,point,HI,26 day ahead cum death
9804,2020-06-26,US,,49,15,2020-05-30,point,HI,27 day ahead cum death
9840,2020-06-27,US,,52,15,2020-05-30,point,HI,28 day ahead cum death
9841,2020-06-27,US,,52,15,2020-05-30,point,HI,4 wk ahead cum death
9876,2020-06-28,US,,54,15,2020-05-30,point,HI,29 day ahead cum death
9900,2020-06-29,US,,57,15,2020-05-30,point,HI,30 day ahead cum death
9924,2020-06-30,US,,60,15,2020-05-30,point,HI,31 day ahead cum death
9948,2020-07-01,US,,63,15,2020-05-30,point,HI,32 day ahead cum death
9972,2020-07-02,US,,67,15,2020-05-30,point,HI,33 day ahead cum death
9996,2020-07-03,US,,70,15,2020-05-30,point,HI,34 day ahead cum death
10032,2020-07-04,US,,74,15,2020-05-30,point,HI,35 day ahead cum death
10033,2020-07-04,US,,74,15,2020-05-30,point,HI,5 wk ahead cum death
10068,2020-07-05,US,,78,15,2020-05-30,point,HI,36 day ahead cum death
10092,2020-07-06,US,,82,15,2020-05-30,point,HI,37 day ahead cum death
10116,2020-07-07,US,,86,15,2020-05-30,point,HI,38 day ahead cum death
10140,2020-07-08,US,,91,15,2020-05-30,point,HI,39 day ahead cum death
10164,2020-07-09,US,,96,15,2020-05-30,point,HI,40 day ahead cum death
10188,2020-07-10,US,,101,15,2020-05-30,point,HI,41 day ahead cum death
10224,2020-07-11,US,,107,15,2020-05-30,point,HI,42 day ahead cum death
10225,2020-07-11,US,,107,15,2020-05-30,point,HI,6 wk ahead cum death
10260,2020-07-12,US,,112,15,2020-05-30,point,HI,43 day ahead cum death
10284,2020-07-13,US,,118,15,2020-05-30,point,HI,44 day ahead cum death
10308,2020-07-14,US,,125,15,2020-05-30,point,HI,45 day ahead cum death
10332,2020-07-15,US,,132,15,2020-05-30,point,HI,46 day ahead cum death
10356,2020-07-16,US,,139,15,2020-05-30,point,HI,47 day ahead cum death
10380,2020-05-30,US,,537,19,2020-05-30,point,IA,0 day ahead cum death
10404,2020-05-31,US,,555,19,2020-05-30,point,IA,1 day ahead cum death
10428,2020-06-01,US,,572,19,2020-05-30,point,IA,2 day ahead cum death
10452,2020-06-02,US,,590,19,2020-05-30,point,IA,3 day ahead cum death
10476,2020-06-03,US,,608,19,2020-05-30,point,IA,4 day ahead cum death
10500,2020-06-04,US,,627,19,2020-05-30,point,IA,5 day ahead cum death
10524,2020-06-05,US,,645,19,2020-05-30,point,IA,6 day ahead cum death
10560,2020-06-06,US,,663,19,2020-05-30,point,IA,7 day ahead cum death
10561,2020-06-06,US,,663,19,2020-05-30,point,IA,1 wk ahead cum death
10596,2020-06-07,US,,682,19,2020-05-30,point,IA,8 day ahead cum death
10620,2020-06-08,US,,700,19,2020-05-30,point,IA,9 day ahead cum death
10644,2020-06-09,US,,719,19,2020-05-30,point,IA,10 day ahead cum death
10668,2020-06-10,US,,737,19,2020-05-30,point,IA,11 day ahead cum death
10692,2020-06-11,US,,756,19,2020-05-30,point,IA,12 day ahead cum death
10716,2020-06-12,US,,775,19,2020-05-30,point,IA,13 day ahead cum death
10752,2020-06-13,US,,794,19,2020-05-30,point,IA,14 day ahead cum death
10753,2020-06-13,US,,794,19,2020-05-30,point,IA,2 wk ahead cum death
10788,2020-06-14,US,,812,19,2020-05-30,point,IA,15 day ahead cum death
10812,2020-06-15,US,,831,19,2020-05-30,point,IA,16 day ahead cum death
10836,2020-06-16,US,,850,19,2020-05-30,point,IA,17 day ahead cum death
10860,2020-06-17,US,,869,19,2020-05-30,point,IA,18 day ahead cum death
10884,2020-06-18,US,,889,19,2020-05-30,point,IA,19 day ahead cum death
10908,2020-06-19,US,,907,19,2020-05-30,point,IA,20 day ahead cum death
10944,2020-06-20,US,,926,19,2020-05-30,point,IA,21 day ahead cum death
10945,2020-06-20,US,,926,19,2020-05-30,point,IA,3 wk ahead cum death
10980,2020-06-21,US,,945,19,2020-05-30,point,IA,22 day ahead cum death
11004,2020-06-22,US,,964,19,2020-05-30,point,IA,23 day ahead cum death
11028,2020-06-23,US,,983,19,2020-05-30,point,IA,24 day ahead cum death
11052,2020-06-24,US,,1001,19,2020-05-30,point,IA,25 day ahead cum death
11076,2020-06-25,US,,1021,19,2020-05-30,point,IA,26 day ahead cum death
11100,2020-06-26,US,,1040,19,2020-05-30,point,IA,27 day ahead cum death
11136,2020-06-27,US,,1059,19,2020-05-30,point,IA,28 day ahead cum death
11137,2020-06-27,US,,1059,19,2020-05-30,point,IA,4 wk ahead cum death
11172,2020-06-28,US,,1077,19,2020-05-30,point,IA,29 day ahead cum death
11196,2020-06-29,US,,1095,19,2020-05-30,point,IA,30 day ahead cum death
11220,2020-06-30,US,,1114,19,2020-05-30,point,IA,31 day ahead cum death
11244,2020-07-01,US,,1133,19,2020-05-30,point,IA,32 day ahead cum death
11268,2020-07-02,US,,1151,19,2020-05-30,point,IA,33 day ahead cum death
11292,2020-07-03,US,,1170,19,2020-05-30,point,IA,34 day ahead cum death
11328,2020-07-04,US,,1188,19,2020-05-30,point,IA,35 day ahead cum death
11329,2020-07-04,US,,1188,19,2020-05-30,point,IA,5 wk ahead cum death
11364,2020-07-05,US,,1207,19,2020-05-30,point,IA,36 day ahead cum death
11388,2020-07-06,US,,1225,19,2020-05-30,point,IA,37 day ahead cum death
11412,2020-07-07,US,,1243,19,2020-05-30,point,IA,38 day ahead cum death
11436,2020-07-08,US,,1262,19,2020-05-30,point,IA,39 day ahead cum death
11460,2020-07-09,US,,1280,19,2020-05-30,point,IA,40 day ahead cum death
11484,2020-07-10,US,,1298,19,2020-05-30,point,IA,41 day ahead cum death
11520,2020-07-11,US,,1316,19,2020-05-30,point,IA,42 day ahead cum death
11521,2020-07-11,US,,1316,19,2020-05-30,point,IA,6 wk ahead cum death
11556,2020-07-12,US,,1334,19,2020-05-30,point,IA,43 day ahead cum death
11580,2020-07-13,US,,1352,19,2020-05-30,point,IA,44 day ahead cum death
11604,2020-07-14,US,,1370,19,2020-05-30,point,IA,45 day ahead cum death
11628,2020-07-15,US,,1388,19,2020-05-30,point,IA,46 day ahead cum death
11652,2020-07-16,US,,1405,19,2020-05-30,point,IA,47 day ahead cum death
11676,2020-05-30,US,,81,16,2020-05-30,point,ID,0 day ahead cum death
11700,2020-05-31,US,,81,16,2020-05-30,point,ID,1 day ahead cum death
11724,2020-06-01,US,,81,16,2020-05-30,point,ID,2 day ahead cum death
11748,2020-06-02,US,,81,16,2020-05-30,point,ID,3 day ahead cum death
11772,2020-06-03,US,,81,16,2020-05-30,point,ID,4 day ahead cum death
11796,2020-06-04,US,,81,16,2020-05-30,point,ID,5 day ahead cum death
11820,2020-06-05,US,,81,16,2020-05-30,point,ID,6 day ahead cum death
11856,2020-06-06,US,,81,16,2020-05-30,point,ID,7 day ahead cum death
11857,2020-06-06,US,,81,16,2020-05-30,point,ID,1 wk ahead cum death
11892,2020-06-07,US,,82,16,2020-05-30,point,ID,8 day ahead cum death
11916,2020-06-08,US,,82,16,2020-05-30,point,ID,9 day ahead cum death
11940,2020-06-09,US,,82,16,2020-05-30,point,ID,10 day ahead cum death
11964,2020-06-10,US,,82,16,2020-05-30,point,ID,11 day ahead cum death
11988,2020-06-11,US,,82,16,2020-05-30,point,ID,12 day ahead cum death
12012,2020-06-12,US,,82,16,2020-05-30,point,ID,13 day ahead cum death
12048,2020-06-13,US,,82,16,2020-05-30,point,ID,14 day ahead cum death
12049,2020-06-13,US,,82,16,2020-05-30,point,ID,2 wk ahead cum death
12084,2020-06-14,US,,82,16,2020-05-30,point,ID,15 day ahead cum death
12108,2020-06-15,US,,82,16,2020-05-30,point,ID,16 day ahead cum death
12132,2020-06-16,US,,82,16,2020-05-30,point,ID,17 day ahead cum death
12156,2020-06-17,US,,82,16,2020-05-30,point,ID,18 day ahead cum death
12180,2020-06-18,US,,82,16,2020-05-30,point,ID,19 day ahead cum death
12204,2020-06-19,US,,82,16,2020-05-30,point,ID,20 day ahead cum death
12240,2020-06-20,US,,82,16,2020-05-30,point,ID,21 day ahead cum death
12241,2020-06-20,US,,82,16,2020-05-30,point,ID,3 wk ahead cum death
12276,2020-06-21,US,,82,16,2020-05-30,point,ID,22 day ahead cum death
12300,2020-06-22,US,,82,16,2020-05-30,point,ID,23 day ahead cum death
12324,2020-06-23,US,,82,16,2020-05-30,point,ID,24 day ahead cum death
12348,2020-06-24,US,,82,16,2020-05-30,point,ID,25 day ahead cum death
12372,2020-06-25,US,,82,16,2020-05-30,point,ID,26 day ahead cum death
12396,2020-06-26,US,,82,16,2020-05-30,point,ID,27 day ahead cum death
12432,2020-06-27,US,,82,16,2020-05-30,point,ID,28 day ahead cum death
12433,2020-06-27,US,,82,16,2020-05-30,point,ID,4 wk ahead cum death
12468,2020-06-28,US,,82,16,2020-05-30,point,ID,29 day ahead cum death
12492,2020-06-29,US,,82,16,2020-05-30,point,ID,30 day ahead cum death
12516,2020-06-30,US,,82,16,2020-05-30,point,ID,31 day ahead cum death
12540,2020-07-01,US,,145,16,2020-05-30,point,ID,32 day ahead cum death
12564,2020-07-02,US,,154,16,2020-05-30,point,ID,33 day ahead cum death
12588,2020-07-03,US,,166,16,2020-05-30,point,ID,34 day ahead cum death
12624,2020-07-04,US,,179,16,2020-05-30,point,ID,35 day ahead cum death
12625,2020-07-04,US,,179,16,2020-05-30,point,ID,5 wk ahead cum death
12660,2020-07-05,US,,193,16,2020-05-30,point,ID,36 day ahead cum death
12684,2020-07-06,US,,210,16,2020-05-30,point,ID,37 day ahead cum death
12708,2020-07-07,US,,230,16,2020-05-30,point,ID,38 day ahead cum death
12732,2020-07-08,US,,253,16,2020-05-30,point,ID,39 day ahead cum death
12756,2020-07-09,US,,279,16,2020-05-30,point,ID,40 day ahead cum death
12780,2020-07-10,US,,309,16,2020-05-30,point,ID,41 day ahead cum death
12816,2020-07-11,US,,344,16,2020-05-30,point,ID,42 day ahead cum death
12817,2020-07-11,US,,344,16,2020-05-30,point,ID,6 wk ahead cum death
12852,2020-07-12,US,,383,16,2020-05-30,point,ID,43 day ahead cum death
12876,2020-07-13,US,,429,16,2020-05-30,point,ID,44 day ahead cum death
12900,2020-07-14,US,,481,16,2020-05-30,point,ID,45 day ahead cum death
12924,2020-07-15,US,,540,16,2020-05-30,point,ID,46 day ahead cum death
12948,2020-07-16,US,,608,16,2020-05-30,point,ID,47 day ahead cum death
12972,2020-05-30,US,,5359,17,2020-05-30,point,IL,0 day ahead cum death
12996,2020-05-31,US,,5445,17,2020-05-30,point,IL,1 day ahead cum death
13020,2020-06-01,US,,5529,17,2020-05-30,point,IL,2 day ahead cum death
13044,2020-06-02,US,,5610,17,2020-05-30,point,IL,3 day ahead cum death
13068,2020-06-03,US,,5689,17,2020-05-30,point,IL,4 day ahead cum death
13092,2020-06-04,US,,5765,17,2020-05-30,point,IL,5 day ahead cum death
13116,2020-06-05,US,,5839,17,2020-05-30,point,IL,6 day ahead cum death
13152,2020-06-06,US,,5910,17,2020-05-30,point,IL,7 day ahead cum death
13153,2020-06-06,US,,5910,17,2020-05-30,point,IL,1 wk ahead cum death
13188,2020-06-07,US,,5979,17,2020-05-30,point,IL,8 day ahead cum death
13212,2020-06-08,US,,6045,17,2020-05-30,point,IL,9 day ahead cum death
13236,2020-06-09,US,,6109,17,2020-05-30,point,IL,10 day ahead cum death
13260,2020-06-10,US,,6170,17,2020-05-30,point,IL,11 day ahead cum death
13284,2020-06-11,US,,6230,17,2020-05-30,point,IL,12 day ahead cum death
13308,2020-06-12,US,,6288,17,2020-05-30,point,IL,13 day ahead cum death
13344,2020-06-13,US,,6343,17,2020-05-30,point,IL,14 day ahead cum death
13345,2020-06-13,US,,6343,17,2020-05-30,point,IL,2 wk ahead cum death
13380,2020-06-14,US,,6396,17,2020-05-30,point,IL,15 day ahead cum death
13404,2020-06-15,US,,6448,17,2020-05-30,point,IL,16 day ahead cum death
13428,2020-06-16,US,,6497,17,2020-05-30,point,IL,17 day ahead cum death
13452,2020-06-17,US,,6545,17,2020-05-30,point,IL,18 day ahead cum death
13476,2020-06-18,US,,6591,17,2020-05-30,point,IL,19 day ahead cum death
13500,2020-06-19,US,,6635,17,2020-05-30,point,IL,20 day ahead cum death
13536,2020-06-20,US,,6676,17,2020-05-30,point,IL,21 day ahead cum death
13537,2020-06-20,US,,6676,17,2020-05-30,point,IL,3 wk ahead cum death
13572,2020-06-21,US,,6716,17,2020-05-30,point,IL,22 day ahead cum death
13596,2020-06-22,US,,6755,17,2020-05-30,point,IL,23 day ahead cum death
13620,2020-06-23,US,,6792,17,2020-05-30,point,IL,24 day ahead cum death
13644,2020-06-24,US,,6828,17,2020-05-30,point,IL,25 day ahead cum death
13668,2020-06-25,US,,6863,17,2020-05-30,point,IL,26 day ahead cum death
13692,2020-06-26,US,,6896,17,2020-05-30,point,IL,27 day ahead cum death
13728,2020-06-27,US,,6928,17,2020-05-30,point,IL,28 day ahead cum death
13729,2020-06-27,US,,6928,17,2020-05-30,point,IL,4 wk ahead cum death
13764,2020-06-28,US,,6959,17,2020-05-30,point,IL,29 day ahead cum death
13788,2020-06-29,US,,6989,17,2020-05-30,point,IL,30 day ahead cum death
13812,2020-06-30,US,,7017,17,2020-05-30,point,IL,31 day ahead cum death
13836,2020-07-01,US,,7045,17,2020-05-30,point,IL,32 day ahead cum death
13860,2020-07-02,US,,7071,17,2020-05-30,point,IL,33 day ahead cum death
13884,2020-07-03,US,,7096,17,2020-05-30,point,IL,34 day ahead cum death
13920,2020-07-04,US,,7121,17,2020-05-30,point,IL,35 day ahead cum death
13921,2020-07-04,US,,7121,17,2020-05-30,point,IL,5 wk ahead cum death
13956,2020-07-05,US,,7144,17,2020-05-30,point,IL,36 day ahead cum death
13980,2020-07-06,US,,7167,17,2020-05-30,point,IL,37 day ahead cum death
14004,2020-07-07,US,,7189,17,2020-05-30,point,IL,38 day ahead cum death
14028,2020-07-08,US,,7210,17,2020-05-30,point,IL,39 day ahead cum death
14052,2020-07-09,US,,7230,17,2020-05-30,point,IL,40 day ahead cum death
14076,2020-07-10,US,,7249,17,2020-05-30,point,IL,41 day ahead cum death
14112,2020-07-11,US,,7268,17,2020-05-30,point,IL,42 day ahead cum death
14113,2020-07-11,US,,7268,17,2020-05-30,point,IL,6 wk ahead cum death
14148,2020-07-12,US,,7286,17,2020-05-30,point,IL,43 day ahead cum death
14172,2020-07-13,US,,7303,17,2020-05-30,point,IL,44 day ahead cum death
14196,2020-07-14,US,,7319,17,2020-05-30,point,IL,45 day ahead cum death
14220,2020-07-15,US,,7335,17,2020-05-30,point,IL,46 day ahead cum death
14244,2020-07-16,US,,7350,17,2020-05-30,point,IL,47 day ahead cum death
14268,2020-05-30,US,,1972,18,2020-05-30,point,IN,0 day ahead cum death
14292,2020-05-31,US,,1997,18,2020-05-30,point,IN,1 day ahead cum death
14316,2020-06-01,US,,2022,18,2020-05-30,point,IN,2 day ahead cum death
14340,2020-06-02,US,,2045,18,2020-05-30,point,IN,3 day ahead cum death
14364,2020-06-03,US,,2069,18,2020-05-30,point,IN,4 day ahead cum death
14388,2020-06-04,US,,2091,18,2020-05-30,point,IN,5 day ahead cum death
14412,2020-06-05,US,,2113,18,2020-05-30,point,IN,6 day ahead cum death
14448,2020-06-06,US,,2134,18,2020-05-30,point,IN,7 day ahead cum death
14449,2020-06-06,US,,2134,18,2020-05-30,point,IN,1 wk ahead cum death
14484,2020-06-07,US,,2155,18,2020-05-30,point,IN,8 day ahead cum death
14508,2020-06-08,US,,2174,18,2020-05-30,point,IN,9 day ahead cum death
14532,2020-06-09,US,,2193,18,2020-05-30,point,IN,10 day ahead cum death
14556,2020-06-10,US,,2211,18,2020-05-30,point,IN,11 day ahead cum death
14580,2020-06-11,US,,2229,18,2020-05-30,point,IN,12 day ahead cum death
14604,2020-06-12,US,,2247,18,2020-05-30,point,IN,13 day ahead cum death
14640,2020-06-13,US,,2263,18,2020-05-30,point,IN,14 day ahead cum death
14641,2020-06-13,US,,2263,18,2020-05-30,point,IN,2 wk ahead cum death
14676,2020-06-14,US,,2279,18,2020-05-30,point,IN,15 day ahead cum death
14700,2020-06-15,US,,2295,18,2020-05-30,point,IN,16 day ahead cum death
14724,2020-06-16,US,,2310,18,2020-05-30,point,IN,17 day ahead cum death
14748,2020-06-17,US,,2325,18,2020-05-30,point,IN,18 day ahead cum death
14772,2020-06-18,US,,2339,18,2020-05-30,point,IN,19 day ahead cum death
14796,2020-06-19,US,,2353,18,2020-05-30,point,IN,20 day ahead cum death
14832,2020-06-20,US,,2366,18,2020-05-30,point,IN,21 day ahead cum death
14833,2020-06-20,US,,2366,18,2020-05-30,point,IN,3 wk ahead cum death
14868,2020-06-21,US,,2379,18,2020-05-30,point,IN,22 day ahead cum death
14892,2020-06-22,US,,2392,18,2020-05-30,point,IN,23 day ahead cum death
14916,2020-06-23,US,,2403,18,2020-05-30,point,IN,24 day ahead cum death
14940,2020-06-24,US,,2415,18,2020-05-30,point,IN,25 day ahead cum death
14964,2020-06-25,US,,2426,18,2020-05-30,point,IN,26 day ahead cum death
14988,2020-06-26,US,,2437,18,2020-05-30,point,IN,27 day ahead cum death
15024,2020-06-27,US,,2448,18,2020-05-30,point,IN,28 day ahead cum death
15025,2020-06-27,US,,2448,18,2020-05-30,point,IN,4 wk ahead cum death
15060,2020-06-28,US,,2458,18,2020-05-30,point,IN,29 day ahead cum death
15084,2020-06-29,US,,2468,18,2020-05-30,point,IN,30 day ahead cum death
15108,2020-06-30,US,,2478,18,2020-05-30,point,IN,31 day ahead cum death
15132,2020-07-01,US,,2487,18,2020-05-30,point,IN,32 day ahead cum death
15156,2020-07-02,US,,2496,18,2020-05-30,point,IN,33 day ahead cum death
15180,2020-07-03,US,,2505,18,2020-05-30,point,IN,34 day ahead cum death
15216,2020-07-04,US,,2513,18,2020-05-30,point,IN,35 day ahead cum death
15217,2020-07-04,US,,2513,18,2020-05-30,point,IN,5 wk ahead cum death
15252,2020-07-05,US,,2521,18,2020-05-30,point,IN,36 day ahead cum death
15276,2020-07-06,US,,2529,18,2020-05-30,point,IN,37 day ahead cum death
15300,2020-07-07,US,,2536,18,2020-05-30,point,IN,38 day ahead cum death
15324,2020-07-08,US,,2544,18,2020-05-30,point,IN,39 day ahead cum death
15348,2020-07-09,US,,2551,18,2020-05-30,point,IN,40 day ahead cum death
15372,2020-07-10,US,,2558,18,2020-05-30,point,IN,41 day ahead cum death
15408,2020-07-11,US,,2564,18,2020-05-30,point,IN,42 day ahead cum death
15409,2020-07-11,US,,2564,18,2020-05-30,point,IN,6 wk ahead cum death
15444,2020-07-12,US,,2571,18,2020-05-30,point,IN,43 day ahead cum death
15468,2020-07-13,US,,2577,18,2020-05-30,point,IN,44 day ahead cum death
15492,2020-07-14,US,,2583,18,2020-05-30,point,IN,45 day ahead cum death
15516,2020-07-15,US,,2588,18,2020-05-30,point,IN,46 day ahead cum death
15540,2020-07-16,US,,2594,18,2020-05-30,point,IN,47 day ahead cum death
15564,2020-05-30,US,,214,20,2020-05-30,point,KS,0 day ahead cum death
15588,2020-05-31,US,,216,20,2020-05-30,point,KS,1 day ahead cum death
15612,2020-06-01,US,,217,20,2020-05-30,point,KS,2 day ahead cum death
15636,2020-06-02,US,,219,20,2020-05-30,point,KS,3 day ahead cum death
15660,2020-06-03,US,,220,20,2020-05-30,point,KS,4 day ahead cum death
15684,2020-06-04,US,,222,20,2020-05-30,point,KS,5 day ahead cum death
15708,2020-06-05,US,,223,20,2020-05-30,point,KS,6 day ahead cum death
15744,2020-06-06,US,,225,20,2020-05-30,point,KS,7 day ahead cum death
