,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
51871,953,2020-06-14,11 day ahead inc death,2020-06-25,36,point,,41.85907301861196
51872,954,2020-06-14,12 day ahead inc death,2020-06-26,36,point,,40.17954286750928
51873,955,2020-06-14,13 day ahead inc death,2020-06-27,36,point,,38.41084913554389
51874,956,2020-06-14,14 day ahead inc death,2020-06-28,36,point,,37.420464060819505
51875,957,2020-06-14,15 day ahead inc death,2020-06-29,36,point,,36.104174929019536
51876,958,2020-06-14,16 day ahead inc death,2020-06-30,36,point,,35.00117852295757
51877,959,2020-06-14,17 day ahead inc death,2020-07-01,36,point,,34.00368180475541
51878,960,2020-06-14,18 day ahead inc death,2020-07-02,36,point,,33.11827381444346
51879,961,2020-06-14,19 day ahead inc death,2020-07-03,36,point,,32.317938025008985
51880,962,2020-06-14,20 day ahead inc death,2020-07-04,36,point,,31.547923615335364
51881,963,2020-06-14,21 day ahead inc death,2020-07-05,36,point,,30.79078607104477
51882,964,2020-06-14,22 day ahead inc death,2020-07-06,36,point,,30.05118492059393
51883,965,2020-06-14,23 day ahead inc death,2020-07-07,36,point,,29.32549701836279
51884,966,2020-06-14,24 day ahead inc death,2020-07-08,36,point,,28.609830862410345
51885,967,2020-06-14,25 day ahead inc death,2020-07-09,36,point,,27.90701482720519
51886,968,2020-06-14,26 day ahead inc death,2020-07-10,36,point,,27.243444167446395
51887,969,2020-06-14,27 day ahead inc death,2020-07-11,36,point,,26.6536403188648
51980,948,2020-06-14,1 wk ahead cum death,2020-06-20,36,point,,31150.001659212754
51981,955,2020-06-14,2 wk ahead cum death,2020-06-27,36,point,,31449.27029508812
51982,962,2020-06-14,3 wk ahead cum death,2020-07-04,36,point,,31688.783929860463
51983,969,2020-06-14,4 wk ahead cum death,2020-07-11,36,point,,31889.365328046388
52076,115,2020-06-14,1 wk ahead inc death,2020-06-20,36,point,,355.0016592127553
52077,116,2020-06-14,2 wk ahead inc death,2020-06-27,36,point,,299.2686358753658
52078,117,2020-06-14,3 wk ahead inc death,2020-07-04,36,point,,239.51363477233986
52079,118,2020-06-14,4 wk ahead inc death,2020-07-11,36,point,,200.58139818592826
52701,943,2020-06-14,1 day ahead cum death,2020-06-15,39,point,,2584.0614825417056
52702,944,2020-06-14,2 day ahead cum death,2020-06-16,39,point,,2607.4567654621274
52703,945,2020-06-14,3 day ahead cum death,2020-06-17,39,point,,2634.257475885485
52704,946,2020-06-14,4 day ahead cum death,2020-06-18,39,point,,2660.269350775575
52705,947,2020-06-14,5 day ahead cum death,2020-06-19,39,point,,2682.775531750477
52706,948,2020-06-14,6 day ahead cum death,2020-06-20,39,point,,2710.608624064455
52707,949,2020-06-14,7 day ahead cum death,2020-06-21,39,point,,2734.5682674645764
52708,950,2020-06-14,8 day ahead cum death,2020-06-22,39,point,,2758.20509638449
52709,951,2020-06-14,9 day ahead cum death,2020-06-23,39,point,,2781.47195223489
52710,952,2020-06-14,10 day ahead cum death,2020-06-24,39,point,,2805.0402823609693
52711,953,2020-06-14,11 day ahead cum death,2020-06-25,39,point,,2828.1317374591467
52712,954,2020-06-14,12 day ahead cum death,2020-06-26,39,point,,2850.115286527702
52713,955,2020-06-14,13 day ahead cum death,2020-06-27,39,point,,2872.516641418537
52714,956,2020-06-14,14 day ahead cum death,2020-06-28,39,point,,2893.912560068348
