,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
26928,26928,2020-06-07,11 day ahead cum death,2020-06-18,24,point,,3016.478816
26952,26952,2020-06-07,11 day ahead inc death,2020-06-18,24,point,,20.18822762
26976,26976,2020-06-07,12 day ahead cum death,2020-06-19,24,point,,3035.065
27000,27000,2020-06-07,12 day ahead inc death,2020-06-19,24,point,,18.586184
27024,27024,2020-06-07,13 day ahead cum death,2020-06-20,24,point,,3052.709361
27048,27048,2020-06-07,13 day ahead inc death,2020-06-20,24,point,,17.64436105
27072,27072,2020-06-07,14 day ahead cum death,2020-06-21,24,point,,3070.408297
27096,27096,2020-06-07,14 day ahead inc death,2020-06-21,24,point,,17.69893516
27120,27120,2020-06-07,15 day ahead cum death,2020-06-22,24,point,,3087.855153
27144,27144,2020-06-07,15 day ahead inc death,2020-06-22,24,point,,17.4468563
27168,27168,2020-06-07,16 day ahead cum death,2020-06-23,24,point,,3104.442574
27192,27192,2020-06-07,16 day ahead inc death,2020-06-23,24,point,,16.58742139
27216,27216,2020-06-07,17 day ahead cum death,2020-06-24,24,point,,3120.022196
27240,27240,2020-06-07,17 day ahead inc death,2020-06-24,24,point,,15.5796216
27264,27264,2020-06-07,18 day ahead cum death,2020-06-25,24,point,,3134.790673
27288,27288,2020-06-07,18 day ahead inc death,2020-06-25,24,point,,14.7684767
27312,27312,2020-06-07,19 day ahead cum death,2020-06-26,24,point,,3148.781393
27336,27336,2020-06-07,19 day ahead inc death,2020-06-26,24,point,,13.9907204
27360,27360,2020-06-07,2 day ahead cum death,2020-06-09,24,point,,2808.467913
27384,27384,2020-06-07,2 day ahead inc death,2020-06-09,24,point,,32.49695517
27408,27408,2020-06-07,2 wk ahead cum death,2020-06-20,24,point,,3052.709361
27432,27432,2020-06-07,2 wk ahead inc death,2020-06-20,24,point,,142.95602639999996
27456,27456,2020-06-07,20 day ahead cum death,2020-06-27,24,point,,3162.179872
27480,27480,2020-06-07,20 day ahead inc death,2020-06-27,24,point,,13.39847888
27504,27504,2020-06-07,21 day ahead cum death,2020-06-28,24,point,,3175.092048
27528,27528,2020-06-07,21 day ahead inc death,2020-06-28,24,point,,12.91217613
27552,27552,2020-06-07,22 day ahead cum death,2020-06-29,24,point,,3187.458236
27576,27576,2020-06-07,22 day ahead inc death,2020-06-29,24,point,,12.36618845
27600,27600,2020-06-07,23 day ahead cum death,2020-06-30,24,point,,3199.228288
27624,27624,2020-06-07,23 day ahead inc death,2020-06-30,24,point,,11.7700515
27648,27648,2020-06-07,24 day ahead cum death,2020-07-01,24,point,,3210.427444
27672,27672,2020-06-07,24 day ahead inc death,2020-07-01,24,point,,11.19915614
27696,27696,2020-06-07,25 day ahead cum death,2020-07-02,24,point,,3221.119647
27720,27720,2020-06-07,25 day ahead inc death,2020-07-02,24,point,,10.69220324
27744,27744,2020-06-07,26 day ahead cum death,2020-07-03,24,point,,3231.365845
27768,27768,2020-06-07,26 day ahead inc death,2020-07-03,24,point,,10.24619751
27792,27792,2020-06-07,27 day ahead cum death,2020-07-04,24,point,,3241.221647
27816,27816,2020-06-07,27 day ahead inc death,2020-07-04,24,point,,9.855801759
27840,27840,2020-06-07,3 day ahead cum death,2020-06-10,24,point,,2836.4136550000007
27864,27864,2020-06-07,3 day ahead inc death,2020-06-10,24,point,,27.94574261
27888,27888,2020-06-07,3 wk ahead cum death,2020-06-27,24,point,,3162.179872
27912,27912,2020-06-07,3 wk ahead inc death,2020-06-27,24,point,,109.4705104
27936,27936,2020-06-07,4 day ahead cum death,2020-06-11,24,point,,2863.391918
27960,27960,2020-06-07,4 day ahead inc death,2020-06-11,24,point,,26.97826293
27984,27984,2020-06-07,4 wk ahead cum death,2020-07-04,24,point,,3241.221647
28008,28008,2020-06-07,4 wk ahead inc death,2020-07-04,24,point,,79.04177474
28032,28032,2020-06-07,5 day ahead cum death,2020-06-12,24,point,,2887.991945
28056,28056,2020-06-07,5 day ahead inc death,2020-06-12,24,point,,24.60002676
28080,28080,2020-06-07,6 day ahead cum death,2020-06-13,24,point,,2909.753335000001
28104,28104,2020-06-07,6 day ahead inc death,2020-06-13,24,point,,21.76138998
28128,28128,2020-06-07,7 day ahead cum death,2020-06-14,24,point,,2929.447486
28152,28152,2020-06-07,7 day ahead inc death,2020-06-14,24,point,,19.69415057
28176,28176,2020-06-07,8 day ahead cum death,2020-06-15,24,point,,2952.520439
28200,28200,2020-06-07,8 day ahead inc death,2020-06-15,24,point,,23.07295334
28224,28224,2020-06-07,9 day ahead cum death,2020-06-16,24,point,,2975.246452
28248,28248,2020-06-07,9 day ahead inc death,2020-06-16,24,point,,22.72601287
28272,28272,2020-06-07,1 day ahead cum death,2020-06-08,25,point,,7370.72283
28296,28296,2020-06-07,1 day ahead inc death,2020-06-08,25,point,,54.72283015
28320,28320,2020-06-07,1 wk ahead cum death,2020-06-13,25,point,,7659.820131999999
28344,28344,2020-06-07,1 wk ahead inc death,2020-06-13,25,point,,370.8201318
28368,28368,2020-06-07,10 day ahead cum death,2020-06-17,25,point,,7835.328136
28392,28392,2020-06-07,10 day ahead inc death,2020-06-17,25,point,,39.40441726
28416,28416,2020-06-07,11 day ahead cum death,2020-06-18,25,point,,7874.170826
28440,28440,2020-06-07,11 day ahead inc death,2020-06-18,25,point,,38.84269018
28464,28464,2020-06-07,12 day ahead cum death,2020-06-19,25,point,,7912.262048
28488,28488,2020-06-07,12 day ahead inc death,2020-06-19,25,point,,38.09122193
28512,28512,2020-06-07,13 day ahead cum death,2020-06-20,25,point,,7949.099286
28536,28536,2020-06-07,13 day ahead inc death,2020-06-20,25,point,,36.83723815
28560,28560,2020-06-07,14 day ahead cum death,2020-06-21,25,point,,7986.016981000002
28584,28584,2020-06-07,14 day ahead inc death,2020-06-21,25,point,,36.91769485
28608,28608,2020-06-07,15 day ahead cum death,2020-06-22,25,point,,8021.206143
28632,28632,2020-06-07,15 day ahead inc death,2020-06-22,25,point,,35.18916156
28656,28656,2020-06-07,16 day ahead cum death,2020-06-23,25,point,,8054.562512
28680,28680,2020-06-07,16 day ahead inc death,2020-06-23,25,point,,33.35636929
28704,28704,2020-06-07,17 day ahead cum death,2020-06-24,25,point,,8086.039089
28728,28728,2020-06-07,17 day ahead inc death,2020-06-24,25,point,,31.47657662
28752,28752,2020-06-07,18 day ahead cum death,2020-06-25,25,point,,8115.63925
28776,28776,2020-06-07,18 day ahead inc death,2020-06-25,25,point,,29.60016119
28800,28800,2020-06-07,19 day ahead cum death,2020-06-26,25,point,,8143.352351
28824,28824,2020-06-07,19 day ahead inc death,2020-06-26,25,point,,27.71310171
28848,28848,2020-06-07,2 day ahead cum death,2020-06-09,25,point,,7428.382198
28872,28872,2020-06-07,2 day ahead inc death,2020-06-09,25,point,,57.65936809
28896,28896,2020-06-07,2 wk ahead cum death,2020-06-20,25,point,,7949.099286
28920,28920,2020-06-07,2 wk ahead inc death,2020-06-20,25,point,,289.2791544
28944,28944,2020-06-07,20 day ahead cum death,2020-06-27,25,point,,8169.217896999998
28968,28968,2020-06-07,20 day ahead inc death,2020-06-27,25,point,,25.865546
28992,28992,2020-06-07,21 day ahead cum death,2020-06-28,25,point,,8193.245234999999
29016,29016,2020-06-07,21 day ahead inc death,2020-06-28,25,point,,24.02733751
29040,29040,2020-06-07,22 day ahead cum death,2020-06-29,25,point,,8216.300931
29064,29064,2020-06-07,22 day ahead inc death,2020-06-29,25,point,,23.05569575
29088,29088,2020-06-07,23 day ahead cum death,2020-06-30,25,point,,8238.379621
29112,29112,2020-06-07,23 day ahead inc death,2020-06-30,25,point,,22.07869048
29136,29136,2020-06-07,24 day ahead cum death,2020-07-01,25,point,,8259.495155
29160,29160,2020-06-07,24 day ahead inc death,2020-07-01,25,point,,21.11553413
29184,29184,2020-06-07,25 day ahead cum death,2020-07-02,25,point,,8279.673751
29208,29208,2020-06-07,25 day ahead inc death,2020-07-02,25,point,,20.1785959
29232,29232,2020-06-07,26 day ahead cum death,2020-07-03,25,point,,8298.949574
29256,29256,2020-06-07,26 day ahead inc death,2020-07-03,25,point,,19.27582251
29280,29280,2020-06-07,27 day ahead cum death,2020-07-04,25,point,,8317.378872
29304,29304,2020-06-07,27 day ahead inc death,2020-07-04,25,point,,18.42929805
29328,29328,2020-06-07,3 day ahead cum death,2020-06-10,25,point,,7486.038355
29352,29352,2020-06-07,3 day ahead inc death,2020-06-10,25,point,,57.65615675
29376,29376,2020-06-07,3 wk ahead cum death,2020-06-27,25,point,,8169.217896999998
29400,29400,2020-06-07,3 wk ahead inc death,2020-06-27,25,point,,220.1186112
29424,29424,2020-06-07,4 day ahead cum death,2020-06-11,25,point,,7544.248887999999
29448,29448,2020-06-07,4 day ahead inc death,2020-06-11,25,point,,58.21053277
29472,29472,2020-06-07,4 wk ahead cum death,2020-07-04,25,point,,8317.378872
29496,29496,2020-06-07,4 wk ahead inc death,2020-07-04,25,point,,148.1609743
29520,29520,2020-06-07,5 day ahead cum death,2020-06-12,25,point,,7602.534046
29544,29544,2020-06-07,5 day ahead inc death,2020-06-12,25,point,,58.28515844
29568,29568,2020-06-07,6 day ahead cum death,2020-06-13,25,point,,7659.820131999999
29592,29592,2020-06-07,6 day ahead inc death,2020-06-13,25,point,,57.28608559
29616,29616,2020-06-07,7 day ahead cum death,2020-06-14,25,point,,7716.67648
29640,29640,2020-06-07,7 day ahead inc death,2020-06-14,25,point,,56.85634824
29664,29664,2020-06-07,8 day ahead cum death,2020-06-15,25,point,,7756.236059999998
29688,29688,2020-06-07,8 day ahead inc death,2020-06-15,25,point,,39.55958039
29712,29712,2020-06-07,9 day ahead cum death,2020-06-16,25,point,,7795.9237189999985
29736,29736,2020-06-07,9 day ahead inc death,2020-06-16,25,point,,39.6876583
29760,29760,2020-06-07,1 day ahead cum death,2020-06-08,26,point,,5912.273253
29784,29784,2020-06-07,1 day ahead inc death,2020-06-08,26,point,,17.27325344
29808,29808,2020-06-07,1 wk ahead cum death,2020-06-13,26,point,,5991.617057
29832,29832,2020-06-07,1 wk ahead inc death,2020-06-13,26,point,,378.6170566
29856,29856,2020-06-07,10 day ahead cum death,2020-06-17,26,point,,6039.397138
29880,29880,2020-06-07,10 day ahead inc death,2020-06-17,26,point,,10.98390675
29904,29904,2020-06-07,11 day ahead cum death,2020-06-18,26,point,,6050.386017
29928,29928,2020-06-07,11 day ahead inc death,2020-06-18,26,point,,10.98887864
29952,29952,2020-06-07,12 day ahead cum death,2020-06-19,26,point,,6060.261118
29976,29976,2020-06-07,12 day ahead inc death,2020-06-19,26,point,,9.875100742999999
30000,30000,2020-06-07,13 day ahead cum death,2020-06-20,26,point,,6070.013287
30024,30024,2020-06-07,13 day ahead inc death,2020-06-20,26,point,,9.75216966
30048,30048,2020-06-07,14 day ahead cum death,2020-06-21,26,point,,6080.048037
30072,30072,2020-06-07,14 day ahead inc death,2020-06-21,26,point,,10.03474933
30096,30096,2020-06-07,15 day ahead cum death,2020-06-22,26,point,,6089.487319
30120,30120,2020-06-07,15 day ahead inc death,2020-06-22,26,point,,9.439282559
30144,30144,2020-06-07,16 day ahead cum death,2020-06-23,26,point,,6098.720967
30168,30168,2020-06-07,16 day ahead inc death,2020-06-23,26,point,,9.233648016
30192,30192,2020-06-07,17 day ahead cum death,2020-06-24,26,point,,6107.388024
30216,30216,2020-06-07,17 day ahead inc death,2020-06-24,26,point,,8.667056671000001
30240,30240,2020-06-07,18 day ahead cum death,2020-06-25,26,point,,6115.780542
30264,30264,2020-06-07,18 day ahead inc death,2020-06-25,26,point,,8.392518104
30288,30288,2020-06-07,19 day ahead cum death,2020-06-26,26,point,,6123.794149
30312,30312,2020-06-07,19 day ahead inc death,2020-06-26,26,point,,8.013606493
30336,30336,2020-06-07,2 day ahead cum death,2020-06-09,26,point,,5933.780077
30360,30360,2020-06-07,2 day ahead inc death,2020-06-09,26,point,,21.50682352
30384,30384,2020-06-07,2 wk ahead cum death,2020-06-20,26,point,,6070.013287
30408,30408,2020-06-07,2 wk ahead inc death,2020-06-20,26,point,,78.39623067
30432,30432,2020-06-07,20 day ahead cum death,2020-06-27,26,point,,6131.419094
30456,30456,2020-06-07,20 day ahead inc death,2020-06-27,26,point,,7.624944992
30480,30480,2020-06-07,21 day ahead cum death,2020-06-28,26,point,,6138.959589
30504,30504,2020-06-07,21 day ahead inc death,2020-06-28,26,point,,7.54049587
30528,30528,2020-06-07,22 day ahead cum death,2020-06-29,26,point,,6146.22564
30552,30552,2020-06-07,22 day ahead inc death,2020-06-29,26,point,,7.266050235
30576,30576,2020-06-07,23 day ahead cum death,2020-06-30,26,point,,6153.3266159999985
30600,30600,2020-06-07,23 day ahead inc death,2020-06-30,26,point,,7.100976645
30624,30624,2020-06-07,24 day ahead cum death,2020-07-01,26,point,,6160.193661
30648,30648,2020-06-07,24 day ahead inc death,2020-07-01,26,point,,6.867044277000001
30672,30672,2020-06-07,25 day ahead cum death,2020-07-02,26,point,,6166.901684
30696,30696,2020-06-07,25 day ahead inc death,2020-07-02,26,point,,6.708022887
30720,30720,2020-06-07,26 day ahead cum death,2020-07-03,26,point,,6173.433811
30744,30744,2020-06-07,26 day ahead inc death,2020-07-03,26,point,,6.532127844
30768,30768,2020-06-07,27 day ahead cum death,2020-07-04,26,point,,6179.755718
30792,30792,2020-06-07,27 day ahead inc death,2020-07-04,26,point,,6.321906445
30816,30816,2020-06-07,3 day ahead cum death,2020-06-10,26,point,,5950.043855
30840,30840,2020-06-07,3 day ahead inc death,2020-06-10,26,point,,16.26377809
30864,30864,2020-06-07,3 wk ahead cum death,2020-06-27,26,point,,6131.419094
30888,30888,2020-06-07,3 wk ahead inc death,2020-06-27,26,point,,61.40580616
30912,30912,2020-06-07,4 day ahead cum death,2020-06-11,26,point,,5967.429292
30936,30936,2020-06-07,4 day ahead inc death,2020-06-11,26,point,,17.38543737
30960,30960,2020-06-07,4 wk ahead cum death,2020-07-04,26,point,,6179.755718
30984,30984,2020-06-07,4 wk ahead inc death,2020-07-04,26,point,,48.3366242
31008,31008,2020-06-07,5 day ahead cum death,2020-06-12,26,point,,5981.453814
31032,31032,2020-06-07,5 day ahead inc death,2020-06-12,26,point,,14.02452119
31056,31056,2020-06-07,6 day ahead cum death,2020-06-13,26,point,,5991.617057
31080,31080,2020-06-07,6 day ahead inc death,2020-06-13,26,point,,10.16324317
31104,31104,2020-06-07,7 day ahead cum death,2020-06-14,26,point,,6004.020971
31128,31128,2020-06-07,7 day ahead inc death,2020-06-14,26,point,,12.40391413
31152,31152,2020-06-07,8 day ahead cum death,2020-06-15,26,point,,6015.89256
31176,31176,2020-06-07,8 day ahead inc death,2020-06-15,26,point,,11.87158939
31200,31200,2020-06-07,9 day ahead cum death,2020-06-16,26,point,,6028.413232
31224,31224,2020-06-07,9 day ahead inc death,2020-06-16,26,point,,12.52067137
31248,31248,2020-06-07,1 day ahead cum death,2020-06-08,27,point,,1211.708099
31272,31272,2020-06-07,1 day ahead inc death,2020-06-08,27,point,,14.70809923
31296,31296,2020-06-07,1 wk ahead cum death,2020-06-13,27,point,,1300.272825
31320,31320,2020-06-07,1 wk ahead inc death,2020-06-13,27,point,,119.27282549999998
31344,31344,2020-06-07,10 day ahead cum death,2020-06-17,27,point,,1358.309818
31368,31368,2020-06-07,10 day ahead inc death,2020-06-17,27,point,,14.91845478
31392,31392,2020-06-07,11 day ahead cum death,2020-06-18,27,point,,1373.954733
31416,31416,2020-06-07,11 day ahead inc death,2020-06-18,27,point,,15.64491527
31440,31440,2020-06-07,12 day ahead cum death,2020-06-19,27,point,,1388.579276
31464,31464,2020-06-07,12 day ahead inc death,2020-06-19,27,point,,14.62454277
31488,31488,2020-06-07,13 day ahead cum death,2020-06-20,27,point,,1401.897062
31512,31512,2020-06-07,13 day ahead inc death,2020-06-20,27,point,,13.31778597
31536,31536,2020-06-07,14 day ahead cum death,2020-06-21,27,point,,1414.564268
31560,31560,2020-06-07,14 day ahead inc death,2020-06-21,27,point,,12.66720572
31584,31584,2020-06-07,15 day ahead cum death,2020-06-22,27,point,,1426.761005
31608,31608,2020-06-07,15 day ahead inc death,2020-06-22,27,point,,12.19673772
31632,31632,2020-06-07,16 day ahead cum death,2020-06-23,27,point,,1438.646217
31656,31656,2020-06-07,16 day ahead inc death,2020-06-23,27,point,,11.88521216
31680,31680,2020-06-07,17 day ahead cum death,2020-06-24,27,point,,1450.2202519999996
31704,31704,2020-06-07,17 day ahead inc death,2020-06-24,27,point,,11.57403419
31728,31728,2020-06-07,18 day ahead cum death,2020-06-25,27,point,,1461.562039
31752,31752,2020-06-07,18 day ahead inc death,2020-06-25,27,point,,11.34178752
31776,31776,2020-06-07,19 day ahead cum death,2020-06-26,27,point,,1472.457352
31800,31800,2020-06-07,19 day ahead inc death,2020-06-26,27,point,,10.89531268
31824,31824,2020-06-07,2 day ahead cum death,2020-06-09,27,point,,1228.274731
31848,31848,2020-06-07,2 day ahead inc death,2020-06-09,27,point,,16.566631400000002
31872,31872,2020-06-07,2 wk ahead cum death,2020-06-20,27,point,,1401.897062
31896,31896,2020-06-07,2 wk ahead inc death,2020-06-20,27,point,,101.6242364
31920,31920,2020-06-07,20 day ahead cum death,2020-06-27,27,point,,1482.807139
31944,31944,2020-06-07,20 day ahead inc death,2020-06-27,27,point,,10.34978683
31968,31968,2020-06-07,21 day ahead cum death,2020-06-28,27,point,,1492.745515
31992,31992,2020-06-07,21 day ahead inc death,2020-06-28,27,point,,9.938376342
32016,32016,2020-06-07,22 day ahead cum death,2020-06-29,27,point,,1502.370097
32040,32040,2020-06-07,22 day ahead inc death,2020-06-29,27,point,,9.624581637
32064,32064,2020-06-07,23 day ahead cum death,2020-06-30,27,point,,1511.712089
32088,32088,2020-06-07,23 day ahead inc death,2020-06-30,27,point,,9.34199229
32112,32112,2020-06-07,24 day ahead cum death,2020-07-01,27,point,,1520.782219
32136,32136,2020-06-07,24 day ahead inc death,2020-07-01,27,point,,9.070129715
32160,32160,2020-06-07,25 day ahead cum death,2020-07-02,27,point,,1529.5913369999996
32184,32184,2020-06-07,25 day ahead inc death,2020-07-02,27,point,,8.809118586
32208,32208,2020-06-07,26 day ahead cum death,2020-07-03,27,point,,1538.127626
32232,32232,2020-06-07,26 day ahead inc death,2020-07-03,27,point,,8.536288651
32256,32256,2020-06-07,27 day ahead cum death,2020-07-04,27,point,,1546.393568
32280,32280,2020-06-07,27 day ahead inc death,2020-07-04,27,point,,8.265942306
32304,32304,2020-06-07,3 day ahead cum death,2020-06-10,27,point,,1244.4933210000004
32328,32328,2020-06-07,3 day ahead inc death,2020-06-10,27,point,,16.21858998
32352,32352,2020-06-07,3 wk ahead cum death,2020-06-27,27,point,,1482.807139
32376,32376,2020-06-07,3 wk ahead inc death,2020-06-27,27,point,,80.91007682
32400,32400,2020-06-07,4 day ahead cum death,2020-06-11,27,point,,1264.215843
32424,32424,2020-06-07,4 day ahead inc death,2020-06-11,27,point,,19.72252262
32448,32448,2020-06-07,4 wk ahead cum death,2020-07-04,27,point,,1546.393568
32472,32472,2020-06-07,4 wk ahead inc death,2020-07-04,27,point,,63.58642953
32496,32496,2020-06-07,5 day ahead cum death,2020-06-12,27,point,,1283.967102
32520,32520,2020-06-07,5 day ahead inc death,2020-06-12,27,point,,19.75125909
32544,32544,2020-06-07,6 day ahead cum death,2020-06-13,27,point,,1300.272825
32568,32568,2020-06-07,6 day ahead inc death,2020-06-13,27,point,,16.30572315
32592,32592,2020-06-07,7 day ahead cum death,2020-06-14,27,point,,1314.510489
32616,32616,2020-06-07,7 day ahead inc death,2020-06-14,27,point,,14.23766351
32640,32640,2020-06-07,8 day ahead cum death,2020-06-15,27,point,,1328.654085
32664,32664,2020-06-07,8 day ahead inc death,2020-06-15,27,point,,14.14359571
32688,32688,2020-06-07,9 day ahead cum death,2020-06-16,27,point,,1343.3913630000004
32712,32712,2020-06-07,9 day ahead inc death,2020-06-16,27,point,,14.73727841
32736,32736,2020-06-07,1 day ahead cum death,2020-06-08,28,point,,826.3252156000002
32760,32760,2020-06-07,1 day ahead inc death,2020-06-08,28,point,,9.325215594
32784,32784,2020-06-07,1 wk ahead cum death,2020-06-13,28,point,,887.9853247000002
32808,32808,2020-06-07,1 wk ahead inc death,2020-06-13,28,point,,76.98532474
32832,32832,2020-06-07,10 day ahead cum death,2020-06-17,28,point,,928.579844
32856,32856,2020-06-07,10 day ahead inc death,2020-06-17,28,point,,10.52867196
32880,32880,2020-06-07,11 day ahead cum death,2020-06-18,28,point,,938.4279206
32904,32904,2020-06-07,11 day ahead inc death,2020-06-18,28,point,,9.848076562000001
32928,32928,2020-06-07,12 day ahead cum death,2020-06-19,28,point,,947.8560716
32952,32952,2020-06-07,12 day ahead inc death,2020-06-19,28,point,,9.428150994
32976,32976,2020-06-07,13 day ahead cum death,2020-06-20,28,point,,956.9886516
33000,33000,2020-06-07,13 day ahead inc death,2020-06-20,28,point,,9.132579997
33024,33024,2020-06-07,14 day ahead cum death,2020-06-21,28,point,,965.7212614
33048,33048,2020-06-07,14 day ahead inc death,2020-06-21,28,point,,8.732609802
33072,33072,2020-06-07,15 day ahead cum death,2020-06-22,28,point,,974.1535726
33096,33096,2020-06-07,15 day ahead inc death,2020-06-22,28,point,,8.432311191
33120,33120,2020-06-07,16 day ahead cum death,2020-06-23,28,point,,982.5516231
33144,33144,2020-06-07,16 day ahead inc death,2020-06-23,28,point,,8.398050515
33168,33168,2020-06-07,17 day ahead cum death,2020-06-24,28,point,,990.5390028
33192,33192,2020-06-07,17 day ahead inc death,2020-06-24,28,point,,7.987379699
33216,33216,2020-06-07,18 day ahead cum death,2020-06-25,28,point,,998.012707
33240,33240,2020-06-07,18 day ahead inc death,2020-06-25,28,point,,7.473704251
33264,33264,2020-06-07,19 day ahead cum death,2020-06-26,28,point,,1005.052154
33288,33288,2020-06-07,19 day ahead inc death,2020-06-26,28,point,,7.039446852
33312,33312,2020-06-07,2 day ahead cum death,2020-06-09,28,point,,842.3407390000001
33336,33336,2020-06-07,2 day ahead inc death,2020-06-09,28,point,,16.01552337
33360,33360,2020-06-07,2 wk ahead cum death,2020-06-20,28,point,,956.9886516
33384,33384,2020-06-07,2 wk ahead inc death,2020-06-20,28,point,,69.00332682
33408,33408,2020-06-07,20 day ahead cum death,2020-06-27,28,point,,1011.798917
33432,33432,2020-06-07,20 day ahead inc death,2020-06-27,28,point,,6.746763573
33456,33456,2020-06-07,21 day ahead cum death,2020-06-28,28,point,,1018.229035
33480,33480,2020-06-07,21 day ahead inc death,2020-06-28,28,point,,6.430117226
33504,33504,2020-06-07,22 day ahead cum death,2020-06-29,28,point,,1024.387345
33528,33528,2020-06-07,22 day ahead inc death,2020-06-29,28,point,,6.158310589
33552,33552,2020-06-07,23 day ahead cum death,2020-06-30,28,point,,1030.357222
33576,33576,2020-06-07,23 day ahead inc death,2020-06-30,28,point,,5.9698771520000005
33600,33600,2020-06-07,24 day ahead cum death,2020-07-01,28,point,,1036.095827
33624,33624,2020-06-07,24 day ahead inc death,2020-07-01,28,point,,5.738604907000001
33648,33648,2020-06-07,25 day ahead cum death,2020-07-02,28,point,,1041.5786369999996
33672,33672,2020-06-07,25 day ahead inc death,2020-07-02,28,point,,5.482810115
33696,33696,2020-06-07,26 day ahead cum death,2020-07-03,28,point,,1046.821316
33720,33720,2020-06-07,26 day ahead inc death,2020-07-03,28,point,,5.242678466
33744,33744,2020-06-07,27 day ahead cum death,2020-07-04,28,point,,1051.862839
33768,33768,2020-06-07,27 day ahead inc death,2020-07-04,28,point,,5.04152276
33792,33792,2020-06-07,3 day ahead cum death,2020-06-10,28,point,,855.8288008
33816,33816,2020-06-07,3 day ahead inc death,2020-06-10,28,point,,13.48806179
33840,33840,2020-06-07,3 wk ahead cum death,2020-06-27,28,point,,1011.798917
33864,33864,2020-06-07,3 wk ahead inc death,2020-06-27,28,point,,54.81026588
33888,33888,2020-06-07,4 day ahead cum death,2020-06-11,28,point,,867.6207981000001
33912,33912,2020-06-07,4 day ahead inc death,2020-06-11,28,point,,11.79199732
33936,33936,2020-06-07,4 wk ahead cum death,2020-07-04,28,point,,1051.862839
33960,33960,2020-06-07,4 wk ahead inc death,2020-07-04,28,point,,40.06392122
33984,33984,2020-06-07,5 day ahead cum death,2020-06-12,28,point,,878.0423867000002
34008,34008,2020-06-07,5 day ahead inc death,2020-06-12,28,point,,10.42158864
34032,34032,2020-06-07,6 day ahead cum death,2020-06-13,28,point,,887.9853247000002
34056,34056,2020-06-07,6 day ahead inc death,2020-06-13,28,point,,9.942938025
34080,34080,2020-06-07,7 day ahead cum death,2020-06-14,28,point,,897.1589554
34104,34104,2020-06-07,7 day ahead inc death,2020-06-14,28,point,,9.173630667000001
34128,34128,2020-06-07,8 day ahead cum death,2020-06-15,28,point,,906.9193039
34152,34152,2020-06-07,8 day ahead inc death,2020-06-15,28,point,,9.760348461
34176,34176,2020-06-07,9 day ahead cum death,2020-06-16,28,point,,918.051172
34200,34200,2020-06-07,9 day ahead inc death,2020-06-16,28,point,,11.13186818
34224,34224,2020-06-07,1 day ahead cum death,2020-06-08,29,point,,823.0370982000002
34248,34248,2020-06-07,1 day ahead inc death,2020-06-08,29,point,,8.03709824
34272,34272,2020-06-07,1 wk ahead cum death,2020-06-13,29,point,,883.3491259
34296,34296,2020-06-07,1 wk ahead inc death,2020-06-13,29,point,,68.34912587
34320,34320,2020-06-07,10 day ahead cum death,2020-06-17,29,point,,932.1342697
34344,34344,2020-06-07,10 day ahead inc death,2020-06-17,29,point,,12.51071085
34368,34368,2020-06-07,11 day ahead cum death,2020-06-18,29,point,,944.3266906
34392,34392,2020-06-07,11 day ahead inc death,2020-06-18,29,point,,12.19242088
34416,34416,2020-06-07,12 day ahead cum death,2020-06-19,29,point,,956.738252
34440,34440,2020-06-07,12 day ahead inc death,2020-06-19,29,point,,12.41156144
34464,34464,2020-06-07,13 day ahead cum death,2020-06-20,29,point,,968.2662685
34488,34488,2020-06-07,13 day ahead inc death,2020-06-20,29,point,,11.5280165
34512,34512,2020-06-07,14 day ahead cum death,2020-06-21,29,point,,979.9406037
34536,34536,2020-06-07,14 day ahead inc death,2020-06-21,29,point,,11.67433519
34560,34560,2020-06-07,15 day ahead cum death,2020-06-22,29,point,,991.3603338
34584,34584,2020-06-07,15 day ahead inc death,2020-06-22,29,point,,11.41973011
34608,34608,2020-06-07,16 day ahead cum death,2020-06-23,29,point,,1002.502578
34632,34632,2020-06-07,16 day ahead inc death,2020-06-23,29,point,,11.14224412
34656,34656,2020-06-07,17 day ahead cum death,2020-06-24,29,point,,1013.328307
34680,34680,2020-06-07,17 day ahead inc death,2020-06-24,29,point,,10.8257293
34704,34704,2020-06-07,18 day ahead cum death,2020-06-25,29,point,,1023.810366
34728,34728,2020-06-07,18 day ahead inc death,2020-06-25,29,point,,10.48205927
34752,34752,2020-06-07,19 day ahead cum death,2020-06-26,29,point,,1033.933411
34776,34776,2020-06-07,19 day ahead inc death,2020-06-26,29,point,,10.12304458
34800,34800,2020-06-07,2 day ahead cum death,2020-06-09,29,point,,834.7156372000002
34824,34824,2020-06-07,2 day ahead inc death,2020-06-09,29,point,,11.67853892
34848,34848,2020-06-07,2 wk ahead cum death,2020-06-20,29,point,,968.2662685
34872,34872,2020-06-07,2 wk ahead inc death,2020-06-20,29,point,,84.91714262
34896,34896,2020-06-07,20 day ahead cum death,2020-06-27,29,point,,1043.701986
34920,34920,2020-06-07,20 day ahead inc death,2020-06-27,29,point,,9.768575117000001
34944,34944,2020-06-07,21 day ahead cum death,2020-06-28,29,point,,1053.086357
34968,34968,2020-06-07,21 day ahead inc death,2020-06-28,29,point,,9.38437063
34992,34992,2020-06-07,22 day ahead cum death,2020-06-29,29,point,,1062.133854
