,location,target,type,quantile,forecast_date,target_end_date,value
43,56,1 wk ahead cum death,point,,2020-04-20,2020-04-25,2.837600161488075
44,US,1 wk ahead cum death,point,,2020-04-20,2020-04-25,49779.17301493284
45,01,1 wk ahead inc death,point,,2020-04-20,2020-04-25,86.7579382473666
46,05,1 wk ahead inc death,point,,2020-04-20,2020-04-25,22.961537496410198
47,04,1 wk ahead inc death,point,,2020-04-20,2020-04-25,73.68967888477262
48,06,1 wk ahead inc death,point,,2020-04-20,2020-04-25,218.8182411126938
49,08,1 wk ahead inc death,point,,2020-04-20,2020-04-25,118.34345001572096
50,09,1 wk ahead inc death,point,,2020-04-20,2020-04-25,207.2643847608521
51,10,1 wk ahead inc death,point,,2020-04-20,2020-04-25,16.091272149491612
52,12,1 wk ahead inc death,point,,2020-04-20,2020-04-25,462.19227776125916
53,19,1 wk ahead inc death,point,,2020-04-20,2020-04-25,23.33853402117481
54,16,1 wk ahead inc death,point,,2020-04-20,2020-04-25,13.419354364561
55,17,1 wk ahead inc death,point,,2020-04-20,2020-04-25,338.4679158545508
56,18,1 wk ahead inc death,point,,2020-04-20,2020-04-25,103.04348929720119
57,20,1 wk ahead inc death,point,,2020-04-20,2020-04-25,31.198507459292607
58,25,1 wk ahead inc death,point,,2020-04-20,2020-04-25,238.20488342945615
59,24,1 wk ahead inc death,point,,2020-04-20,2020-04-25,95.47741003062296
60,23,1 wk ahead inc death,point,,2020-04-20,2020-04-25,11.672503770805953
61,26,1 wk ahead inc death,point,,2020-04-20,2020-04-25,500.71426492432573
62,27,1 wk ahead inc death,point,,2020-04-20,2020-04-25,34.75742538131001
63,29,1 wk ahead inc death,point,,2020-04-20,2020-04-25,139.71827004871446
64,30,1 wk ahead inc death,point,,2020-04-20,2020-04-25,4.545244421796927
65,37,1 wk ahead inc death,point,,2020-04-20,2020-04-25,62.87661231535
66,38,1 wk ahead inc death,point,,2020-04-20,2020-04-25,4.697232717268573
67,31,1 wk ahead inc death,point,,2020-04-20,2020-04-25,13.8704311171901
68,33,1 wk ahead inc death,point,,2020-04-20,2020-04-25,10.867494552770916
69,34,1 wk ahead inc death,point,,2020-04-20,2020-04-25,553.8832792484467
70,35,1 wk ahead inc death,point,,2020-04-20,2020-04-25,10.082141946229328
71,32,1 wk ahead inc death,point,,2020-04-20,2020-04-25,51.118539641095325
72,36,1 wk ahead inc death,point,,2020-04-20,2020-04-25,2690.1169650210463
73,39,1 wk ahead inc death,point,,2020-04-20,2020-04-25,121.77835681887194
74,40,1 wk ahead inc death,point,,2020-04-20,2020-04-25,83.08200796679816
75,41,1 wk ahead inc death,point,,2020-04-20,2020-04-25,22.732169498574052
76,42,1 wk ahead inc death,point,,2020-04-20,2020-04-25,264.28798027084724
77,44,1 wk ahead inc death,point,,2020-04-20,2020-04-25,30.045979709009533
78,45,1 wk ahead inc death,point,,2020-04-20,2020-04-25,73.0723262493738
79,46,1 wk ahead inc death,point,,2020-04-20,2020-04-25,19.370606835991982
80,47,1 wk ahead inc death,point,,2020-04-20,2020-04-25,97.8941536675812
81,48,1 wk ahead inc death,point,,2020-04-20,2020-04-25,234.78928029821517
82,49,1 wk ahead inc death,point,,2020-04-20,2020-04-25,13.372769128662533
83,51,1 wk ahead inc death,point,,2020-04-20,2020-04-25,85.85598336141773
84,50,1 wk ahead inc death,point,,2020-04-20,2020-04-25,15.769354515900414
85,53,1 wk ahead inc death,point,,2020-04-20,2020-04-25,219.1932368949287
86,55,1 wk ahead inc death,point,,2020-04-20,2020-04-25,73.65793104026606
87,54,1 wk ahead inc death,point,,2020-04-20,2020-04-25,3.6382053124558986
88,56,1 wk ahead inc death,point,,2020-04-20,2020-04-25,0.7445693845023162
89,US,1 wk ahead inc death,point,,2020-04-20,2020-04-25,9602.484030198111
90,01,2 wk ahead cum death,point,,2020-04-20,2020-05-02,434.8541317159369
91,05,2 wk ahead cum death,point,,2020-04-20,2020-05-02,110.19905681064202
92,04,2 wk ahead cum death,point,,2020-04-20,2020-05-02,373.34857909663896
93,06,2 wk ahead cum death,point,,2020-04-20,2020-05-02,1673.4810655471888
94,08,2 wk ahead cum death,point,,2020-04-20,2020-05-02,724.2793935270897
95,09,2 wk ahead cum death,point,,2020-04-20,2020-05-02,1499.824652425876
96,10,2 wk ahead cum death,point,,2020-04-20,2020-05-02,91.31943820556816
97,12,2 wk ahead cum death,point,,2020-04-20,2020-05-02,2086.4192968278853
98,19,2 wk ahead cum death,point,,2020-04-20,2020-05-02,115.622432405556
99,16,2 wk ahead cum death,point,,2020-04-20,2020-05-02,77.1098795183796
100,17,2 wk ahead cum death,point,,2020-04-20,2020-05-02,2244.6862581218875
101,18,2 wk ahead cum death,point,,2020-04-20,2020-05-02,693.7583162965121
102,20,2 wk ahead cum death,point,,2020-04-20,2020-05-02,161.8574499397923
103,25,2 wk ahead cum death,point,,2020-04-20,2020-05-02,1721.5567196354364
104,24,2 wk ahead cum death,point,,2020-04-20,2020-05-02,506.49875283840163
105,23,2 wk ahead cum death,point,,2020-04-20,2020-05-02,65.37212479791006
106,26,2 wk ahead cum death,point,,2020-04-20,2020-05-02,4274.614685120428
107,27,2 wk ahead cum death,point,,2020-04-20,2020-05-02,199.51028493680684
108,29,2 wk ahead cum death,point,,2020-04-20,2020-05-02,616.8090704486863
109,30,2 wk ahead cum death,point,,2020-04-20,2020-05-02,24.856478040366426
110,37,2 wk ahead cum death,point,,2020-04-20,2020-05-02,326.50723013289917
111,38,2 wk ahead cum death,point,,2020-04-20,2020-05-02,23.097047463340093
112,31,2 wk ahead cum death,point,,2020-04-20,2020-05-02,69.61852473300283
113,33,2 wk ahead cum death,point,,2020-04-20,2020-05-02,68.254902162924
114,34,2 wk ahead cum death,point,,2020-04-20,2020-05-02,4361.1092590286735
115,35,2 wk ahead cum death,point,,2020-04-20,2020-05-02,55.53712372699786
116,32,2 wk ahead cum death,point,,2020-04-20,2020-05-02,306.65488158979
117,36,2 wk ahead cum death,point,,2020-04-20,2020-05-02,21979.43969149281
118,39,2 wk ahead cum death,point,,2020-04-20,2020-05-02,766.7018223913315
119,40,2 wk ahead cum death,point,,2020-04-20,2020-05-02,379.2902150450653
120,41,2 wk ahead cum death,point,,2020-04-20,2020-05-02,145.8755902837292
121,42,2 wk ahead cum death,point,,2020-04-20,2020-05-02,1528.6449901524015
122,44,2 wk ahead cum death,point,,2020-04-20,2020-05-02,162.10794096735046
123,45,2 wk ahead cum death,point,,2020-04-20,2020-05-02,321.9366649706472
124,46,2 wk ahead cum death,point,,2020-04-20,2020-05-02,66.92796133029228
125,47,2 wk ahead cum death,point,,2020-04-20,2020-05-02,474.5073341095491
126,48,2 wk ahead cum death,point,,2020-04-20,2020-05-02,1117.50543845721
127,49,2 wk ahead cum death,point,,2020-04-20,2020-05-02,64.6804396183463
128,51,2 wk ahead cum death,point,,2020-04-20,2020-05-02,456.64070048116605
129,50,2 wk ahead cum death,point,,2020-04-20,2020-05-02,96.7757083897509
130,53,2 wk ahead cum death,point,,2020-04-20,2020-05-02,1583.6538010413165
131,55,2 wk ahead cum death,point,,2020-04-20,2020-05-02,461.0252750274302
132,54,2 wk ahead cum death,point,,2020-04-20,2020-05-02,19.724586438431963
133,56,2 wk ahead cum death,point,,2020-04-20,2020-05-02,3.4883191976468453
134,US,2 wk ahead cum death,point,,2020-04-20,2020-05-02,57595.10923261664
135,01,2 wk ahead inc death,point,,2020-04-20,2020-05-02,73.83424284424521
136,05,2 wk ahead inc death,point,,2020-04-20,2020-05-02,19.83512401361924
137,04,2 wk ahead inc death,point,,2020-04-20,2020-05-02,62.811421719641984
138,06,2 wk ahead inc death,point,,2020-04-20,2020-05-02,178.0625288291381
139,08,2 wk ahead inc death,point,,2020-04-20,2020-05-02,96.7305703074037
140,09,2 wk ahead inc death,point,,2020-04-20,2020-05-02,155.15777149948386
141,10,2 wk ahead inc death,point,,2020-04-20,2020-05-02,13.7400610278213
142,12,2 wk ahead inc death,point,,2020-04-20,2020-05-02,393.1640062302085
