,forecast_date,target,target_end_date,location,type,quantile,value
1919,2020-05-17,1 wk ahead inc death,2020-05-23,48,point,,496.83333333333326
1943,2020-05-17,1 wk ahead inc death,2020-05-23,49,point,,42.854444444444454
1967,2020-05-17,1 wk ahead inc death,2020-05-23,51,point,,256.99333333333334
1991,2020-05-17,1 wk ahead inc death,2020-05-23,78,point,,0.6777777777777778
2015,2020-05-17,1 wk ahead inc death,2020-05-23,50,point,,4.01
2039,2020-05-17,1 wk ahead inc death,2020-05-23,53,point,,142.71777777777774
2063,2020-05-17,1 wk ahead inc death,2020-05-23,55,point,,136.07888888888888
2087,2020-05-17,1 wk ahead inc death,2020-05-23,54,point,,19.76
2111,2020-05-17,1 wk ahead inc death,2020-05-23,56,point,,3.4277777777777776
2135,2020-05-17,2 wk ahead inc death,2020-05-30,02,point,,4.6355555555555545
2159,2020-05-17,2 wk ahead inc death,2020-05-30,01,point,,252.97333333333333
2183,2020-05-17,2 wk ahead inc death,2020-05-30,05,point,,67.92333333333333
2207,2020-05-17,2 wk ahead inc death,2020-05-30,04,point,,380.77333333333326
2231,2020-05-17,2 wk ahead inc death,2020-05-30,06,point,,1628.35
2255,2020-05-17,2 wk ahead inc death,2020-05-30,08,point,,394.85444444444437
2279,2020-05-17,2 wk ahead inc death,2020-05-30,09,point,,324.4444444444445
2303,2020-05-17,2 wk ahead inc death,2020-05-30,11,point,,99.34444444444445
2327,2020-05-17,2 wk ahead inc death,2020-05-30,10,point,,110.68555555555555
2351,2020-05-17,2 wk ahead inc death,2020-05-30,12,point,,548.5555555555555
2375,2020-05-17,2 wk ahead inc death,2020-05-30,13,point,,474.1922222222222
2399,2020-05-17,2 wk ahead inc death,2020-05-30,66,point,,0.5
2423,2020-05-17,2 wk ahead inc death,2020-05-30,15,point,,2.0988888888888892
2447,2020-05-17,2 wk ahead inc death,2020-05-30,19,point,,320.60444444444437
2471,2020-05-17,2 wk ahead inc death,2020-05-30,16,point,,31.315555555555555
2495,2020-05-17,2 wk ahead inc death,2020-05-30,17,point,,1485.7322222222224
2519,2020-05-17,2 wk ahead inc death,2020-05-30,18,point,,524.3788888888888
2543,2020-05-17,2 wk ahead inc death,2020-05-30,20,point,,74.86888888888889
2567,2020-05-17,2 wk ahead inc death,2020-05-30,21,point,,91.68111111111112
2591,2020-05-17,2 wk ahead inc death,2020-05-30,22,point,,258.98555555555555
2615,2020-05-17,2 wk ahead inc death,2020-05-30,25,point,,1062.3766666666668
2639,2020-05-17,2 wk ahead inc death,2020-05-30,24,point,,546.6366666666668
2663,2020-05-17,2 wk ahead inc death,2020-05-30,23,point,,12.985555555555555
2687,2020-05-17,2 wk ahead inc death,2020-05-30,26,point,,441.19333333333327
2711,2020-05-17,2 wk ahead inc death,2020-05-30,27,point,,231.8766666666667
2735,2020-05-17,2 wk ahead inc death,2020-05-30,29,point,,156.82666666666663
2759,2020-05-17,2 wk ahead inc death,2020-05-30,69,point,,0.06111111111111111
2783,2020-05-17,2 wk ahead inc death,2020-05-30,28,point,,236.48222222222225
2807,2020-05-17,2 wk ahead inc death,2020-05-30,30,point,,8.238888888888889
2831,2020-05-17,2 wk ahead inc death,2020-05-30,37,point,,281.8222222222222
2855,2020-05-17,2 wk ahead inc death,2020-05-30,38,point,,14.867777777777777
2879,2020-05-17,2 wk ahead inc death,2020-05-30,31,point,,134.14555555555555
2903,2020-05-17,2 wk ahead inc death,2020-05-30,33,point,,97.60444444444445
2927,2020-05-17,2 wk ahead inc death,2020-05-30,34,point,,1252.371111111111
2951,2020-05-17,2 wk ahead inc death,2020-05-30,35,point,,74.30888888888889
2975,2020-05-17,2 wk ahead inc death,2020-05-30,32,point,,26.787777777777773
2999,2020-05-17,2 wk ahead inc death,2020-05-30,36,point,,1417.7022222222222
3023,2020-05-17,2 wk ahead inc death,2020-05-30,39,point,,624.3055555555555
3047,2020-05-17,2 wk ahead inc death,2020-05-30,40,point,,57.297777777777775
3071,2020-05-17,2 wk ahead inc death,2020-05-30,41,point,,44.43222222222222
3095,2020-05-17,2 wk ahead inc death,2020-05-30,42,point,,1092.3333333333333
3119,2020-05-17,2 wk ahead inc death,2020-05-30,72,point,,14.245555555555557
3143,2020-05-17,2 wk ahead inc death,2020-05-30,44,point,,25.924444444444447
3167,2020-05-17,2 wk ahead inc death,2020-05-30,45,point,,108.91555555555556
3191,2020-05-17,2 wk ahead inc death,2020-05-30,46,point,,56.74777777777778
3215,2020-05-17,2 wk ahead inc death,2020-05-30,47,point,,161.20222222222222
3239,2020-05-17,2 wk ahead inc death,2020-05-30,48,point,,859.1288888888888
3263,2020-05-17,2 wk ahead inc death,2020-05-30,49,point,,70.92666666666666
3287,2020-05-17,2 wk ahead inc death,2020-05-30,51,point,,294.02222222222224
3311,2020-05-17,2 wk ahead inc death,2020-05-30,78,point,,1.1266666666666667
3335,2020-05-17,2 wk ahead inc death,2020-05-30,50,point,,4.8566666666666665
3359,2020-05-17,2 wk ahead inc death,2020-05-30,53,point,,143.02555555555554
3383,2020-05-17,2 wk ahead inc death,2020-05-30,55,point,,161.00444444444446
3407,2020-05-17,2 wk ahead inc death,2020-05-30,54,point,,34.392222222222216
3431,2020-05-17,2 wk ahead inc death,2020-05-30,56,point,,6.917777777777778
3455,2020-05-17,3 wk ahead inc death,2020-06-06,02,point,,9.394444444444442
3479,2020-05-17,3 wk ahead inc death,2020-06-06,01,point,,409.2766666666666
3503,2020-05-17,3 wk ahead inc death,2020-06-06,05,point,,92.97222222222223
3527,2020-05-17,3 wk ahead inc death,2020-06-06,04,point,,423.26333333333326
3551,2020-05-17,3 wk ahead inc death,2020-06-06,06,point,,1845.851111111111
3575,2020-05-17,3 wk ahead inc death,2020-06-06,08,point,,550.3811111111112
3599,2020-05-17,3 wk ahead inc death,2020-06-06,09,point,,301.8466666666667
3623,2020-05-17,3 wk ahead inc death,2020-06-06,11,point,,103.37333333333332
3647,2020-05-17,3 wk ahead inc death,2020-06-06,10,point,,123.00888888888888
3671,2020-05-17,3 wk ahead inc death,2020-06-06,12,point,,797.6211111111112
3695,2020-05-17,3 wk ahead inc death,2020-06-06,13,point,,671.3577777777778
3719,2020-05-17,3 wk ahead inc death,2020-06-06,66,point,,0.5233333333333333
3743,2020-05-17,3 wk ahead inc death,2020-06-06,15,point,,2.486666666666667
3767,2020-05-17,3 wk ahead inc death,2020-06-06,19,point,,415.45555555555563
3791,2020-05-17,3 wk ahead inc death,2020-06-06,16,point,,60.478888888888896
3815,2020-05-17,3 wk ahead inc death,2020-06-06,17,point,,1515.0944444444447
3839,2020-05-17,3 wk ahead inc death,2020-06-06,18,point,,838.6566666666665
3863,2020-05-17,3 wk ahead inc death,2020-06-06,20,point,,132.8766666666667
3887,2020-05-17,3 wk ahead inc death,2020-06-06,21,point,,153.61888888888888
3911,2020-05-17,3 wk ahead inc death,2020-06-06,22,point,,264.86555555555555
3935,2020-05-17,3 wk ahead inc death,2020-06-06,25,point,,1024.262222222222
3959,2020-05-17,3 wk ahead inc death,2020-06-06,24,point,,570.6144444444443
3983,2020-05-17,3 wk ahead inc death,2020-06-06,23,point,,14.151111111111113
4007,2020-05-17,3 wk ahead inc death,2020-06-06,26,point,,440.3377777777778
4031,2020-05-17,3 wk ahead inc death,2020-06-06,27,point,,320.73555555555555
4055,2020-05-17,3 wk ahead inc death,2020-06-06,29,point,,251.60666666666665
4079,2020-05-17,3 wk ahead inc death,2020-06-06,69,point,,0.08555555555555555
4103,2020-05-17,3 wk ahead inc death,2020-06-06,28,point,,353.44666666666666
4127,2020-05-17,3 wk ahead inc death,2020-06-06,30,point,,17.425555555555555
4151,2020-05-17,3 wk ahead inc death,2020-06-06,37,point,,450.90777777777777
4175,2020-05-17,3 wk ahead inc death,2020-06-06,38,point,,23.946666666666665
4199,2020-05-17,3 wk ahead inc death,2020-06-06,31,point,,188.0588888888889
4223,2020-05-17,3 wk ahead inc death,2020-06-06,33,point,,145.13222222222225
4247,2020-05-17,3 wk ahead inc death,2020-06-06,34,point,,1121.27
4271,2020-05-17,3 wk ahead inc death,2020-06-06,35,point,,81.91444444444444
4295,2020-05-17,3 wk ahead inc death,2020-06-06,32,point,,29.95222222222223
