,quantile,value,type,location,target,forecast_date,target_end_date
7644,,1034,point,37,3 wk ahead cum death,2020-05-17,2020-06-06
7668,,1146,point,37,4 wk ahead cum death,2020-05-17,2020-06-13
7692,,52,point,38,1 wk ahead cum death,2020-05-17,2020-05-23
7716,,62,point,38,2 wk ahead cum death,2020-05-17,2020-05-30
7740,,73,point,38,3 wk ahead cum death,2020-05-17,2020-06-06
7764,,82,point,38,4 wk ahead cum death,2020-05-17,2020-06-13
7788,,151,point,31,1 wk ahead cum death,2020-05-17,2020-05-23
7812,,179,point,31,2 wk ahead cum death,2020-05-17,2020-05-30
7836,,206,point,31,3 wk ahead cum death,2020-05-17,2020-06-06
7860,,230,point,31,4 wk ahead cum death,2020-05-17,2020-06-13
7884,,212,point,33,1 wk ahead cum death,2020-05-17,2020-05-23
7908,,252,point,33,2 wk ahead cum death,2020-05-17,2020-05-30
7932,,286,point,33,3 wk ahead cum death,2020-05-17,2020-06-06
7956,,316,point,33,4 wk ahead cum death,2020-05-17,2020-06-13
7980,,11170,point,34,1 wk ahead cum death,2020-05-17,2020-05-23
8004,,11780,point,34,2 wk ahead cum death,2020-05-17,2020-05-30
8028,,12218,point,34,3 wk ahead cum death,2020-05-17,2020-06-06
8052,,12506,point,34,4 wk ahead cum death,2020-05-17,2020-06-13
8076,,323,point,35,1 wk ahead cum death,2020-05-17,2020-05-23
8100,,375,point,35,2 wk ahead cum death,2020-05-17,2020-05-30
8124,,423,point,35,3 wk ahead cum death,2020-05-17,2020-06-06
8148,,465,point,35,4 wk ahead cum death,2020-05-17,2020-06-13
8172,,388,point,32,1 wk ahead cum death,2020-05-17,2020-05-23
8196,,424,point,32,2 wk ahead cum death,2020-05-17,2020-05-30
8220,,454,point,32,3 wk ahead cum death,2020-05-17,2020-06-06
8244,,486,point,32,4 wk ahead cum death,2020-05-17,2020-06-13
8268,,29254,point,36,1 wk ahead cum death,2020-05-17,2020-05-23
8292,,30004,point,36,2 wk ahead cum death,2020-05-17,2020-05-30
8316,,30528,point,36,3 wk ahead cum death,2020-05-17,2020-06-06
8340,,30902,point,36,4 wk ahead cum death,2020-05-17,2020-06-13
8364,,1848,point,39,1 wk ahead cum death,2020-05-17,2020-05-23
8388,,2036,point,39,2 wk ahead cum death,2020-05-17,2020-05-30
8412,,2188,point,39,3 wk ahead cum death,2020-05-17,2020-06-06
8436,,2316,point,39,4 wk ahead cum death,2020-05-17,2020-06-13
8460,,307,point,40,1 wk ahead cum death,2020-05-17,2020-05-23
8484,,324,point,40,2 wk ahead cum death,2020-05-17,2020-05-30
8508,,340,point,40,3 wk ahead cum death,2020-05-17,2020-06-06
8532,,353,point,40,4 wk ahead cum death,2020-05-17,2020-06-13
8556,,147,point,41,1 wk ahead cum death,2020-05-17,2020-05-23
8580,,156,point,41,2 wk ahead cum death,2020-05-17,2020-05-30
8604,,163,point,41,3 wk ahead cum death,2020-05-17,2020-06-06
8628,,169,point,41,4 wk ahead cum death,2020-05-17,2020-06-13
8652,,5066,point,42,1 wk ahead cum death,2020-05-17,2020-05-23
8676,,5505,point,42,2 wk ahead cum death,2020-05-17,2020-05-30
8700,,5829,point,42,3 wk ahead cum death,2020-05-17,2020-06-06
8724,,6039,point,42,4 wk ahead cum death,2020-05-17,2020-06-13
8748,,564,point,44,1 wk ahead cum death,2020-05-17,2020-05-23
8772,,615,point,44,2 wk ahead cum death,2020-05-17,2020-05-30
8796,,656,point,44,3 wk ahead cum death,2020-05-17,2020-06-06
8820,,684,point,44,4 wk ahead cum death,2020-05-17,2020-06-13
8844,,431,point,45,1 wk ahead cum death,2020-05-17,2020-05-23
8868,,470,point,45,2 wk ahead cum death,2020-05-17,2020-05-30
8892,,504,point,45,3 wk ahead cum death,2020-05-17,2020-06-06
8916,,532,point,45,4 wk ahead cum death,2020-05-17,2020-06-13
8940,,53,point,46,1 wk ahead cum death,2020-05-17,2020-05-23
8964,,61,point,46,2 wk ahead cum death,2020-05-17,2020-05-30
8988,,67,point,46,3 wk ahead cum death,2020-05-17,2020-06-06
9012,,72,point,46,4 wk ahead cum death,2020-05-17,2020-06-13
9036,,335,point,47,1 wk ahead cum death,2020-05-17,2020-05-23
9060,,364,point,47,2 wk ahead cum death,2020-05-17,2020-05-30
9084,,389,point,47,3 wk ahead cum death,2020-05-17,2020-06-06
9108,,407,point,47,4 wk ahead cum death,2020-05-17,2020-06-13
9132,,1613,point,48,1 wk ahead cum death,2020-05-17,2020-05-23
9156,,1904,point,48,2 wk ahead cum death,2020-05-17,2020-05-30
9180,,2210,point,48,3 wk ahead cum death,2020-05-17,2020-06-06
9204,,2542,point,48,4 wk ahead cum death,2020-05-17,2020-06-13
9228,,93,point,49,1 wk ahead cum death,2020-05-17,2020-05-23
9252,,105,point,49,2 wk ahead cum death,2020-05-17,2020-05-30
9276,,118,point,49,3 wk ahead cum death,2020-05-17,2020-06-06
9300,,128,point,49,4 wk ahead cum death,2020-05-17,2020-06-13
9324,,1191,point,51,1 wk ahead cum death,2020-05-17,2020-05-23
9348,,1362,point,51,2 wk ahead cum death,2020-05-17,2020-05-30
9372,,1538,point,51,3 wk ahead cum death,2020-05-17,2020-06-06
9396,,1700,point,51,4 wk ahead cum death,2020-05-17,2020-06-13
9420,,55,point,50,1 wk ahead cum death,2020-05-17,2020-05-23
9444,,56,point,50,2 wk ahead cum death,2020-05-17,2020-05-30
9468,,56,point,50,3 wk ahead cum death,2020-05-17,2020-06-06
9492,,57,point,50,4 wk ahead cum death,2020-05-17,2020-06-13
9516,,1060,point,53,1 wk ahead cum death,2020-05-17,2020-05-23
9540,,1106,point,53,2 wk ahead cum death,2020-05-17,2020-05-30
9564,,1143,point,53,3 wk ahead cum death,2020-05-17,2020-06-06
9588,,1169,point,53,4 wk ahead cum death,2020-05-17,2020-06-13
9612,,507,point,55,1 wk ahead cum death,2020-05-17,2020-05-23
9636,,559,point,55,2 wk ahead cum death,2020-05-17,2020-05-30
9660,,612,point,55,3 wk ahead cum death,2020-05-17,2020-06-06
9684,,662,point,55,4 wk ahead cum death,2020-05-17,2020-06-13
9708,,77,point,54,1 wk ahead cum death,2020-05-17,2020-05-23
9732,,87,point,54,2 wk ahead cum death,2020-05-17,2020-05-30
9756,,98,point,54,3 wk ahead cum death,2020-05-17,2020-06-06
9780,,109,point,54,4 wk ahead cum death,2020-05-17,2020-06-13
9804,,9,point,56,1 wk ahead cum death,2020-05-17,2020-05-23
9828,,10,point,56,2 wk ahead cum death,2020-05-17,2020-05-30
9852,,11,point,56,3 wk ahead cum death,2020-05-17,2020-06-06
9876,,13,point,56,4 wk ahead cum death,2020-05-17,2020-06-13
9900,,97749,point,US,1 wk ahead cum death,2020-05-17,2020-05-23
9924,,104694,point,US,2 wk ahead cum death,2020-05-17,2020-05-30
9948,,110436,point,US,3 wk ahead cum death,2020-05-17,2020-06-06
9972,,115007,point,US,4 wk ahead cum death,2020-05-17,2020-06-13
12,,6880,point,US,1 wk ahead inc death,2020-05-24,2020-05-30
36,,5800,point,US,2 wk ahead inc death,2020-05-24,2020-06-06
60,,4956,point,US,3 wk ahead inc death,2020-05-24,2020-06-13
84,,4214,point,US,4 wk ahead inc death,2020-05-24,2020-06-20
108,,0,point,02,1 wk ahead inc death,2020-05-24,2020-05-30
132,,0,point,02,2 wk ahead inc death,2020-05-24,2020-06-06
156,,0,point,02,3 wk ahead inc death,2020-05-24,2020-06-13
180,,0,point,02,4 wk ahead inc death,2020-05-24,2020-06-20
204,,65,point,01,1 wk ahead inc death,2020-05-24,2020-05-30
228,,60,point,01,2 wk ahead inc death,2020-05-24,2020-06-06
252,,55,point,01,3 wk ahead inc death,2020-05-24,2020-06-13
276,,50,point,01,4 wk ahead inc death,2020-05-24,2020-06-20
300,,18,point,05,1 wk ahead inc death,2020-05-24,2020-05-30
324,,24,point,05,2 wk ahead inc death,2020-05-24,2020-06-06
348,,35,point,05,3 wk ahead inc death,2020-05-24,2020-06-13
372,,49,point,05,4 wk ahead inc death,2020-05-24,2020-06-20
396,,118,point,04,1 wk ahead inc death,2020-05-24,2020-05-30
420,,96,point,04,2 wk ahead inc death,2020-05-24,2020-06-06
444,,78,point,04,3 wk ahead inc death,2020-05-24,2020-06-13
468,,62,point,04,4 wk ahead inc death,2020-05-24,2020-06-20
492,,451,point,06,1 wk ahead inc death,2020-05-24,2020-05-30
516,,403,point,06,2 wk ahead inc death,2020-05-24,2020-06-06
540,,361,point,06,3 wk ahead inc death,2020-05-24,2020-06-13
564,,304,point,06,4 wk ahead inc death,2020-05-24,2020-06-20
588,,115,point,08,1 wk ahead inc death,2020-05-24,2020-05-30
612,,89,point,08,2 wk ahead inc death,2020-05-24,2020-06-06
636,,72,point,08,3 wk ahead inc death,2020-05-24,2020-06-13
660,,53,point,08,4 wk ahead inc death,2020-05-24,2020-06-20
684,,226,point,09,1 wk ahead inc death,2020-05-24,2020-05-30
708,,163,point,09,2 wk ahead inc death,2020-05-24,2020-06-06
732,,119,point,09,3 wk ahead inc death,2020-05-24,2020-06-13
756,,81,point,09,4 wk ahead inc death,2020-05-24,2020-06-20
780,,41,point,11,1 wk ahead inc death,2020-05-24,2020-05-30
804,,33,point,11,2 wk ahead inc death,2020-05-24,2020-06-06
828,,26,point,11,3 wk ahead inc death,2020-05-24,2020-06-13
852,,20,point,11,4 wk ahead inc death,2020-05-24,2020-06-20
876,,33,point,10,1 wk ahead inc death,2020-05-24,2020-05-30
900,,24,point,10,2 wk ahead inc death,2020-05-24,2020-06-06
924,,18,point,10,3 wk ahead inc death,2020-05-24,2020-06-13
948,,12,point,10,4 wk ahead inc death,2020-05-24,2020-06-20
972,,230,point,12,1 wk ahead inc death,2020-05-24,2020-05-30
996,,207,point,12,2 wk ahead inc death,2020-05-24,2020-06-06
1020,,194,point,12,3 wk ahead inc death,2020-05-24,2020-06-13
1044,,176,point,12,4 wk ahead inc death,2020-05-24,2020-06-20
1068,,183,point,13,1 wk ahead inc death,2020-05-24,2020-05-30
1092,,174,point,13,2 wk ahead inc death,2020-05-24,2020-06-06
1116,,170,point,13,3 wk ahead inc death,2020-05-24,2020-06-13
1140,,161,point,13,4 wk ahead inc death,2020-05-24,2020-06-20
1164,,0,point,15,1 wk ahead inc death,2020-05-24,2020-05-30
1188,,0,point,15,2 wk ahead inc death,2020-05-24,2020-06-06
1212,,0,point,15,3 wk ahead inc death,2020-05-24,2020-06-13
1236,,0,point,15,4 wk ahead inc death,2020-05-24,2020-06-20
1260,,96,point,19,1 wk ahead inc death,2020-05-24,2020-05-30
1284,,93,point,19,2 wk ahead inc death,2020-05-24,2020-06-06
1308,,92,point,19,3 wk ahead inc death,2020-05-24,2020-06-13
1332,,87,point,19,4 wk ahead inc death,2020-05-24,2020-06-20
1356,,4,point,16,1 wk ahead inc death,2020-05-24,2020-05-30
1380,,4,point,16,2 wk ahead inc death,2020-05-24,2020-06-06
1404,,4,point,16,3 wk ahead inc death,2020-05-24,2020-06-13
1428,,3,point,16,4 wk ahead inc death,2020-05-24,2020-06-20
1452,,593,point,17,1 wk ahead inc death,2020-05-24,2020-05-30
1476,,515,point,17,2 wk ahead inc death,2020-05-24,2020-06-06
1500,,444,point,17,3 wk ahead inc death,2020-05-24,2020-06-13
1524,,376,point,17,4 wk ahead inc death,2020-05-24,2020-06-20
1548,,184,point,18,1 wk ahead inc death,2020-05-24,2020-05-30
1572,,152,point,18,2 wk ahead inc death,2020-05-24,2020-06-06
1596,,126,point,18,3 wk ahead inc death,2020-05-24,2020-06-13
1620,,101,point,18,4 wk ahead inc death,2020-05-24,2020-06-20
1644,,8,point,20,1 wk ahead inc death,2020-05-24,2020-05-30
1668,,5,point,20,2 wk ahead inc death,2020-05-24,2020-06-06
1692,,3,point,20,3 wk ahead inc death,2020-05-24,2020-06-13
1716,,2,point,20,4 wk ahead inc death,2020-05-24,2020-06-20
1740,,30,point,21,1 wk ahead inc death,2020-05-24,2020-05-30
1764,,22,point,21,2 wk ahead inc death,2020-05-24,2020-06-06
1788,,17,point,21,3 wk ahead inc death,2020-05-24,2020-06-13
1812,,11,point,21,4 wk ahead inc death,2020-05-24,2020-06-20
1836,,149,point,22,1 wk ahead inc death,2020-05-24,2020-05-30
1860,,117,point,22,2 wk ahead inc death,2020-05-24,2020-06-06
1884,,92,point,22,3 wk ahead inc death,2020-05-24,2020-06-13
1908,,72,point,22,4 wk ahead inc death,2020-05-24,2020-06-20
1932,,456,point,25,1 wk ahead inc death,2020-05-24,2020-05-30
1956,,320,point,25,2 wk ahead inc death,2020-05-24,2020-06-06
1980,,224,point,25,3 wk ahead inc death,2020-05-24,2020-06-13
2004,,152,point,25,4 wk ahead inc death,2020-05-24,2020-06-20
2028,,252,point,24,1 wk ahead inc death,2020-05-24,2020-05-30
2052,,212,point,24,2 wk ahead inc death,2020-05-24,2020-06-06
2076,,183,point,24,3 wk ahead inc death,2020-05-24,2020-06-13
2100,,152,point,24,4 wk ahead inc death,2020-05-24,2020-06-20
2124,,8,point,23,1 wk ahead inc death,2020-05-24,2020-05-30
2148,,10,point,23,2 wk ahead inc death,2020-05-24,2020-06-06
2172,,12,point,23,3 wk ahead inc death,2020-05-24,2020-06-13
2196,,16,point,23,4 wk ahead inc death,2020-05-24,2020-06-20
2220,,226,point,26,1 wk ahead inc death,2020-05-24,2020-05-30
2244,,166,point,26,2 wk ahead inc death,2020-05-24,2020-06-06
2268,,124,point,26,3 wk ahead inc death,2020-05-24,2020-06-13
2292,,90,point,26,4 wk ahead inc death,2020-05-24,2020-06-20
2316,,137,point,27,1 wk ahead inc death,2020-05-24,2020-05-30
2340,,124,point,27,2 wk ahead inc death,2020-05-24,2020-06-06
2364,,110,point,27,3 wk ahead inc death,2020-05-24,2020-06-13
2388,,98,point,27,4 wk ahead inc death,2020-05-24,2020-06-20
2412,,66,point,29,1 wk ahead inc death,2020-05-24,2020-05-30
2436,,52,point,29,2 wk ahead inc death,2020-05-24,2020-06-06
2460,,40,point,29,3 wk ahead inc death,2020-05-24,2020-06-13
2484,,30,point,29,4 wk ahead inc death,2020-05-24,2020-06-20
2508,,99,point,28,1 wk ahead inc death,2020-05-24,2020-05-30
2532,,100,point,28,2 wk ahead inc death,2020-05-24,2020-06-06
2556,,100,point,28,3 wk ahead inc death,2020-05-24,2020-06-13
2580,,101,point,28,4 wk ahead inc death,2020-05-24,2020-06-20
2604,,0,point,30,1 wk ahead inc death,2020-05-24,2020-05-30
2628,,0,point,30,2 wk ahead inc death,2020-05-24,2020-06-06
2652,,0,point,30,3 wk ahead inc death,2020-05-24,2020-06-13
2676,,0,point,30,4 wk ahead inc death,2020-05-24,2020-06-20
2700,,105,point,37,1 wk ahead inc death,2020-05-24,2020-05-30
2724,,101,point,37,2 wk ahead inc death,2020-05-24,2020-06-06
2748,,106,point,37,3 wk ahead inc death,2020-05-24,2020-06-13
2772,,105,point,37,4 wk ahead inc death,2020-05-24,2020-06-20
2796,,10,point,38,1 wk ahead inc death,2020-05-24,2020-05-30
2820,,11,point,38,2 wk ahead inc death,2020-05-24,2020-06-06
2844,,12,point,38,3 wk ahead inc death,2020-05-24,2020-06-13
2868,,12,point,38,4 wk ahead inc death,2020-05-24,2020-06-20
2892,,21,point,31,1 wk ahead inc death,2020-05-24,2020-05-30
2916,,17,point,31,2 wk ahead inc death,2020-05-24,2020-06-06
2940,,14,point,31,3 wk ahead inc death,2020-05-24,2020-06-13
2964,,11,point,31,4 wk ahead inc death,2020-05-24,2020-06-20
2988,,33,point,33,1 wk ahead inc death,2020-05-24,2020-05-30
3012,,28,point,33,2 wk ahead inc death,2020-05-24,2020-06-06
3036,,24,point,33,3 wk ahead inc death,2020-05-24,2020-06-13
3060,,17,point,33,4 wk ahead inc death,2020-05-24,2020-06-20
3084,,571,point,34,1 wk ahead inc death,2020-05-24,2020-05-30
3108,,414,point,34,2 wk ahead inc death,2020-05-24,2020-06-06
3132,,294,point,34,3 wk ahead inc death,2020-05-24,2020-06-13
3156,,207,point,34,4 wk ahead inc death,2020-05-24,2020-06-20
3180,,51,point,35,1 wk ahead inc death,2020-05-24,2020-05-30
3204,,46,point,35,2 wk ahead inc death,2020-05-24,2020-06-06
3228,,42,point,35,3 wk ahead inc death,2020-05-24,2020-06-13
3252,,36,point,35,4 wk ahead inc death,2020-05-24,2020-06-20
3276,,28,point,32,1 wk ahead inc death,2020-05-24,2020-05-30
3300,,25,point,32,2 wk ahead inc death,2020-05-24,2020-06-06
3324,,23,point,32,3 wk ahead inc death,2020-05-24,2020-06-13
3348,,21,point,32,4 wk ahead inc death,2020-05-24,2020-06-20
3372,,661,point,36,1 wk ahead inc death,2020-05-24,2020-05-30
3396,,457,point,36,2 wk ahead inc death,2020-05-24,2020-06-06
3420,,320,point,36,3 wk ahead inc death,2020-05-24,2020-06-13
3444,,220,point,36,4 wk ahead inc death,2020-05-24,2020-06-20
3468,,289,point,39,1 wk ahead inc death,2020-05-24,2020-05-30
3492,,276,point,39,2 wk ahead inc death,2020-05-24,2020-06-06
3516,,256,point,39,3 wk ahead inc death,2020-05-24,2020-06-13
3540,,232,point,39,4 wk ahead inc death,2020-05-24,2020-06-20
3564,,20,point,40,1 wk ahead inc death,2020-05-24,2020-05-30
3588,,18,point,40,2 wk ahead inc death,2020-05-24,2020-06-06
3612,,18,point,40,3 wk ahead inc death,2020-05-24,2020-06-13
3636,,17,point,40,4 wk ahead inc death,2020-05-24,2020-06-20
3660,,8,point,41,1 wk ahead inc death,2020-05-24,2020-05-30
3684,,6,point,41,2 wk ahead inc death,2020-05-24,2020-06-06
3708,,4,point,41,3 wk ahead inc death,2020-05-24,2020-06-13
3732,,3,point,41,4 wk ahead inc death,2020-05-24,2020-06-20
3756,,498,point,42,1 wk ahead inc death,2020-05-24,2020-05-30
3780,,390,point,42,2 wk ahead inc death,2020-05-24,2020-06-06
3804,,302,point,42,3 wk ahead inc death,2020-05-24,2020-06-13
3828,,224,point,42,4 wk ahead inc death,2020-05-24,2020-06-20
3852,,93,point,44,1 wk ahead inc death,2020-05-24,2020-05-30
3876,,90,point,44,2 wk ahead inc death,2020-05-24,2020-06-06
3900,,89,point,44,3 wk ahead inc death,2020-05-24,2020-06-13
3924,,84,point,44,4 wk ahead inc death,2020-05-24,2020-06-20
3948,,48,point,45,1 wk ahead inc death,2020-05-24,2020-05-30
3972,,49,point,45,2 wk ahead inc death,2020-05-24,2020-06-06
3996,,54,point,45,3 wk ahead inc death,2020-05-24,2020-06-13
4020,,60,point,45,4 wk ahead inc death,2020-05-24,2020-06-20
4044,,7,point,46,1 wk ahead inc death,2020-05-24,2020-05-30
4068,,6,point,46,2 wk ahead inc death,2020-05-24,2020-06-06
4092,,5,point,46,3 wk ahead inc death,2020-05-24,2020-06-13
4116,,4,point,46,4 wk ahead inc death,2020-05-24,2020-06-20
4140,,40,point,47,1 wk ahead inc death,2020-05-24,2020-05-30
4164,,37,point,47,2 wk ahead inc death,2020-05-24,2020-06-06
4188,,38,point,47,3 wk ahead inc death,2020-05-24,2020-06-13
4212,,35,point,47,4 wk ahead inc death,2020-05-24,2020-06-20
4236,,196,point,48,1 wk ahead inc death,2020-05-24,2020-05-30
4260,,172,point,48,2 wk ahead inc death,2020-05-24,2020-06-06
4284,,151,point,48,3 wk ahead inc death,2020-05-24,2020-06-13
4308,,127,point,48,4 wk ahead inc death,2020-05-24,2020-06-20
4332,,14,point,49,1 wk ahead inc death,2020-05-24,2020-05-30
4356,,14,point,49,2 wk ahead inc death,2020-05-24,2020-06-06
4380,,14,point,49,3 wk ahead inc death,2020-05-24,2020-06-13
4404,,12,point,49,4 wk ahead inc death,2020-05-24,2020-06-20
4428,,154,point,51,1 wk ahead inc death,2020-05-24,2020-05-30
4452,,135,point,51,2 wk ahead inc death,2020-05-24,2020-06-06
4476,,121,point,51,3 wk ahead inc death,2020-05-24,2020-06-13
4500,,106,point,51,4 wk ahead inc death,2020-05-24,2020-06-20
4524,,0,point,50,1 wk ahead inc death,2020-05-24,2020-05-30
4548,,0,point,50,2 wk ahead inc death,2020-05-24,2020-06-06
4572,,0,point,50,3 wk ahead inc death,2020-05-24,2020-06-13
4596,,0,point,50,4 wk ahead inc death,2020-05-24,2020-06-20
4620,,50,point,53,1 wk ahead inc death,2020-05-24,2020-05-30
4644,,44,point,53,2 wk ahead inc death,2020-05-24,2020-06-06
4668,,38,point,53,3 wk ahead inc death,2020-05-24,2020-06-13
4692,,33,point,53,4 wk ahead inc death,2020-05-24,2020-06-20
4716,,58,point,55,1 wk ahead inc death,2020-05-24,2020-05-30
4740,,63,point,55,2 wk ahead inc death,2020-05-24,2020-06-06
4764,,69,point,55,3 wk ahead inc death,2020-05-24,2020-06-13
4788,,72,point,55,4 wk ahead inc death,2020-05-24,2020-06-20
4812,,7,point,54,1 wk ahead inc death,2020-05-24,2020-05-30
4836,,8,point,54,2 wk ahead inc death,2020-05-24,2020-06-06
4860,,8,point,54,3 wk ahead inc death,2020-05-24,2020-06-13
4884,,9,point,54,4 wk ahead inc death,2020-05-24,2020-06-20
4908,,2,point,56,1 wk ahead inc death,2020-05-24,2020-05-30
4932,,2,point,56,2 wk ahead inc death,2020-05-24,2020-06-06
4956,,2,point,56,3 wk ahead inc death,2020-05-24,2020-06-13
4980,,2,point,56,4 wk ahead inc death,2020-05-24,2020-06-20
5004,,103684,point,US,1 wk ahead cum death,2020-05-24,2020-05-30
5028,,109725,point,US,2 wk ahead cum death,2020-05-24,2020-06-06
5052,,114894,point,US,3 wk ahead cum death,2020-05-24,2020-06-13
5076,,119372,point,US,4 wk ahead cum death,2020-05-24,2020-06-20
5100,,119928,point,US,5 wk ahead cum death,2020-05-24,2020-06-27
5124,,10,point,02,1 wk ahead cum death,2020-05-24,2020-05-30
5148,,10,point,02,2 wk ahead cum death,2020-05-24,2020-06-06
5172,,10,point,02,3 wk ahead cum death,2020-05-24,2020-06-13
5196,,10,point,02,4 wk ahead cum death,2020-05-24,2020-06-20
5220,,10,point,02,5 wk ahead cum death,2020-05-24,2020-06-27
5244,,608,point,01,1 wk ahead cum death,2020-05-24,2020-05-30
5268,,671,point,01,2 wk ahead cum death,2020-05-24,2020-06-06
5292,,730,point,01,3 wk ahead cum death,2020-05-24,2020-06-13
5316,,781,point,01,4 wk ahead cum death,2020-05-24,2020-06-20
5340,,788,point,01,5 wk ahead cum death,2020-05-24,2020-06-27
5364,,131,point,05,1 wk ahead cum death,2020-05-24,2020-05-30
5388,,155,point,05,2 wk ahead cum death,2020-05-24,2020-06-06
5412,,189,point,05,3 wk ahead cum death,2020-05-24,2020-06-13
5436,,234,point,05,4 wk ahead cum death,2020-05-24,2020-06-20
5460,,242,point,05,5 wk ahead cum death,2020-05-24,2020-06-27
5484,,903,point,04,1 wk ahead cum death,2020-05-24,2020-05-30
5508,,1009,point,04,2 wk ahead cum death,2020-05-24,2020-06-06
5532,,1093,point,04,3 wk ahead cum death,2020-05-24,2020-06-13
5556,,1158,point,04,4 wk ahead cum death,2020-05-24,2020-06-20
5580,,1168,point,04,5 wk ahead cum death,2020-05-24,2020-06-27
5604,,4145,point,06,1 wk ahead cum death,2020-05-24,2020-05-30
5628,,4560,point,06,2 wk ahead cum death,2020-05-24,2020-06-06
5652,,4930,point,06,3 wk ahead cum death,2020-05-24,2020-06-13
