,quantile,value,type,location,target,forecast_date,target_end_date
5820,,1669,point,08,5 wk ahead cum death,2020-05-24,2020-06-27
5844,,3894,point,09,1 wk ahead cum death,2020-05-24,2020-05-30
5868,,4070,point,09,2 wk ahead cum death,2020-05-24,2020-06-06
5892,,4198,point,09,3 wk ahead cum death,2020-05-24,2020-06-13
5916,,4284,point,09,4 wk ahead cum death,2020-05-24,2020-06-20
5940,,4295,point,09,5 wk ahead cum death,2020-05-24,2020-06-27
5964,,467,point,11,1 wk ahead cum death,2020-05-24,2020-05-30
5988,,501,point,11,2 wk ahead cum death,2020-05-24,2020-06-06
6012,,529,point,11,3 wk ahead cum death,2020-05-24,2020-06-13
6036,,551,point,11,4 wk ahead cum death,2020-05-24,2020-06-20
6060,,554,point,11,5 wk ahead cum death,2020-05-24,2020-06-27
6084,,355,point,10,1 wk ahead cum death,2020-05-24,2020-05-30
6108,,380,point,10,2 wk ahead cum death,2020-05-24,2020-06-06
6132,,399,point,10,3 wk ahead cum death,2020-05-24,2020-06-13
6156,,414,point,10,4 wk ahead cum death,2020-05-24,2020-06-20
6180,,416,point,10,5 wk ahead cum death,2020-05-24,2020-06-27
6204,,2436,point,12,1 wk ahead cum death,2020-05-24,2020-05-30
6228,,2652,point,12,2 wk ahead cum death,2020-05-24,2020-06-06
6252,,2854,point,12,3 wk ahead cum death,2020-05-24,2020-06-13
6276,,3042,point,12,4 wk ahead cum death,2020-05-24,2020-06-20
6300,,3063,point,12,5 wk ahead cum death,2020-05-24,2020-06-27
6324,,1984,point,13,1 wk ahead cum death,2020-05-24,2020-05-30
6348,,2161,point,13,2 wk ahead cum death,2020-05-24,2020-06-06
6372,,2336,point,13,3 wk ahead cum death,2020-05-24,2020-06-13
6396,,2504,point,13,4 wk ahead cum death,2020-05-24,2020-06-20
6420,,2527,point,13,5 wk ahead cum death,2020-05-24,2020-06-27
6444,,17,point,15,1 wk ahead cum death,2020-05-24,2020-05-30
6468,,17,point,15,2 wk ahead cum death,2020-05-24,2020-06-06
6492,,17,point,15,3 wk ahead cum death,2020-05-24,2020-06-13
6516,,17,point,15,4 wk ahead cum death,2020-05-24,2020-06-20
6540,,17,point,15,5 wk ahead cum death,2020-05-24,2020-06-27
6564,,538,point,19,1 wk ahead cum death,2020-05-24,2020-05-30
6588,,634,point,19,2 wk ahead cum death,2020-05-24,2020-06-06
6612,,726,point,19,3 wk ahead cum death,2020-05-24,2020-06-13
6636,,812,point,19,4 wk ahead cum death,2020-05-24,2020-06-20
6660,,824,point,19,5 wk ahead cum death,2020-05-24,2020-06-27
6684,,83,point,16,1 wk ahead cum death,2020-05-24,2020-05-30
6708,,87,point,16,2 wk ahead cum death,2020-05-24,2020-06-06
6732,,91,point,16,3 wk ahead cum death,2020-05-24,2020-06-13
6756,,95,point,16,4 wk ahead cum death,2020-05-24,2020-06-20
6780,,95,point,16,5 wk ahead cum death,2020-05-24,2020-06-27
6804,,5373,point,17,1 wk ahead cum death,2020-05-24,2020-05-30
6828,,5900,point,17,2 wk ahead cum death,2020-05-24,2020-06-06
6852,,6361,point,17,3 wk ahead cum death,2020-05-24,2020-06-13
6876,,6778,point,17,4 wk ahead cum death,2020-05-24,2020-06-20
6900,,6827,point,17,5 wk ahead cum death,2020-05-24,2020-06-27
6924,,2136,point,18,1 wk ahead cum death,2020-05-24,2020-05-30
6948,,2294,point,18,2 wk ahead cum death,2020-05-24,2020-06-06
6972,,2427,point,18,3 wk ahead cum death,2020-05-24,2020-06-13
6996,,2534,point,18,4 wk ahead cum death,2020-05-24,2020-06-20
7020,,2548,point,18,5 wk ahead cum death,2020-05-24,2020-06-27
7044,,213,point,20,1 wk ahead cum death,2020-05-24,2020-05-30
7068,,218,point,20,2 wk ahead cum death,2020-05-24,2020-06-06
7092,,223,point,20,3 wk ahead cum death,2020-05-24,2020-06-13
7116,,225,point,20,4 wk ahead cum death,2020-05-24,2020-06-20
7140,,225,point,20,5 wk ahead cum death,2020-05-24,2020-06-27
7164,,418,point,21,1 wk ahead cum death,2020-05-24,2020-05-30
7188,,441,point,21,2 wk ahead cum death,2020-05-24,2020-06-06
7212,,460,point,21,3 wk ahead cum death,2020-05-24,2020-06-13
7236,,473,point,21,4 wk ahead cum death,2020-05-24,2020-06-20
7260,,475,point,21,5 wk ahead cum death,2020-05-24,2020-06-27
7284,,2820,point,22,1 wk ahead cum death,2020-05-24,2020-05-30
7308,,2942,point,22,2 wk ahead cum death,2020-05-24,2020-06-06
7332,,3040,point,22,3 wk ahead cum death,2020-05-24,2020-06-13
7356,,3114,point,22,4 wk ahead cum death,2020-05-24,2020-06-20
7380,,3124,point,22,5 wk ahead cum death,2020-05-24,2020-06-27
7404,,6770,point,25,1 wk ahead cum death,2020-05-24,2020-05-30
7428,,7112,point,25,2 wk ahead cum death,2020-05-24,2020-06-06
7452,,7370,point,25,3 wk ahead cum death,2020-05-24,2020-06-13
7476,,7541,point,25,4 wk ahead cum death,2020-05-24,2020-06-20
7500,,7564,point,25,5 wk ahead cum death,2020-05-24,2020-06-27
7524,,2496,point,24,1 wk ahead cum death,2020-05-24,2020-05-30
7548,,2716,point,24,2 wk ahead cum death,2020-05-24,2020-06-06
7572,,2905,point,24,3 wk ahead cum death,2020-05-24,2020-06-13
7596,,3068,point,24,4 wk ahead cum death,2020-05-24,2020-06-20
7620,,3090,point,24,5 wk ahead cum death,2020-05-24,2020-06-27
7644,,85,point,23,1 wk ahead cum death,2020-05-24,2020-05-30
7668,,95,point,23,2 wk ahead cum death,2020-05-24,2020-06-06
7692,,108,point,23,3 wk ahead cum death,2020-05-24,2020-06-13
7716,,124,point,23,4 wk ahead cum death,2020-05-24,2020-06-20
7740,,127,point,23,5 wk ahead cum death,2020-05-24,2020-06-27
7764,,5429,point,26,1 wk ahead cum death,2020-05-24,2020-05-30
7788,,5604,point,26,2 wk ahead cum death,2020-05-24,2020-06-06
7812,,5735,point,26,3 wk ahead cum death,2020-05-24,2020-06-13
7836,,5830,point,26,4 wk ahead cum death,2020-05-24,2020-06-20
7860,,5842,point,26,5 wk ahead cum death,2020-05-24,2020-06-27
7884,,996,point,27,1 wk ahead cum death,2020-05-24,2020-05-30
7908,,1122,point,27,2 wk ahead cum death,2020-05-24,2020-06-06
7932,,1237,point,27,3 wk ahead cum death,2020-05-24,2020-06-13
7956,,1336,point,27,4 wk ahead cum death,2020-05-24,2020-06-20
7980,,1348,point,27,5 wk ahead cum death,2020-05-24,2020-06-27
8004,,743,point,29,1 wk ahead cum death,2020-05-24,2020-05-30
8028,,799,point,29,2 wk ahead cum death,2020-05-24,2020-06-06
8052,,841,point,29,3 wk ahead cum death,2020-05-24,2020-06-13
8076,,874,point,29,4 wk ahead cum death,2020-05-24,2020-06-20
8100,,878,point,29,5 wk ahead cum death,2020-05-24,2020-06-27
8124,,710,point,28,1 wk ahead cum death,2020-05-24,2020-05-30
8148,,811,point,28,2 wk ahead cum death,2020-05-24,2020-06-06
8172,,914,point,28,3 wk ahead cum death,2020-05-24,2020-06-13
8196,,1017,point,28,4 wk ahead cum death,2020-05-24,2020-06-20
8220,,1031,point,28,5 wk ahead cum death,2020-05-24,2020-06-27
8244,,16,point,30,1 wk ahead cum death,2020-05-24,2020-05-30
8268,,16,point,30,2 wk ahead cum death,2020-05-24,2020-06-06
8292,,16,point,30,3 wk ahead cum death,2020-05-24,2020-06-13
8316,,17,point,30,4 wk ahead cum death,2020-05-24,2020-06-20
8340,,17,point,30,5 wk ahead cum death,2020-05-24,2020-06-27
8364,,874,point,37,1 wk ahead cum death,2020-05-24,2020-05-30
8388,,981,point,37,2 wk ahead cum death,2020-05-24,2020-06-06
8412,,1090,point,37,3 wk ahead cum death,2020-05-24,2020-06-13
8436,,1195,point,37,4 wk ahead cum death,2020-05-24,2020-06-20
8460,,1212,point,37,5 wk ahead cum death,2020-05-24,2020-06-27
8484,,62,point,38,1 wk ahead cum death,2020-05-24,2020-05-30
8508,,73,point,38,2 wk ahead cum death,2020-05-24,2020-06-06
8532,,85,point,38,3 wk ahead cum death,2020-05-24,2020-06-13
8556,,99,point,38,4 wk ahead cum death,2020-05-24,2020-06-20
8580,,100,point,38,5 wk ahead cum death,2020-05-24,2020-06-27
8604,,166,point,31,1 wk ahead cum death,2020-05-24,2020-05-30
8628,,184,point,31,2 wk ahead cum death,2020-05-24,2020-06-06
8652,,200,point,31,3 wk ahead cum death,2020-05-24,2020-06-13
8676,,211,point,31,4 wk ahead cum death,2020-05-24,2020-06-20
8700,,212,point,31,5 wk ahead cum death,2020-05-24,2020-06-27
8724,,238,point,33,1 wk ahead cum death,2020-05-24,2020-05-30
8748,,269,point,33,2 wk ahead cum death,2020-05-24,2020-06-06
8772,,294,point,33,3 wk ahead cum death,2020-05-24,2020-06-13
8796,,315,point,33,4 wk ahead cum death,2020-05-24,2020-06-20
8820,,317,point,33,5 wk ahead cum death,2020-05-24,2020-06-27
8844,,11636,point,34,1 wk ahead cum death,2020-05-24,2020-05-30
8868,,12076,point,34,2 wk ahead cum death,2020-05-24,2020-06-06
8892,,12402,point,34,3 wk ahead cum death,2020-05-24,2020-06-13
8916,,12629,point,34,4 wk ahead cum death,2020-05-24,2020-06-20
8940,,12656,point,34,5 wk ahead cum death,2020-05-24,2020-06-27
8964,,361,point,35,1 wk ahead cum death,2020-05-24,2020-05-30
8988,,409,point,35,2 wk ahead cum death,2020-05-24,2020-06-06
9012,,451,point,35,3 wk ahead cum death,2020-05-24,2020-06-13
9036,,487,point,35,4 wk ahead cum death,2020-05-24,2020-06-20
9060,,492,point,35,5 wk ahead cum death,2020-05-24,2020-06-27
9084,,404,point,32,1 wk ahead cum death,2020-05-24,2020-05-30
9108,,431,point,32,2 wk ahead cum death,2020-05-24,2020-06-06
9132,,455,point,32,3 wk ahead cum death,2020-05-24,2020-06-13
9156,,478,point,32,4 wk ahead cum death,2020-05-24,2020-06-20
9180,,480,point,32,5 wk ahead cum death,2020-05-24,2020-06-27
9204,,29724,point,36,1 wk ahead cum death,2020-05-24,2020-05-30
9228,,30210,point,36,2 wk ahead cum death,2020-05-24,2020-06-06
9252,,30553,point,36,3 wk ahead cum death,2020-05-24,2020-06-13
9276,,30802,point,36,4 wk ahead cum death,2020-05-24,2020-06-20
9300,,30832,point,36,5 wk ahead cum death,2020-05-24,2020-06-27
9324,,2217,point,39,1 wk ahead cum death,2020-05-24,2020-05-30
9348,,2496,point,39,2 wk ahead cum death,2020-05-24,2020-06-06
9372,,2763,point,39,3 wk ahead cum death,2020-05-24,2020-06-13
9396,,3016,point,39,4 wk ahead cum death,2020-05-24,2020-06-20
9420,,3044,point,39,5 wk ahead cum death,2020-05-24,2020-06-27
9444,,328,point,40,1 wk ahead cum death,2020-05-24,2020-05-30
9468,,348,point,40,2 wk ahead cum death,2020-05-24,2020-06-06
9492,,366,point,40,3 wk ahead cum death,2020-05-24,2020-06-13
9516,,383,point,40,4 wk ahead cum death,2020-05-24,2020-06-20
9540,,386,point,40,5 wk ahead cum death,2020-05-24,2020-06-27
9564,,155,point,41,1 wk ahead cum death,2020-05-24,2020-05-30
9588,,161,point,41,2 wk ahead cum death,2020-05-24,2020-06-06
9612,,166,point,41,3 wk ahead cum death,2020-05-24,2020-06-13
9636,,169,point,41,4 wk ahead cum death,2020-05-24,2020-06-20
9660,,170,point,41,5 wk ahead cum death,2020-05-24,2020-06-27
9684,,5569,point,42,1 wk ahead cum death,2020-05-24,2020-05-30
9708,,5986,point,42,2 wk ahead cum death,2020-05-24,2020-06-06
9732,,6313,point,42,3 wk ahead cum death,2020-05-24,2020-06-13
9756,,6558,point,42,4 wk ahead cum death,2020-05-24,2020-06-20
9780,,6592,point,42,5 wk ahead cum death,2020-05-24,2020-06-27
9804,,689,point,44,1 wk ahead cum death,2020-05-24,2020-05-30
9828,,782,point,44,2 wk ahead cum death,2020-05-24,2020-06-06
9852,,869,point,44,3 wk ahead cum death,2020-05-24,2020-06-13
9876,,956,point,44,4 wk ahead cum death,2020-05-24,2020-06-20
9900,,968,point,44,5 wk ahead cum death,2020-05-24,2020-06-27
9924,,476,point,45,1 wk ahead cum death,2020-05-24,2020-05-30
9948,,526,point,45,2 wk ahead cum death,2020-05-24,2020-06-06
9972,,582,point,45,3 wk ahead cum death,2020-05-24,2020-06-13
9996,,642,point,45,4 wk ahead cum death,2020-05-24,2020-06-20
10020,,653,point,45,5 wk ahead cum death,2020-05-24,2020-06-27
10044,,56,point,46,1 wk ahead cum death,2020-05-24,2020-05-30
10068,,61,point,46,2 wk ahead cum death,2020-05-24,2020-06-06
10092,,67,point,46,3 wk ahead cum death,2020-05-24,2020-06-13
10116,,71,point,46,4 wk ahead cum death,2020-05-24,2020-06-20
10140,,72,point,46,5 wk ahead cum death,2020-05-24,2020-06-27
10164,,370,point,47,1 wk ahead cum death,2020-05-24,2020-05-30
10188,,409,point,47,2 wk ahead cum death,2020-05-24,2020-06-06
10212,,446,point,47,3 wk ahead cum death,2020-05-24,2020-06-13
10236,,481,point,47,4 wk ahead cum death,2020-05-24,2020-06-20
10260,,487,point,47,5 wk ahead cum death,2020-05-24,2020-06-27
10284,,1696,point,48,1 wk ahead cum death,2020-05-24,2020-05-30
10308,,1874,point,48,2 wk ahead cum death,2020-05-24,2020-06-06
10332,,2033,point,48,3 wk ahead cum death,2020-05-24,2020-06-13
10356,,2166,point,48,4 wk ahead cum death,2020-05-24,2020-06-20
10380,,2180,point,48,5 wk ahead cum death,2020-05-24,2020-06-27
10404,,109,point,49,1 wk ahead cum death,2020-05-24,2020-05-30
10428,,123,point,49,2 wk ahead cum death,2020-05-24,2020-06-06
10452,,138,point,49,3 wk ahead cum death,2020-05-24,2020-06-13
10476,,151,point,49,4 wk ahead cum death,2020-05-24,2020-06-20
10500,,153,point,49,5 wk ahead cum death,2020-05-24,2020-06-27
10524,,1306,point,51,1 wk ahead cum death,2020-05-24,2020-05-30
10548,,1447,point,51,2 wk ahead cum death,2020-05-24,2020-06-06
10572,,1578,point,51,3 wk ahead cum death,2020-05-24,2020-06-13
10596,,1690,point,51,4 wk ahead cum death,2020-05-24,2020-06-20
10620,,1708,point,51,5 wk ahead cum death,2020-05-24,2020-06-27
10644,,54,point,50,1 wk ahead cum death,2020-05-24,2020-05-30
10668,,55,point,50,2 wk ahead cum death,2020-05-24,2020-06-06
10692,,55,point,50,3 wk ahead cum death,2020-05-24,2020-06-13
10716,,55,point,50,4 wk ahead cum death,2020-05-24,2020-06-20
10740,,55,point,50,5 wk ahead cum death,2020-05-24,2020-06-27
10764,,1104,point,53,1 wk ahead cum death,2020-05-24,2020-05-30
10788,,1148,point,53,2 wk ahead cum death,2020-05-24,2020-06-06
10812,,1189,point,53,3 wk ahead cum death,2020-05-24,2020-06-13
10836,,1225,point,53,4 wk ahead cum death,2020-05-24,2020-06-20
10860,,1230,point,53,5 wk ahead cum death,2020-05-24,2020-06-27
10884,,560,point,55,1 wk ahead cum death,2020-05-24,2020-05-30
10908,,621,point,55,2 wk ahead cum death,2020-05-24,2020-06-06
10932,,692,point,55,3 wk ahead cum death,2020-05-24,2020-06-13
10956,,765,point,55,4 wk ahead cum death,2020-05-24,2020-06-20
10980,,776,point,55,5 wk ahead cum death,2020-05-24,2020-06-27
11004,,78,point,54,1 wk ahead cum death,2020-05-24,2020-05-30
11028,,86,point,54,2 wk ahead cum death,2020-05-24,2020-06-06
11052,,95,point,54,3 wk ahead cum death,2020-05-24,2020-06-13
11076,,104,point,54,4 wk ahead cum death,2020-05-24,2020-06-20
11100,,105,point,54,5 wk ahead cum death,2020-05-24,2020-06-27
11124,,13,point,56,1 wk ahead cum death,2020-05-24,2020-05-30
11148,,15,point,56,2 wk ahead cum death,2020-05-24,2020-06-06
11172,,17,point,56,3 wk ahead cum death,2020-05-24,2020-06-13
11196,,19,point,56,4 wk ahead cum death,2020-05-24,2020-06-20
11220,,19,point,56,5 wk ahead cum death,2020-05-24,2020-06-27
12,,6610,point,US,1 wk ahead inc death,2020-05-31,2020-06-06
36,,6234,point,US,2 wk ahead inc death,2020-05-31,2020-06-13
60,,6132,point,US,3 wk ahead inc death,2020-05-31,2020-06-20
84,,5830,point,US,4 wk ahead inc death,2020-05-31,2020-06-27
108,,0,point,02,1 wk ahead inc death,2020-05-31,2020-06-06
132,,0,point,02,2 wk ahead inc death,2020-05-31,2020-06-13
156,,1,point,02,3 wk ahead inc death,2020-05-31,2020-06-20
180,,1,point,02,4 wk ahead inc death,2020-05-31,2020-06-27
204,,75,point,01,1 wk ahead inc death,2020-05-31,2020-06-06
228,,75,point,01,2 wk ahead inc death,2020-05-31,2020-06-13
252,,77,point,01,3 wk ahead inc death,2020-05-31,2020-06-20
276,,78,point,01,4 wk ahead inc death,2020-05-31,2020-06-27
300,,25,point,05,1 wk ahead inc death,2020-05-31,2020-06-06
324,,33,point,05,2 wk ahead inc death,2020-05-31,2020-06-13
348,,46,point,05,3 wk ahead inc death,2020-05-31,2020-06-20
372,,59,point,05,4 wk ahead inc death,2020-05-31,2020-06-27
396,,142,point,04,1 wk ahead inc death,2020-05-31,2020-06-06
420,,175,point,04,2 wk ahead inc death,2020-05-31,2020-06-13
444,,230,point,04,3 wk ahead inc death,2020-05-31,2020-06-20
468,,284,point,04,4 wk ahead inc death,2020-05-31,2020-06-27
492,,517,point,06,1 wk ahead inc death,2020-05-31,2020-06-06
516,,594,point,06,2 wk ahead inc death,2020-05-31,2020-06-13
540,,716,point,06,3 wk ahead inc death,2020-05-31,2020-06-20
564,,832,point,06,4 wk ahead inc death,2020-05-31,2020-06-27
588,,115,point,08,1 wk ahead inc death,2020-05-31,2020-06-06
612,,111,point,08,2 wk ahead inc death,2020-05-31,2020-06-13
636,,111,point,08,3 wk ahead inc death,2020-05-31,2020-06-20
660,,107,point,08,4 wk ahead inc death,2020-05-31,2020-06-27
684,,186,point,09,1 wk ahead inc death,2020-05-31,2020-06-06
708,,131,point,09,2 wk ahead inc death,2020-05-31,2020-06-13
732,,91,point,09,3 wk ahead inc death,2020-05-31,2020-06-20
756,,62,point,09,4 wk ahead inc death,2020-05-31,2020-06-27
780,,29,point,11,1 wk ahead inc death,2020-05-31,2020-06-06
804,,22,point,11,2 wk ahead inc death,2020-05-31,2020-06-13
828,,17,point,11,3 wk ahead inc death,2020-05-31,2020-06-20
852,,12,point,11,4 wk ahead inc death,2020-05-31,2020-06-27
876,,30,point,10,1 wk ahead inc death,2020-05-31,2020-06-06
900,,24,point,10,2 wk ahead inc death,2020-05-31,2020-06-13
924,,18,point,10,3 wk ahead inc death,2020-05-31,2020-06-20
948,,14,point,10,4 wk ahead inc death,2020-05-31,2020-06-27
972,,245,point,12,1 wk ahead inc death,2020-05-31,2020-06-06
996,,251,point,12,2 wk ahead inc death,2020-05-31,2020-06-13
1020,,262,point,12,3 wk ahead inc death,2020-05-31,2020-06-20
1044,,262,point,12,4 wk ahead inc death,2020-05-31,2020-06-27
1068,,164,point,13,1 wk ahead inc death,2020-05-31,2020-06-06
1092,,136,point,13,2 wk ahead inc death,2020-05-31,2020-06-13
1116,,112,point,13,3 wk ahead inc death,2020-05-31,2020-06-20
1140,,88,point,13,4 wk ahead inc death,2020-05-31,2020-06-27
1164,,0,point,15,1 wk ahead inc death,2020-05-31,2020-06-06
1188,,0,point,15,2 wk ahead inc death,2020-05-31,2020-06-13
1212,,0,point,15,3 wk ahead inc death,2020-05-31,2020-06-20
1236,,0,point,15,4 wk ahead inc death,2020-05-31,2020-06-27
1260,,83,point,19,1 wk ahead inc death,2020-05-31,2020-06-06
1284,,71,point,19,2 wk ahead inc death,2020-05-31,2020-06-13
1308,,62,point,19,3 wk ahead inc death,2020-05-31,2020-06-20
1332,,51,point,19,4 wk ahead inc death,2020-05-31,2020-06-27
1356,,4,point,16,1 wk ahead inc death,2020-05-31,2020-06-06
1380,,3,point,16,2 wk ahead inc death,2020-05-31,2020-06-13
1404,,3,point,16,3 wk ahead inc death,2020-05-31,2020-06-20
1428,,3,point,16,4 wk ahead inc death,2020-05-31,2020-06-27
1452,,466,point,17,1 wk ahead inc death,2020-05-31,2020-06-06
1476,,358,point,17,2 wk ahead inc death,2020-05-31,2020-06-13
1500,,275,point,17,3 wk ahead inc death,2020-05-31,2020-06-20
1524,,197,point,17,4 wk ahead inc death,2020-05-31,2020-06-27
1548,,166,point,18,1 wk ahead inc death,2020-05-31,2020-06-06
1572,,156,point,18,2 wk ahead inc death,2020-05-31,2020-06-13
1596,,149,point,18,3 wk ahead inc death,2020-05-31,2020-06-20
1620,,141,point,18,4 wk ahead inc death,2020-05-31,2020-06-27
1644,,8,point,20,1 wk ahead inc death,2020-05-31,2020-06-06
1668,,6,point,20,2 wk ahead inc death,2020-05-31,2020-06-13
1692,,4,point,20,3 wk ahead inc death,2020-05-31,2020-06-20
1716,,3,point,20,4 wk ahead inc death,2020-05-31,2020-06-27
1740,,46,point,21,1 wk ahead inc death,2020-05-31,2020-06-06
1764,,52,point,21,2 wk ahead inc death,2020-05-31,2020-06-13
1788,,59,point,21,3 wk ahead inc death,2020-05-31,2020-06-20
1812,,66,point,21,4 wk ahead inc death,2020-05-31,2020-06-27
1836,,117,point,22,1 wk ahead inc death,2020-05-31,2020-06-06
1860,,99,point,22,2 wk ahead inc death,2020-05-31,2020-06-13
1884,,88,point,22,3 wk ahead inc death,2020-05-31,2020-06-20
1908,,74,point,22,4 wk ahead inc death,2020-05-31,2020-06-27
1932,,339,point,25,1 wk ahead inc death,2020-05-31,2020-06-06
1956,,234,point,25,2 wk ahead inc death,2020-05-31,2020-06-13
1980,,164,point,25,3 wk ahead inc death,2020-05-31,2020-06-20
2004,,109,point,25,4 wk ahead inc death,2020-05-31,2020-06-27
2028,,254,point,24,1 wk ahead inc death,2020-05-31,2020-06-06
2052,,240,point,24,2 wk ahead inc death,2020-05-31,2020-06-13
2076,,234,point,24,3 wk ahead inc death,2020-05-31,2020-06-20
2100,,214,point,24,4 wk ahead inc death,2020-05-31,2020-06-27
2124,,12,point,23,1 wk ahead inc death,2020-05-31,2020-06-06
2148,,15,point,23,2 wk ahead inc death,2020-05-31,2020-06-13
2172,,18,point,23,3 wk ahead inc death,2020-05-31,2020-06-20
2196,,22,point,23,4 wk ahead inc death,2020-05-31,2020-06-27
2220,,233,point,26,1 wk ahead inc death,2020-05-31,2020-06-06
2244,,204,point,26,2 wk ahead inc death,2020-05-31,2020-06-13
2268,,181,point,26,3 wk ahead inc death,2020-05-31,2020-06-20
2292,,158,point,26,4 wk ahead inc death,2020-05-31,2020-06-27
2316,,189,point,27,1 wk ahead inc death,2020-05-31,2020-06-06
2340,,204,point,27,2 wk ahead inc death,2020-05-31,2020-06-13
2364,,218,point,27,3 wk ahead inc death,2020-05-31,2020-06-20
2388,,235,point,27,4 wk ahead inc death,2020-05-31,2020-06-27
2412,,103,point,29,1 wk ahead inc death,2020-05-31,2020-06-06
2436,,122,point,29,2 wk ahead inc death,2020-05-31,2020-06-13
2460,,152,point,29,3 wk ahead inc death,2020-05-31,2020-06-20
2484,,192,point,29,4 wk ahead inc death,2020-05-31,2020-06-27
2508,,119,point,28,1 wk ahead inc death,2020-05-31,2020-06-06
2532,,131,point,28,2 wk ahead inc death,2020-05-31,2020-06-13
2556,,147,point,28,3 wk ahead inc death,2020-05-31,2020-06-20
2580,,160,point,28,4 wk ahead inc death,2020-05-31,2020-06-27
2604,,1,point,30,1 wk ahead inc death,2020-05-31,2020-06-06
2628,,1,point,30,2 wk ahead inc death,2020-05-31,2020-06-13
2652,,4,point,30,3 wk ahead inc death,2020-05-31,2020-06-20
2676,,8,point,30,4 wk ahead inc death,2020-05-31,2020-06-27
2700,,177,point,37,1 wk ahead inc death,2020-05-31,2020-06-06
2724,,216,point,37,2 wk ahead inc death,2020-05-31,2020-06-13
2748,,286,point,37,3 wk ahead inc death,2020-05-31,2020-06-20
2772,,354,point,37,4 wk ahead inc death,2020-05-31,2020-06-27
2796,,7,point,38,1 wk ahead inc death,2020-05-31,2020-06-06
2820,,5,point,38,2 wk ahead inc death,2020-05-31,2020-06-13
2844,,4,point,38,3 wk ahead inc death,2020-05-31,2020-06-20
2868,,3,point,38,4 wk ahead inc death,2020-05-31,2020-06-27
2892,,24,point,31,1 wk ahead inc death,2020-05-31,2020-06-06
2916,,23,point,31,2 wk ahead inc death,2020-05-31,2020-06-13
2940,,23,point,31,3 wk ahead inc death,2020-05-31,2020-06-20
2964,,19,point,31,4 wk ahead inc death,2020-05-31,2020-06-27
2988,,26,point,33,1 wk ahead inc death,2020-05-31,2020-06-06
3012,,21,point,33,2 wk ahead inc death,2020-05-31,2020-06-13
3036,,16,point,33,3 wk ahead inc death,2020-05-31,2020-06-20
3060,,11,point,33,4 wk ahead inc death,2020-05-31,2020-06-27
3084,,494,point,34,1 wk ahead inc death,2020-05-31,2020-06-06
3108,,395,point,34,2 wk ahead inc death,2020-05-31,2020-06-13
3132,,327,point,34,3 wk ahead inc death,2020-05-31,2020-06-20
3156,,259,point,34,4 wk ahead inc death,2020-05-31,2020-06-27
3180,,38,point,35,1 wk ahead inc death,2020-05-31,2020-06-06
3204,,31,point,35,2 wk ahead inc death,2020-05-31,2020-06-13
3228,,27,point,35,3 wk ahead inc death,2020-05-31,2020-06-20
3252,,21,point,35,4 wk ahead inc death,2020-05-31,2020-06-27
3276,,31,point,32,1 wk ahead inc death,2020-05-31,2020-06-06
3300,,28,point,32,2 wk ahead inc death,2020-05-31,2020-06-13
3324,,27,point,32,3 wk ahead inc death,2020-05-31,2020-06-20
3348,,24,point,32,4 wk ahead inc death,2020-05-31,2020-06-27
3372,,484,point,36,1 wk ahead inc death,2020-05-31,2020-06-06
3396,,339,point,36,2 wk ahead inc death,2020-05-31,2020-06-13
3420,,246,point,36,3 wk ahead inc death,2020-05-31,2020-06-20
3444,,177,point,36,4 wk ahead inc death,2020-05-31,2020-06-27
3468,,208,point,39,1 wk ahead inc death,2020-05-31,2020-06-06
3492,,169,point,39,2 wk ahead inc death,2020-05-31,2020-06-13
3516,,138,point,39,3 wk ahead inc death,2020-05-31,2020-06-20
3540,,108,point,39,4 wk ahead inc death,2020-05-31,2020-06-27
3564,,20,point,40,1 wk ahead inc death,2020-05-31,2020-06-06
3588,,16,point,40,2 wk ahead inc death,2020-05-31,2020-06-13
3612,,14,point,40,3 wk ahead inc death,2020-05-31,2020-06-20
3636,,11,point,40,4 wk ahead inc death,2020-05-31,2020-06-27
3660,,7,point,41,1 wk ahead inc death,2020-05-31,2020-06-06
3684,,5,point,41,2 wk ahead inc death,2020-05-31,2020-06-13
3708,,5,point,41,3 wk ahead inc death,2020-05-31,2020-06-20
3732,,4,point,41,4 wk ahead inc death,2020-05-31,2020-06-27
3756,,408,point,42,1 wk ahead inc death,2020-05-31,2020-06-06
3780,,321,point,42,2 wk ahead inc death,2020-05-31,2020-06-13
3804,,257,point,42,3 wk ahead inc death,2020-05-31,2020-06-20
3828,,202,point,42,4 wk ahead inc death,2020-05-31,2020-06-27
3852,,109,point,44,1 wk ahead inc death,2020-05-31,2020-06-06
3876,,104,point,44,2 wk ahead inc death,2020-05-31,2020-06-13
3900,,96,point,44,3 wk ahead inc death,2020-05-31,2020-06-20
3924,,87,point,44,4 wk ahead inc death,2020-05-31,2020-06-27
3948,,61,point,45,1 wk ahead inc death,2020-05-31,2020-06-06
3972,,68,point,45,2 wk ahead inc death,2020-05-31,2020-06-13
3996,,84,point,45,3 wk ahead inc death,2020-05-31,2020-06-20
4020,,100,point,45,4 wk ahead inc death,2020-05-31,2020-06-27
4044,,9,point,46,1 wk ahead inc death,2020-05-31,2020-06-06
4068,,9,point,46,2 wk ahead inc death,2020-05-31,2020-06-13
4092,,10,point,46,3 wk ahead inc death,2020-05-31,2020-06-20
