location,forecast_date,quantile,value,target,target_end_date,type
25005,2021-04-05,,1375.3649637130234,3 wk ahead inc case,2021-04-24,point
25009,2021-04-05,,1595.2266887106146,3 wk ahead inc case,2021-04-24,point
25013,2021-04-05,,1248.8875451866895,3 wk ahead inc case,2021-04-24,point
25017,2021-04-05,,2963.1524452825065,3 wk ahead inc case,2021-04-24,point
25021,2021-04-05,,1212.233940175317,3 wk ahead inc case,2021-04-24,point
25023,2021-04-05,,1169.6185029009255,3 wk ahead inc case,2021-04-24,point
25025,2021-04-05,,1980.4092706911679,3 wk ahead inc case,2021-04-24,point
25027,2021-04-05,,1349.7432032069146,3 wk ahead inc case,2021-04-24,point
26081,2021-04-05,,2329.339905180145,3 wk ahead inc case,2021-04-24,point
26099,2021-04-05,,6549.594631520944,3 wk ahead inc case,2021-04-24,point
26125,2021-04-05,,5762.270640925526,3 wk ahead inc case,2021-04-24,point
26163,2021-04-05,,8118.4305776480005,3 wk ahead inc case,2021-04-24,point
27053,2021-04-05,,2817.824858474033,3 wk ahead inc case,2021-04-24,point
29095,2021-04-05,,364.3711180809166,3 wk ahead inc case,2021-04-24,point
29183,2021-04-05,,507.0956896569825,3 wk ahead inc case,2021-04-24,point
29189,2021-04-05,,1230.0634494344565,3 wk ahead inc case,2021-04-24,point
31055,2021-04-05,,1175.408160495005,3 wk ahead inc case,2021-04-24,point
32003,2021-04-05,,1504.7267981560794,3 wk ahead inc case,2021-04-24,point
33011,2021-04-05,,1013.7427418058928,3 wk ahead inc case,2021-04-24,point
34001,2021-04-05,,932.0904508259952,3 wk ahead inc case,2021-04-24,point
34003,2021-04-05,,3321.337603918426,3 wk ahead inc case,2021-04-24,point
34005,2021-04-05,,1426.7806042492582,3 wk ahead inc case,2021-04-24,point
34007,2021-04-05,,1458.5238369907156,3 wk ahead inc case,2021-04-24,point
34013,2021-04-05,,3248.664804434043,3 wk ahead inc case,2021-04-24,point
34015,2021-04-05,,934.346394795905,3 wk ahead inc case,2021-04-24,point
34017,2021-04-05,,2509.95981248658,3 wk ahead inc case,2021-04-24,point
34021,2021-04-05,,865.1796605097464,3 wk ahead inc case,2021-04-24,point
34023,2021-04-05,,2616.317906759156,3 wk ahead inc case,2021-04-24,point
34025,2021-04-05,,2246.7945449575195,3 wk ahead inc case,2021-04-24,point
34027,2021-04-05,,1733.9116036124215,3 wk ahead inc case,2021-04-24,point
34029,2021-04-05,,2281.834199387134,3 wk ahead inc case,2021-04-24,point
34031,2021-04-05,,1973.1053087626346,3 wk ahead inc case,2021-04-24,point
34035,2021-04-05,,944.8176451043984,3 wk ahead inc case,2021-04-24,point
34039,2021-04-05,,1845.2670856019747,3 wk ahead inc case,2021-04-24,point
35001,2021-04-05,,545.7783611382654,3 wk ahead inc case,2021-04-24,point
36001,2021-04-05,,489.3915254330992,3 wk ahead inc case,2021-04-24,point
36005,2021-04-05,,4948.111409027786,3 wk ahead inc case,2021-04-24,point
36027,2021-04-05,,889.0958161498236,3 wk ahead inc case,2021-04-24,point
36029,2021-04-05,,3098.0720363331566,3 wk ahead inc case,2021-04-24,point
36047,2021-04-05,,7576.970726221812,3 wk ahead inc case,2021-04-24,point
36055,2021-04-05,,1310.8399716563442,3 wk ahead inc case,2021-04-24,point
36059,2021-04-05,,4290.1710097480245,3 wk ahead inc case,2021-04-24,point
36061,2021-04-05,,4119.066512493866,3 wk ahead inc case,2021-04-24,point
36067,2021-04-05,,619.4929170336785,3 wk ahead inc case,2021-04-24,point
36071,2021-04-05,,1533.8705949866824,3 wk ahead inc case,2021-04-24,point
36081,2021-04-05,,7872.377828493443,3 wk ahead inc case,2021-04-24,point
36085,2021-04-05,,2178.4418483959494,3 wk ahead inc case,2021-04-24,point
36087,2021-04-05,,1019.5204806991484,3 wk ahead inc case,2021-04-24,point
36103,2021-04-05,,4847.661581440542,3 wk ahead inc case,2021-04-24,point
36119,2021-04-05,,2877.650458616277,3 wk ahead inc case,2021-04-24,point
37051,2021-04-05,,368.02947839417055,3 wk ahead inc case,2021-04-24,point
37067,2021-04-05,,314.5537150403813,3 wk ahead inc case,2021-04-24,point
37081,2021-04-05,,766.8088621500663,3 wk ahead inc case,2021-04-24,point
37119,2021-04-05,,1466.444493172416,3 wk ahead inc case,2021-04-24,point
37183,2021-04-05,,1373.348178330822,3 wk ahead inc case,2021-04-24,point
39017,2021-04-05,,318.66543057822946,3 wk ahead inc case,2021-04-24,point
39035,2021-04-05,,1929.502689183029,3 wk ahead inc case,2021-04-24,point
39049,2021-04-05,,1796.1926974558698,3 wk ahead inc case,2021-04-24,point
39061,2021-04-05,,825.3047621434179,3 wk ahead inc case,2021-04-24,point
39095,2021-04-05,,781.8073426189245,3 wk ahead inc case,2021-04-24,point
39113,2021-04-05,,513.7722953526353,3 wk ahead inc case,2021-04-24,point
39153,2021-04-05,,903.98007669171,3 wk ahead inc case,2021-04-24,point
40109,2021-04-05,,417.6604503526806,3 wk ahead inc case,2021-04-24,point
40143,2021-04-05,,282.46711841238687,3 wk ahead inc case,2021-04-24,point
42003,2021-04-05,,2895.883154421351,3 wk ahead inc case,2021-04-24,point
42011,2021-04-05,,1392.5230535714386,3 wk ahead inc case,2021-04-24,point
42017,2021-04-05,,1883.108548650484,3 wk ahead inc case,2021-04-24,point
42029,2021-04-05,,1128.323711493172,3 wk ahead inc case,2021-04-24,point
42045,2021-04-05,,1460.4714832078769,3 wk ahead inc case,2021-04-24,point
42071,2021-04-05,,1392.206405093468,3 wk ahead inc case,2021-04-24,point
42077,2021-04-05,,1095.821442803453,3 wk ahead inc case,2021-04-24,point
42091,2021-04-05,,2039.33250192696,3 wk ahead inc case,2021-04-24,point
42095,2021-04-05,,1164.0353802614713,3 wk ahead inc case,2021-04-24,point
42101,2021-04-05,,3760.238630487382,3 wk ahead inc case,2021-04-24,point
42133,2021-04-05,,1049.968251438415,3 wk ahead inc case,2021-04-24,point
44007,2021-04-05,,1390.1555357832788,3 wk ahead inc case,2021-04-24,point
45019,2021-04-05,,539.8002604438127,3 wk ahead inc case,2021-04-24,point
45045,2021-04-05,,1371.5332236528327,3 wk ahead inc case,2021-04-24,point
45051,2021-04-05,,339.18977360378824,3 wk ahead inc case,2021-04-24,point
45063,2021-04-05,,309.03532384832334,3 wk ahead inc case,2021-04-24,point
45079,2021-04-05,,505.1220998512927,3 wk ahead inc case,2021-04-24,point
45083,2021-04-05,,724.265561948224,3 wk ahead inc case,2021-04-24,point
45091,2021-04-05,,453.0511676391416,3 wk ahead inc case,2021-04-24,point
47037,2021-04-05,,975.067655778812,3 wk ahead inc case,2021-04-24,point
47065,2021-04-05,,399.00413251490403,3 wk ahead inc case,2021-04-24,point
47093,2021-04-05,,486.04936345410414,3 wk ahead inc case,2021-04-24,point
47149,2021-04-05,,559.0108734025164,3 wk ahead inc case,2021-04-24,point
47157,2021-04-05,,843.2882931098126,3 wk ahead inc case,2021-04-24,point
48029,2021-04-05,,1516.0575632885045,3 wk ahead inc case,2021-04-24,point
48039,2021-04-05,,496.04281825840224,3 wk ahead inc case,2021-04-24,point
48041,2021-04-05,,773.9038685808722,3 wk ahead inc case,2021-04-24,point
48085,2021-04-05,,799.1422737636414,3 wk ahead inc case,2021-04-24,point
48113,2021-04-05,,1516.4004700640933,3 wk ahead inc case,2021-04-24,point
48121,2021-04-05,,556.3878998872699,3 wk ahead inc case,2021-04-24,point
48141,2021-04-05,,1001.3830126020964,3 wk ahead inc case,2021-04-24,point
48157,2021-04-05,,930.2716258886168,3 wk ahead inc case,2021-04-24,point
48167,2021-04-05,,395.8239675755493,3 wk ahead inc case,2021-04-24,point
48201,2021-04-05,,4290.727263541373,3 wk ahead inc case,2021-04-24,point
48215,2021-04-05,,1135.820348008827,3 wk ahead inc case,2021-04-24,point
48339,2021-04-05,,821.0803908323578,3 wk ahead inc case,2021-04-24,point
48439,2021-04-05,,1594.2537880869618,3 wk ahead inc case,2021-04-24,point
48453,2021-04-05,,748.9067541150259,3 wk ahead inc case,2021-04-24,point
48479,2021-04-05,,72.87981180156713,3 wk ahead inc case,2021-04-24,point
48491,2021-04-05,,542.3632510490352,3 wk ahead inc case,2021-04-24,point
49011,2021-04-05,,281.16473341748053,3 wk ahead inc case,2021-04-24,point
49035,2021-04-05,,886.8471938250573,3 wk ahead inc case,2021-04-24,point
49049,2021-04-05,,496.2794669836325,3 wk ahead inc case,2021-04-24,point
51041,2021-04-05,,419.9999999999997,3 wk ahead inc case,2021-04-24,point
51059,2021-04-05,,1156.0536203572549,3 wk ahead inc case,2021-04-24,point
51087,2021-04-05,,585.0073504800414,3 wk ahead inc case,2021-04-24,point
51107,2021-04-05,,560.062159784345,3 wk ahead inc case,2021-04-24,point
51153,2021-04-05,,738.750662897454,3 wk ahead inc case,2021-04-24,point
51550,2021-04-05,,299.6897701049907,3 wk ahead inc case,2021-04-24,point
51810,2021-04-05,,561.8262733023471,3 wk ahead inc case,2021-04-24,point
53033,2021-04-05,,2362.873948322117,3 wk ahead inc case,2021-04-24,point
53053,2021-04-05,,1359.061275320438,3 wk ahead inc case,2021-04-24,point
53063,2021-04-05,,531.1488530046821,3 wk ahead inc case,2021-04-24,point
55079,2021-04-05,,1116.434571328996,3 wk ahead inc case,2021-04-24,point
1073,2021-04-05,,413.71295031402633,4 wk ahead inc case,2021-05-01,point
1089,2021-04-05,,187.53007104761284,4 wk ahead inc case,2021-05-01,point
1097,2021-04-05,,132.01473045427468,4 wk ahead inc case,2021-05-01,point
4013,2021-04-05,,2062.0049966766924,4 wk ahead inc case,2021-05-01,point
4019,2021-04-05,,682.4998223122175,4 wk ahead inc case,2021-05-01,point
4021,2021-04-05,,464.36296559747876,4 wk ahead inc case,2021-05-01,point
5119,2021-04-05,,177.70542562746647,4 wk ahead inc case,2021-05-01,point
6001,2021-04-05,,620.4170365196597,4 wk ahead inc case,2021-05-01,point
6013,2021-04-05,,647.5077743132151,4 wk ahead inc case,2021-05-01,point
6019,2021-04-05,,552.3856824545986,4 wk ahead inc case,2021-05-01,point
6029,2021-04-05,,391.40347959756485,4 wk ahead inc case,2021-05-01,point
6037,2021-04-05,,3236.9702872330345,4 wk ahead inc case,2021-05-01,point
6047,2021-04-05,,322.37870927079206,4 wk ahead inc case,2021-05-01,point
6053,2021-04-05,,188.12395901677138,4 wk ahead inc case,2021-05-01,point
6059,2021-04-05,,998.2500093503747,4 wk ahead inc case,2021-05-01,point
6065,2021-04-05,,1001.8144295856945,4 wk ahead inc case,2021-05-01,point
6067,2021-04-05,,1647.1035570410093,4 wk ahead inc case,2021-05-01,point
6071,2021-04-05,,754.7337921521138,4 wk ahead inc case,2021-05-01,point
6073,2021-04-05,,1971.6310361204853,4 wk ahead inc case,2021-05-01,point
6075,2021-04-05,,342.6013149118993,4 wk ahead inc case,2021-05-01,point
6077,2021-04-05,,898.7548179359219,4 wk ahead inc case,2021-05-01,point
6081,2021-04-05,,435.31185361977936,4 wk ahead inc case,2021-05-01,point
6083,2021-04-05,,271.02348810097493,4 wk ahead inc case,2021-05-01,point
6085,2021-04-05,,898.6113102051521,4 wk ahead inc case,2021-05-01,point
6095,2021-04-05,,392.09396202798484,4 wk ahead inc case,2021-05-01,point
6099,2021-04-05,,712.9531932341306,4 wk ahead inc case,2021-05-01,point
6107,2021-04-05,,124.25883521304823,4 wk ahead inc case,2021-05-01,point
6111,2021-04-05,,372.43629620624773,4 wk ahead inc case,2021-05-01,point
8001,2021-04-05,,811.2588127481664,4 wk ahead inc case,2021-05-01,point
8005,2021-04-05,,988.5698705401338,4 wk ahead inc case,2021-05-01,point
8031,2021-04-05,,1187.795082130458,4 wk ahead inc case,2021-05-01,point
8041,2021-04-05,,1467.8352519238965,4 wk ahead inc case,2021-05-01,point
8059,2021-04-05,,883.7842765265199,4 wk ahead inc case,2021-05-01,point
9001,2021-04-05,,2740.6027729240836,4 wk ahead inc case,2021-05-01,point
9003,2021-04-05,,1744.5068308122736,4 wk ahead inc case,2021-05-01,point
9009,2021-04-05,,2780.157282701761,4 wk ahead inc case,2021-05-01,point
10003,2021-04-05,,1582.355664960726,4 wk ahead inc case,2021-05-01,point
11001,2021-04-05,,854.3085401982086,4 wk ahead inc case,2021-05-01,point
12009,2021-04-05,,698.4580326436287,4 wk ahead inc case,2021-05-01,point
12011,2021-04-05,,4921.0937852838815,4 wk ahead inc case,2021-05-01,point
12031,2021-04-05,,835.2991014301577,4 wk ahead inc case,2021-05-01,point
12033,2021-04-05,,144.24214644758624,4 wk ahead inc case,2021-05-01,point
12057,2021-04-05,,2698.951074597408,4 wk ahead inc case,2021-05-01,point
12069,2021-04-05,,537.4980611030945,4 wk ahead inc case,2021-05-01,point
12071,2021-04-05,,1352.9033300413264,4 wk ahead inc case,2021-05-01,point
12081,2021-04-05,,701.8995307134038,4 wk ahead inc case,2021-05-01,point
12083,2021-04-05,,313.9960548713087,4 wk ahead inc case,2021-05-01,point
12086,2021-04-05,,8281.187279157039,4 wk ahead inc case,2021-05-01,point
12095,2021-04-05,,2537.1831981327473,4 wk ahead inc case,2021-05-01,point
12097,2021-04-05,,845.1014603247728,4 wk ahead inc case,2021-05-01,point
12099,2021-04-05,,2484.8689994444658,4 wk ahead inc case,2021-05-01,point
12101,2021-04-05,,844.3025481537718,4 wk ahead inc case,2021-05-01,point
12103,2021-04-05,,1590.9439211733481,4 wk ahead inc case,2021-05-01,point
12105,2021-04-05,,1054.479411952221,4 wk ahead inc case,2021-05-01,point
12115,2021-04-05,,710.5994547663312,4 wk ahead inc case,2021-05-01,point
12117,2021-04-05,,743.0544619492308,4 wk ahead inc case,2021-05-01,point
12127,2021-04-05,,1172.7942240329658,4 wk ahead inc case,2021-05-01,point
13057,2021-04-05,,391.5899978335994,4 wk ahead inc case,2021-05-01,point
13063,2021-04-05,,383.592697470541,4 wk ahead inc case,2021-05-01,point
13067,2021-04-05,,1011.9833178618297,4 wk ahead inc case,2021-05-01,point
13089,2021-04-05,,884.0960914842509,4 wk ahead inc case,2021-05-01,point
13121,2021-04-05,,1057.44923594881,4 wk ahead inc case,2021-05-01,point
13135,2021-04-05,,772.7135930053214,4 wk ahead inc case,2021-05-01,point
16001,2021-04-05,,583.5808174606033,4 wk ahead inc case,2021-05-01,point
17031,2021-04-05,,7747.251308176845,4 wk ahead inc case,2021-05-01,point
17043,2021-04-05,,1641.9256463028244,4 wk ahead inc case,2021-05-01,point
17089,2021-04-05,,792.5949647733335,4 wk ahead inc case,2021-05-01,point
17097,2021-04-05,,864.9713348328195,4 wk ahead inc case,2021-05-01,point
17197,2021-04-05,,1032.666129301229,4 wk ahead inc case,2021-05-01,point
18097,2021-04-05,,826.5120091098025,4 wk ahead inc case,2021-05-01,point
19153,2021-04-05,,620.5270945237843,4 wk ahead inc case,2021-05-01,point
20091,2021-04-05,,490.2953121082736,4 wk ahead inc case,2021-05-01,point
20173,2021-04-05,,220.83672566936286,4 wk ahead inc case,2021-05-01,point
21067,2021-04-05,,332.2149040816116,4 wk ahead inc case,2021-05-01,point
21111,2021-04-05,,693.7101285407402,4 wk ahead inc case,2021-05-01,point
22033,2021-04-05,,408.8816979740234,4 wk ahead inc case,2021-05-01,point
22051,2021-04-05,,200.6922882464482,4 wk ahead inc case,2021-05-01,point
24003,2021-04-05,,945.6245905157222,4 wk ahead inc case,2021-05-01,point
24005,2021-04-05,,1872.866804709335,4 wk ahead inc case,2021-05-01,point
24031,2021-04-05,,947.3110426260324,4 wk ahead inc case,2021-05-01,point
24033,2021-04-05,,1309.2696723502872,4 wk ahead inc case,2021-05-01,point
24510,2021-04-05,,1698.0348462426784,4 wk ahead inc case,2021-05-01,point
25005,2021-04-05,,1340.6881907337674,4 wk ahead inc case,2021-05-01,point
25009,2021-04-05,,1574.3891023366336,4 wk ahead inc case,2021-05-01,point
25013,2021-04-05,,1227.0738334753596,4 wk ahead inc case,2021-05-01,point
25017,2021-04-05,,2918.649385474761,4 wk ahead inc case,2021-05-01,point
25021,2021-04-05,,1195.629857822462,4 wk ahead inc case,2021-05-01,point
25023,2021-04-05,,1146.7711261375796,4 wk ahead inc case,2021-05-01,point
25025,2021-04-05,,1969.9545357793095,4 wk ahead inc case,2021-05-01,point
25027,2021-04-05,,1336.9751388308125,4 wk ahead inc case,2021-05-01,point
26081,2021-04-05,,2300.4568591857433,4 wk ahead inc case,2021-05-01,point
26099,2021-04-05,,6448.655635363934,4 wk ahead inc case,2021-05-01,point
26125,2021-04-05,,5660.683031598343,4 wk ahead inc case,2021-05-01,point
26163,2021-04-05,,7979.748646167935,4 wk ahead inc case,2021-05-01,point
27053,2021-04-05,,2810.4042396659834,4 wk ahead inc case,2021-05-01,point
29095,2021-04-05,,363.74833571232045,4 wk ahead inc case,2021-05-01,point
29183,2021-04-05,,478.05233004431676,4 wk ahead inc case,2021-05-01,point
29189,2021-04-05,,1171.7423498697356,4 wk ahead inc case,2021-05-01,point
31055,2021-04-05,,1192.834503294296,4 wk ahead inc case,2021-05-01,point
32003,2021-04-05,,1501.7113131289386,4 wk ahead inc case,2021-05-01,point
33011,2021-04-05,,1004.2355917634217,4 wk ahead inc case,2021-05-01,point
34001,2021-04-05,,880.7456719366504,4 wk ahead inc case,2021-05-01,point
34003,2021-04-05,,3209.3480175464465,4 wk ahead inc case,2021-05-01,point
34005,2021-04-05,,1396.6331702440266,4 wk ahead inc case,2021-05-01,point
34007,2021-04-05,,1435.4428918635833,4 wk ahead inc case,2021-05-01,point
34013,2021-04-05,,3170.525400734455,4 wk ahead inc case,2021-05-01,point
34015,2021-04-05,,896.2898209900069,4 wk ahead inc case,2021-05-01,point
34017,2021-04-05,,2450.708352513076,4 wk ahead inc case,2021-05-01,point
34021,2021-04-05,,828.6319657705969,4 wk ahead inc case,2021-05-01,point
34023,2021-04-05,,2520.066135047146,4 wk ahead inc case,2021-05-01,point
34025,2021-04-05,,2169.622673915637,4 wk ahead inc case,2021-05-01,point
34027,2021-04-05,,1669.3027842370354,4 wk ahead inc case,2021-05-01,point
34029,2021-04-05,,2216.52631921457,4 wk ahead inc case,2021-05-01,point
34031,2021-04-05,,1930.4273361436585,4 wk ahead inc case,2021-05-01,point
34035,2021-04-05,,901.1986282601364,4 wk ahead inc case,2021-05-01,point
34039,2021-04-05,,1809.9753212950416,4 wk ahead inc case,2021-05-01,point
35001,2021-04-05,,548.2436971521596,4 wk ahead inc case,2021-05-01,point
36001,2021-04-05,,476.97057920713723,4 wk ahead inc case,2021-05-01,point
36005,2021-04-05,,4884.115449277274,4 wk ahead inc case,2021-05-01,point
36027,2021-04-05,,868.355071251663,4 wk ahead inc case,2021-05-01,point
36029,2021-04-05,,3047.2488794474543,4 wk ahead inc case,2021-05-01,point
36047,2021-04-05,,7464.082236034485,4 wk ahead inc case,2021-05-01,point
36055,2021-04-05,,1299.6281924418456,4 wk ahead inc case,2021-05-01,point
36059,2021-04-05,,4217.3093852762,4 wk ahead inc case,2021-05-01,point
36061,2021-04-05,,4042.6628192621424,4 wk ahead inc case,2021-05-01,point
36067,2021-04-05,,618.7523360417283,4 wk ahead inc case,2021-05-01,point
36071,2021-04-05,,1485.028064954778,4 wk ahead inc case,2021-05-01,point
36081,2021-04-05,,7757.321895206687,4 wk ahead inc case,2021-05-01,point
36085,2021-04-05,,2136.596107581985,4 wk ahead inc case,2021-05-01,point
36087,2021-04-05,,966.3539668873137,4 wk ahead inc case,2021-05-01,point
36103,2021-04-05,,4774.536169102773,4 wk ahead inc case,2021-05-01,point
36119,2021-04-05,,2822.2794493853557,4 wk ahead inc case,2021-05-01,point
37051,2021-04-05,,372.83334543418863,4 wk ahead inc case,2021-05-01,point
37067,2021-04-05,,313.2809347949969,4 wk ahead inc case,2021-05-01,point
37081,2021-04-05,,757.1687267094783,4 wk ahead inc case,2021-05-01,point
37119,2021-04-05,,1439.215312246822,4 wk ahead inc case,2021-05-01,point
37183,2021-04-05,,1339.0395647187104,4 wk ahead inc case,2021-05-01,point
39017,2021-04-05,,309.68038091665363,4 wk ahead inc case,2021-05-01,point
39035,2021-04-05,,1905.009771261148,4 wk ahead inc case,2021-05-01,point
39049,2021-04-05,,1769.670331841815,4 wk ahead inc case,2021-05-01,point
39061,2021-04-05,,805.7201879111008,4 wk ahead inc case,2021-05-01,point
39095,2021-04-05,,777.0706736749147,4 wk ahead inc case,2021-05-01,point
39113,2021-04-05,,500.205360190521,4 wk ahead inc case,2021-05-01,point
39153,2021-04-05,,890.7450090328905,4 wk ahead inc case,2021-05-01,point
40109,2021-04-05,,422.99637942922936,4 wk ahead inc case,2021-05-01,point
40143,2021-04-05,,283.41898098074034,4 wk ahead inc case,2021-05-01,point
42003,2021-04-05,,2839.393310842949,4 wk ahead inc case,2021-05-01,point
42011,2021-04-05,,1384.6001823973431,4 wk ahead inc case,2021-05-01,point
42017,2021-04-05,,1872.142424022872,4 wk ahead inc case,2021-05-01,point
42029,2021-04-05,,1107.1418329907674,4 wk ahead inc case,2021-05-01,point
42045,2021-04-05,,1451.5396626326035,4 wk ahead inc case,2021-05-01,point
42071,2021-04-05,,1367.1743118517595,4 wk ahead inc case,2021-05-01,point
42077,2021-04-05,,1075.9904438763929,4 wk ahead inc case,2021-05-01,point
42091,2021-04-05,,2014.5554154629715,4 wk ahead inc case,2021-05-01,point
42095,2021-04-05,,1138.390291553242,4 wk ahead inc case,2021-05-01,point
42101,2021-04-05,,3671.904490744267,4 wk ahead inc case,2021-05-01,point
42133,2021-04-05,,1022.1901144412712,4 wk ahead inc case,2021-05-01,point
44007,2021-04-05,,1362.1986697041002,4 wk ahead inc case,2021-05-01,point
45019,2021-04-05,,525.4709793129128,4 wk ahead inc case,2021-05-01,point
45045,2021-04-05,,1332.5463059001559,4 wk ahead inc case,2021-05-01,point
45051,2021-04-05,,333.718018124269,4 wk ahead inc case,2021-05-01,point
45063,2021-04-05,,301.60813936301895,4 wk ahead inc case,2021-05-01,point
45079,2021-04-05,,499.7055982335925,4 wk ahead inc case,2021-05-01,point
45083,2021-04-05,,704.7170367915736,4 wk ahead inc case,2021-05-01,point
45091,2021-04-05,,452.4703711796907,4 wk ahead inc case,2021-05-01,point
47037,2021-04-05,,948.8523655447127,4 wk ahead inc case,2021-05-01,point
47065,2021-04-05,,393.5174548821915,4 wk ahead inc case,2021-05-01,point
47093,2021-04-05,,469.16708050942634,4 wk ahead inc case,2021-05-01,point
47149,2021-04-05,,549.8408459667407,4 wk ahead inc case,2021-05-01,point
47157,2021-04-05,,833.5570301489737,4 wk ahead inc case,2021-05-01,point
48029,2021-04-05,,1539.8574511991696,4 wk ahead inc case,2021-05-01,point
48039,2021-04-05,,464.4204682536331,4 wk ahead inc case,2021-05-01,point
48041,2021-04-05,,772.1609437177002,4 wk ahead inc case,2021-05-01,point
48085,2021-04-05,,770.0655029006617,4 wk ahead inc case,2021-05-01,point
48113,2021-04-05,,1424.8277804550767,4 wk ahead inc case,2021-05-01,point
48121,2021-04-05,,545.7868655112613,4 wk ahead inc case,2021-05-01,point
48141,2021-04-05,,1000.0677197399035,4 wk ahead inc case,2021-05-01,point
48157,2021-04-05,,880.1661166489741,4 wk ahead inc case,2021-05-01,point
48167,2021-04-05,,379.524575070823,4 wk ahead inc case,2021-05-01,point
48201,2021-04-05,,4172.861310648642,4 wk ahead inc case,2021-05-01,point
48215,2021-04-05,,1123.8347401911976,4 wk ahead inc case,2021-05-01,point
48339,2021-04-05,,800.1183503559282,4 wk ahead inc case,2021-05-01,point
48439,2021-04-05,,1553.1264188008413,4 wk ahead inc case,2021-05-01,point
48453,2021-04-05,,725.3937492799486,4 wk ahead inc case,2021-05-01,point
48479,2021-04-05,,65.81588766029654,4 wk ahead inc case,2021-05-01,point
48491,2021-04-05,,529.7835179912042,4 wk ahead inc case,2021-05-01,point
49011,2021-04-05,,282.36459686717683,4 wk ahead inc case,2021-05-01,point
49035,2021-04-05,,889.0155581837123,4 wk ahead inc case,2021-05-01,point
49049,2021-04-05,,495.6314777977372,4 wk ahead inc case,2021-05-01,point
51041,2021-04-05,,405.17866707354966,4 wk ahead inc case,2021-05-01,point
51059,2021-04-05,,1120.7133685886038,4 wk ahead inc case,2021-05-01,point
51087,2021-04-05,,571.3869355016183,4 wk ahead inc case,2021-05-01,point
51107,2021-04-05,,544.2988208503933,4 wk ahead inc case,2021-05-01,point
51153,2021-04-05,,716.7086059239482,4 wk ahead inc case,2021-05-01,point
51550,2021-04-05,,290.7456806584438,4 wk ahead inc case,2021-05-01,point
51810,2021-04-05,,521.0293746410666,4 wk ahead inc case,2021-05-01,point
53033,2021-04-05,,2329.502424257251,4 wk ahead inc case,2021-05-01,point
53053,2021-04-05,,1359.9483462852957,4 wk ahead inc case,2021-05-01,point
53063,2021-04-05,,535.2979523882124,4 wk ahead inc case,2021-05-01,point
55079,2021-04-05,,1116.602722393894,4 wk ahead inc case,2021-05-01,point
2,2021-03-22,,4.0,1 wk ahead inc death,2021-03-27,point
1,2021-03-22,,122.0,1 wk ahead inc death,2021-03-27,point
5,2021-03-22,,63.0,1 wk ahead inc death,2021-03-27,point
4,2021-03-22,,188.0,1 wk ahead inc death,2021-03-27,point
6,2021-03-22,,895.0,1 wk ahead inc death,2021-03-27,point
8,2021-03-22,,37.0,1 wk ahead inc death,2021-03-27,point
9,2021-03-22,,70.0,1 wk ahead inc death,2021-03-27,point
11,2021-03-22,,9.0,1 wk ahead inc death,2021-03-27,point
10,2021-03-22,,23.0,1 wk ahead inc death,2021-03-27,point
12,2021-03-22,,478.0,1 wk ahead inc death,2021-03-27,point
13,2021-03-22,,318.0,1 wk ahead inc death,2021-03-27,point
15,2021-03-22,,3.0,1 wk ahead inc death,2021-03-27,point
19,2021-03-22,,35.0,1 wk ahead inc death,2021-03-27,point
16,2021-03-22,,37.0,1 wk ahead inc death,2021-03-27,point
17,2021-03-22,,144.0,1 wk ahead inc death,2021-03-27,point
18,2021-03-22,,87.0,1 wk ahead inc death,2021-03-27,point
20,2021-03-22,,16.0,1 wk ahead inc death,2021-03-27,point
21,2021-03-22,,200.0,1 wk ahead inc death,2021-03-27,point
22,2021-03-22,,130.0,1 wk ahead inc death,2021-03-27,point
25,2021-03-22,,213.0,1 wk ahead inc death,2021-03-27,point
24,2021-03-22,,119.0,1 wk ahead inc death,2021-03-27,point
23,2021-03-22,,5.0,1 wk ahead inc death,2021-03-27,point
26,2021-03-22,,147.0,1 wk ahead inc death,2021-03-27,point
27,2021-03-22,,39.0,1 wk ahead inc death,2021-03-27,point
29,2021-03-22,,55.0,1 wk ahead inc death,2021-03-27,point
28,2021-03-22,,55.0,1 wk ahead inc death,2021-03-27,point
30,2021-03-22,,24.0,1 wk ahead inc death,2021-03-27,point
37,2021-03-22,,136.0,1 wk ahead inc death,2021-03-27,point
38,2021-03-22,,4.0,1 wk ahead inc death,2021-03-27,point
31,2021-03-22,,11.0,1 wk ahead inc death,2021-03-27,point
33,2021-03-22,,19.0,1 wk ahead inc death,2021-03-27,point
34,2021-03-22,,263.0,1 wk ahead inc death,2021-03-27,point
35,2021-03-22,,42.0,1 wk ahead inc death,2021-03-27,point
32,2021-03-22,,52.0,1 wk ahead inc death,2021-03-27,point
36,2021-03-22,,466.0,1 wk ahead inc death,2021-03-27,point
39,2021-03-22,,33.0,1 wk ahead inc death,2021-03-27,point
40,2021-03-22,,113.0,1 wk ahead inc death,2021-03-27,point
41,2021-03-22,,40.0,1 wk ahead inc death,2021-03-27,point
42,2021-03-22,,240.0,1 wk ahead inc death,2021-03-27,point
72,2021-03-22,,19.0,1 wk ahead inc death,2021-03-27,point
44,2021-03-22,,31.0,1 wk ahead inc death,2021-03-27,point
45,2021-03-22,,126.0,1 wk ahead inc death,2021-03-27,point
46,2021-03-22,,12.0,1 wk ahead inc death,2021-03-27,point
