location,target,type,quantile,forecast_date,target_end_date,value
24041,2 wk ahead inc case,point,,2020-07-05,2020-07-18,26.48
24041,3 wk ahead inc case,point,,2020-07-05,2020-07-25,30.19
24041,4 wk ahead inc case,point,,2020-07-05,2020-08-01,34.41
24041,5 wk ahead inc case,point,,2020-07-05,2020-08-08,39.19
24041,6 wk ahead inc case,point,,2020-07-05,2020-08-15,44.62
24041,7 wk ahead inc case,point,,2020-07-05,2020-08-22,50.76
24041,8 wk ahead inc case,point,,2020-07-05,2020-08-29,57.7
24043,1 wk ahead inc case,point,,2020-07-05,2020-07-11,67.53
24043,2 wk ahead inc case,point,,2020-07-05,2020-07-18,81.94
24043,3 wk ahead inc case,point,,2020-07-05,2020-07-25,85.03
24043,4 wk ahead inc case,point,,2020-07-05,2020-08-01,87.73
24043,5 wk ahead inc case,point,,2020-07-05,2020-08-08,89.98
24043,6 wk ahead inc case,point,,2020-07-05,2020-08-15,91.73
24043,7 wk ahead inc case,point,,2020-07-05,2020-08-22,92.95
24043,8 wk ahead inc case,point,,2020-07-05,2020-08-29,93.6
24045,1 wk ahead inc case,point,,2020-07-05,2020-07-11,71.94
24045,2 wk ahead inc case,point,,2020-07-05,2020-07-18,83.17
24045,3 wk ahead inc case,point,,2020-07-05,2020-07-25,82.14
24045,4 wk ahead inc case,point,,2020-07-05,2020-08-01,80.89
24045,5 wk ahead inc case,point,,2020-07-05,2020-08-08,79.45
24045,6 wk ahead inc case,point,,2020-07-05,2020-08-15,77.83
24045,7 wk ahead inc case,point,,2020-07-05,2020-08-22,76.05
24045,8 wk ahead inc case,point,,2020-07-05,2020-08-29,74.12
24047,1 wk ahead inc case,point,,2020-07-05,2020-07-11,21.46
24047,2 wk ahead inc case,point,,2020-07-05,2020-07-18,23.65
24047,3 wk ahead inc case,point,,2020-07-05,2020-07-25,21.97
24047,4 wk ahead inc case,point,,2020-07-05,2020-08-01,20.16
24047,5 wk ahead inc case,point,,2020-07-05,2020-08-08,18.31
24047,6 wk ahead inc case,point,,2020-07-05,2020-08-15,16.48
24047,7 wk ahead inc case,point,,2020-07-05,2020-08-22,14.72
24047,8 wk ahead inc case,point,,2020-07-05,2020-08-29,13.07
24510,1 wk ahead inc case,point,,2020-07-05,2020-07-11,687.69
24510,2 wk ahead inc case,point,,2020-07-05,2020-07-18,820.32
24510,3 wk ahead inc case,point,,2020-07-05,2020-07-25,835.86
24510,4 wk ahead inc case,point,,2020-07-05,2020-08-01,847.04
24510,5 wk ahead inc case,point,,2020-07-05,2020-08-08,853.63
24510,6 wk ahead inc case,point,,2020-07-05,2020-08-15,855.53
24510,7 wk ahead inc case,point,,2020-07-05,2020-08-22,852.72
24510,8 wk ahead inc case,point,,2020-07-05,2020-08-29,845.28
1001,1 wk ahead inc case,point,,2020-07-12,2020-07-18,132.18
1001,2 wk ahead inc case,point,,2020-07-12,2020-07-25,176.0
1001,3 wk ahead inc case,point,,2020-07-12,2020-08-01,199.9
1001,4 wk ahead inc case,point,,2020-07-12,2020-08-08,223.13
1001,5 wk ahead inc case,point,,2020-07-12,2020-08-15,244.28
1001,6 wk ahead inc case,point,,2020-07-12,2020-08-22,261.85
1001,7 wk ahead inc case,point,,2020-07-12,2020-08-29,274.47
1001,8 wk ahead inc case,point,,2020-07-12,2020-09-05,281.07
1003,1 wk ahead inc case,point,,2020-07-12,2020-07-18,197.61
1003,2 wk ahead inc case,point,,2020-07-12,2020-07-25,266.24
1003,3 wk ahead inc case,point,,2020-07-12,2020-08-01,306.64
1003,4 wk ahead inc case,point,,2020-07-12,2020-08-08,347.52
1003,5 wk ahead inc case,point,,2020-07-12,2020-08-15,386.84
1003,6 wk ahead inc case,point,,2020-07-12,2020-08-22,422.19
1003,7 wk ahead inc case,point,,2020-07-12,2020-08-29,451.13
1003,8 wk ahead inc case,point,,2020-07-12,2020-09-05,471.47
1009,1 wk ahead inc case,point,,2020-07-12,2020-07-18,48.77
1009,2 wk ahead inc case,point,,2020-07-12,2020-07-25,67.24
1009,3 wk ahead inc case,point,,2020-07-12,2020-08-01,80.27
1009,4 wk ahead inc case,point,,2020-07-12,2020-08-08,95.52
1009,5 wk ahead inc case,point,,2020-07-12,2020-08-15,113.26
1009,6 wk ahead inc case,point,,2020-07-12,2020-08-22,133.69
1009,7 wk ahead inc case,point,,2020-07-12,2020-08-29,156.99
1009,8 wk ahead inc case,point,,2020-07-12,2020-09-05,183.22
1015,1 wk ahead inc case,point,,2020-07-12,2020-07-18,42.92
1015,2 wk ahead inc case,point,,2020-07-12,2020-07-25,54.93
1015,3 wk ahead inc case,point,,2020-07-12,2020-08-01,60.62
1015,4 wk ahead inc case,point,,2020-07-12,2020-08-08,66.82
1015,5 wk ahead inc case,point,,2020-07-12,2020-08-15,73.56
1015,6 wk ahead inc case,point,,2020-07-12,2020-08-22,80.85
1015,7 wk ahead inc case,point,,2020-07-12,2020-08-29,88.71
1015,8 wk ahead inc case,point,,2020-07-12,2020-09-05,97.16
1031,1 wk ahead inc case,point,,2020-07-12,2020-07-18,36.65
1031,2 wk ahead inc case,point,,2020-07-12,2020-07-25,44.42
1031,3 wk ahead inc case,point,,2020-07-12,2020-08-01,46.05
1031,4 wk ahead inc case,point,,2020-07-12,2020-08-08,47.48
1031,5 wk ahead inc case,point,,2020-07-12,2020-08-15,48.7
1031,6 wk ahead inc case,point,,2020-07-12,2020-08-22,49.68
1031,7 wk ahead inc case,point,,2020-07-12,2020-08-29,50.4
1031,8 wk ahead inc case,point,,2020-07-12,2020-09-05,50.84
1033,1 wk ahead inc case,point,,2020-07-12,2020-07-18,59.16
1033,2 wk ahead inc case,point,,2020-07-12,2020-07-25,68.4
1033,3 wk ahead inc case,point,,2020-07-12,2020-08-01,66.0
1033,4 wk ahead inc case,point,,2020-07-12,2020-08-08,62.04
1033,5 wk ahead inc case,point,,2020-07-12,2020-08-15,56.95
1033,6 wk ahead inc case,point,,2020-07-12,2020-08-22,51.16
1033,7 wk ahead inc case,point,,2020-07-12,2020-08-29,45.09
1033,8 wk ahead inc case,point,,2020-07-12,2020-09-05,39.08
1043,1 wk ahead inc case,point,,2020-07-12,2020-07-18,109.13
1043,2 wk ahead inc case,point,,2020-07-12,2020-07-25,149.01
1043,3 wk ahead inc case,point,,2020-07-12,2020-08-01,174.72
1043,4 wk ahead inc case,point,,2020-07-12,2020-08-08,202.45
1043,5 wk ahead inc case,point,,2020-07-12,2020-08-15,231.41
