,forecast_date,target,target_end_date,location,location_name,type,quantile,value
3289,2020-04-22,26 day ahead cum death,2020-05-18,9,Connecticut,point,,4309.0
3312,2020-04-22,26 day ahead cum death,2020-05-18,33,New Hampshire,point,,121.0
3335,2020-04-22,26 day ahead cum death,2020-05-18,2,Alaska,point,,14.0
3358,2020-04-22,26 day ahead cum death,2020-05-18,38,North Dakota,point,,59.0
3381,2020-04-22,26 day ahead cum death,2020-05-18,53,Washington,point,,816.0
3404,2020-04-22,26 day ahead cum death,2020-05-18,35,New Mexico,point,,190.0
3427,2020-04-22,26 day ahead cum death,2020-05-18,40,Oklahoma,point,,332.0
3450,2020-04-22,26 day ahead cum death,2020-05-18,54,West Virginia,point,,42.0
3473,2020-04-22,26 day ahead cum death,2020-05-18,19,Iowa,point,,397.0
3496,2020-04-22,26 day ahead cum death,2020-05-18,1,Alabama,point,,462.0
3519,2020-04-22,31 day ahead cum death,2020-05-23,37,North Carolina,point,,639.0
3542,2020-04-22,31 day ahead cum death,2020-05-23,41,Oregon,point,,159.0
3565,2020-04-22,31 day ahead cum death,2020-05-23,20,Kansas,point,,301.0
3588,2020-04-22,31 day ahead cum death,2020-05-23,23,Maine,point,,83.0
3611,2020-04-22,31 day ahead cum death,2020-05-23,16,Idaho,point,,82.0
3634,2020-04-22,31 day ahead cum death,2020-05-23,5,Arkansas,point,,135.0
3657,2020-04-22,31 day ahead cum death,2020-05-23,26,Michigan,point,,5394.0
3680,2020-04-22,31 day ahead cum death,2020-05-23,36,New York,point,,34693.0
3703,2020-04-22,31 day ahead cum death,2020-05-23,4,Arizona,point,,458.0
3726,2020-04-22,31 day ahead cum death,2020-05-23,25,Massachusetts,point,,6367.0
3749,2020-04-22,31 day ahead cum death,2020-05-23,8,Colorado,point,,1166.0
3772,2020-04-22,31 day ahead cum death,2020-05-23,21,Kentucky,point,,429.0
3795,2020-04-22,31 day ahead cum death,2020-05-23,56,Wyoming,point,,4.0
3818,2020-04-22,31 day ahead cum death,2020-05-23,30,Montana,point,,10.0
3841,2020-04-22,31 day ahead cum death,2020-05-23,47,Tennessee,point,,400.0
3864,2020-04-22,31 day ahead cum death,2020-05-23,12,Florida,point,,1913.0
3887,2020-04-22,31 day ahead cum death,2020-05-23,27,Minnesota,point,,503.0
3910,2020-04-22,31 day ahead cum death,2020-05-23,6,California,point,,3094.0
3933,2020-04-22,31 day ahead cum death,2020-05-23,39,Ohio,point,,1995.0
3956,2020-04-22,31 day ahead cum death,2020-05-23,10,Delaware,point,,359.0
3979,2020-04-22,31 day ahead cum death,2020-05-23,22,Louisiana,point,,2044.0
4002,2020-04-22,31 day ahead cum death,2020-05-23,15,Hawaii,point,,20.0
4025,2020-04-22,31 day ahead cum death,2020-05-23,55,Wisconsin,point,,604.0
