,forecast_date,location,target,type,quantile,target_end_date,value
8361,2020-08-03,46,3 wk ahead inc case,point,,2020-08-22,454.8986
8362,2020-08-03,47,3 wk ahead inc case,point,,2020-08-22,12385.5252
8363,2020-08-03,48,3 wk ahead inc case,point,,2020-08-22,45366.9538
8364,2020-08-03,49,3 wk ahead inc case,point,,2020-08-22,2986.2242
8365,2020-08-03,50,3 wk ahead inc case,point,,2020-08-22,47.1982
8366,2020-08-03,51,3 wk ahead inc case,point,,2020-08-22,5375.5486
8367,2020-08-03,53,3 wk ahead inc case,point,,2020-08-22,4512.1928
8368,2020-08-03,54,3 wk ahead inc case,point,,2020-08-22,1168.6658
8369,2020-08-03,55,3 wk ahead inc case,point,,2020-08-22,5464.9546
8370,2020-08-03,56,3 wk ahead inc case,point,,2020-08-22,319.5154
8371,2020-08-03,US,3 wk ahead inc case,point,,2020-08-22,366311.7482
8736,2020-08-03,01,4 wk ahead cum death,point,,2020-08-29,2823.247000000001
8737,2020-08-03,02,4 wk ahead cum death,point,,2020-08-29,65.90180000000011
8738,2020-08-03,04,4 wk ahead cum death,point,,2020-08-29,8292.6914
8739,2020-08-03,05,4 wk ahead cum death,point,,2020-08-29,813.1644
8740,2020-08-03,06,4 wk ahead cum death,point,,2020-08-29,12578.6838
8741,2020-08-03,08,4 wk ahead cum death,point,,2020-08-29,1958.3258
8742,2020-08-03,09,4 wk ahead cum death,point,,2020-08-29,4466.5166
8743,2020-08-03,10,4 wk ahead cum death,point,,2020-08-29,625.395
8744,2020-08-03,11,4 wk ahead cum death,point,,2020-08-29,595.7052
8745,2020-08-03,12,4 wk ahead cum death,point,,2020-08-29,14818.0462
8746,2020-08-03,13,4 wk ahead cum death,point,,2020-08-29,5085.0372
8747,2020-08-03,15,4 wk ahead cum death,point,,2020-08-29,47.3364
8748,2020-08-03,16,4 wk ahead cum death,point,,2020-08-29,889.1598
8749,2020-08-03,17,4 wk ahead cum death,point,,2020-08-29,8010.6169999999975
8750,2020-08-03,18,4 wk ahead cum death,point,,2020-08-29,3177.9698
8751,2020-08-03,19,4 wk ahead cum death,point,,2020-08-29,1016.0632
8752,2020-08-03,20,4 wk ahead cum death,point,,2020-08-29,510.0174
8753,2020-08-03,21,4 wk ahead cum death,point,,2020-08-29,976.6364
8754,2020-08-03,22,4 wk ahead cum death,point,,2020-08-29,4966.1468
8755,2020-08-03,23,4 wk ahead cum death,point,,2020-08-29,141.4294
8756,2020-08-03,24,4 wk ahead cum death,point,,2020-08-29,3693.6632
8757,2020-08-03,25,4 wk ahead cum death,point,,2020-08-29,8875.8328
8758,2020-08-03,26,4 wk ahead cum death,point,,2020-08-29,6586.59
8759,2020-08-03,27,4 wk ahead cum death,point,,2020-08-29,1739.0562
8760,2020-08-03,28,4 wk ahead cum death,point,,2020-08-29,2550.147
8761,2020-08-03,29,4 wk ahead cum death,point,,2020-08-29,1554.0562
8762,2020-08-03,30,4 wk ahead cum death,point,,2020-08-29,288.0866
8763,2020-08-03,31,4 wk ahead cum death,point,,2020-08-29,425.5604
8764,2020-08-03,32,4 wk ahead cum death,point,,2020-08-29,1409.9756
8765,2020-08-03,33,4 wk ahead cum death,point,,2020-08-29,448.275
8766,2020-08-03,34,4 wk ahead cum death,point,,2020-08-29,16127.6996
8767,2020-08-03,35,4 wk ahead cum death,point,,2020-08-29,817.3576000000011
8768,2020-08-03,36,4 wk ahead cum death,point,,2020-08-29,32964.6272
8769,2020-08-03,37,4 wk ahead cum death,point,,2020-08-29,2851.6672
8770,2020-08-03,38,4 wk ahead cum death,point,,2020-08-29,139.1148
8771,2020-08-03,39,4 wk ahead cum death,point,,2020-08-29,4184.4274
8772,2020-08-03,40,4 wk ahead cum death,point,,2020-08-29,953.3128
8773,2020-08-03,41,4 wk ahead cum death,point,,2020-08-29,556.7154
8774,2020-08-03,42,4 wk ahead cum death,point,,2020-08-29,7526.5408
8775,2020-08-03,44,4 wk ahead cum death,point,,2020-08-29,1028.4276
8776,2020-08-03,45,4 wk ahead cum death,point,,2020-08-29,4070.575
8777,2020-08-03,46,4 wk ahead cum death,point,,2020-08-29,231.5994
8778,2020-08-03,47,4 wk ahead cum death,point,,2020-08-29,1992.9779999999998
8779,2020-08-03,48,4 wk ahead cum death,point,,2020-08-29,18177.8136
8780,2020-08-03,49,4 wk ahead cum death,point,,2020-08-29,596.2848
8781,2020-08-03,50,4 wk ahead cum death,point,,2020-08-29,59.0168
8782,2020-08-03,51,4 wk ahead cum death,point,,2020-08-29,2535.8908
8783,2020-08-03,53,4 wk ahead cum death,point,,2020-08-29,1914.5466
8784,2020-08-03,54,4 wk ahead cum death,point,,2020-08-29,165.4316
8785,2020-08-03,55,4 wk ahead cum death,point,,2020-08-29,1121.5098
8786,2020-08-03,56,4 wk ahead cum death,point,,2020-08-29,38.215
8787,2020-08-03,US,4 wk ahead cum death,point,,2020-08-29,197483.0854
9984,2020-08-03,01,4 wk ahead inc death,point,,2020-08-29,373.6646
9985,2020-08-03,02,4 wk ahead inc death,point,,2020-08-29,19.1764
9986,2020-08-03,04,4 wk ahead inc death,point,,2020-08-29,1500.7516
9987,2020-08-03,05,4 wk ahead inc death,point,,2020-08-29,113.2278
9988,2020-08-03,06,4 wk ahead inc death,point,,2020-08-29,827.0482
9989,2020-08-03,08,4 wk ahead inc death,point,,2020-08-29,25.8874
9990,2020-08-03,09,4 wk ahead inc death,point,,2020-08-29,5.899
9991,2020-08-03,10,4 wk ahead inc death,point,,2020-08-29,9.4404
9992,2020-08-03,11,4 wk ahead inc death,point,,2020-08-29,2.2924
9993,2020-08-03,12,4 wk ahead inc death,point,,2020-08-29,2573.3272
9994,2020-08-03,13,4 wk ahead inc death,point,,2020-08-29,336.2272
9995,2020-08-03,15,4 wk ahead inc death,point,,2020-08-29,9.443999999999999
9996,2020-08-03,16,4 wk ahead inc death,point,,2020-08-29,344.086
9997,2020-08-03,17,4 wk ahead inc death,point,,2020-08-29,54.9718
9998,2020-08-03,18,4 wk ahead inc death,point,,2020-08-29,43.2736
9999,2020-08-03,19,4 wk ahead inc death,point,,2020-08-29,34.1314
10000,2020-08-03,20,4 wk ahead inc death,point,,2020-08-29,48.247
10001,2020-08-03,21,4 wk ahead inc death,point,,2020-08-29,67.5368
10002,2020-08-03,22,4 wk ahead inc death,point,,2020-08-29,275.5032
10003,2020-08-03,23,4 wk ahead inc death,point,,2020-08-29,5.5346
10004,2020-08-03,24,4 wk ahead inc death,point,,2020-08-29,36.2758
10005,2020-08-03,25,4 wk ahead inc death,point,,2020-08-29,45.53
10006,2020-08-03,26,4 wk ahead inc death,point,,2020-08-29,26.9362
10007,2020-08-03,27,4 wk ahead inc death,point,,2020-08-29,16.8718
10008,2020-08-03,28,4 wk ahead inc death,point,,2020-08-29,246.2158
10009,2020-08-03,29,4 wk ahead inc death,point,,2020-08-29,74.75399999999998
10010,2020-08-03,30,4 wk ahead inc death,point,,2020-08-29,113.2446
10011,2020-08-03,31,4 wk ahead inc death,point,,2020-08-29,27.50800000000001
10012,2020-08-03,32,4 wk ahead inc death,point,,2020-08-29,196.4662
10013,2020-08-03,33,4 wk ahead inc death,point,,2020-08-29,7.001
10014,2020-08-03,34,4 wk ahead inc death,point,,2020-08-29,54.5984
10015,2020-08-03,35,4 wk ahead inc death,point,,2020-08-29,44.4006
10016,2020-08-03,36,4 wk ahead inc death,point,,2020-08-29,49.7186
10017,2020-08-03,37,4 wk ahead inc death,point,,2020-08-29,248.1388
10018,2020-08-03,38,4 wk ahead inc death,point,,2020-08-29,11.3158
10019,2020-08-03,39,4 wk ahead inc death,point,,2020-08-29,160.738
10020,2020-08-03,40,4 wk ahead inc death,point,,2020-08-29,150.3446
10021,2020-08-03,41,4 wk ahead inc death,point,,2020-08-29,79.2072
10022,2020-08-03,42,4 wk ahead inc death,point,,2020-08-29,61.6284
10023,2020-08-03,44,4 wk ahead inc death,point,,2020-08-29,3.8208
10024,2020-08-03,45,4 wk ahead inc death,point,,2020-08-29,808.6604
10025,2020-08-03,46,4 wk ahead inc death,point,,2020-08-29,35.6146
10026,2020-08-03,47,4 wk ahead inc death,point,,2020-08-29,300.3816
10027,2020-08-03,48,4 wk ahead inc death,point,,2020-08-29,4097.8432
10028,2020-08-03,49,4 wk ahead inc death,point,,2020-08-29,97.0782
10029,2020-08-03,50,4 wk ahead inc death,point,,2020-08-29,0.6954
10030,2020-08-03,51,4 wk ahead inc death,point,,2020-08-29,74.3276
10031,2020-08-03,53,4 wk ahead inc death,point,,2020-08-29,86.66
10032,2020-08-03,54,4 wk ahead inc death,point,,2020-08-29,16.986
10033,2020-08-03,55,4 wk ahead inc death,point,,2020-08-29,45.761
10034,2020-08-03,56,4 wk ahead inc death,point,,2020-08-29,4.4464
10035,2020-08-03,US,4 wk ahead inc death,point,,2020-08-29,13892.8396
11232,2020-08-03,01,4 wk ahead inc case,point,,2020-08-29,8920.2518
11233,2020-08-03,02,4 wk ahead inc case,point,,2020-08-29,692.2928
11234,2020-08-03,04,4 wk ahead inc case,point,,2020-08-29,12466.1284
11235,2020-08-03,05,4 wk ahead inc case,point,,2020-08-29,3640.1636
11236,2020-08-03,06,4 wk ahead inc case,point,,2020-08-29,39078.6908
11237,2020-08-03,08,4 wk ahead inc case,point,,2020-08-29,3201.8379999999997
11238,2020-08-03,09,4 wk ahead inc case,point,,2020-08-29,488.3204
11239,2020-08-03,10,4 wk ahead inc case,point,,2020-08-29,710.278
11240,2020-08-03,11,4 wk ahead inc case,point,,2020-08-29,339.2326
11241,2020-08-03,12,4 wk ahead inc case,point,,2020-08-29,52764.9488
11242,2020-08-03,13,4 wk ahead inc case,point,,2020-08-29,18989.3856
11243,2020-08-03,15,4 wk ahead inc case,point,,2020-08-29,488.5452
11244,2020-08-03,16,4 wk ahead inc case,point,,2020-08-29,7519.1114
11245,2020-08-03,17,4 wk ahead inc case,point,,2020-08-29,7595.4696
11246,2020-08-03,18,4 wk ahead inc case,point,,2020-08-29,4241.0488
11247,2020-08-03,19,4 wk ahead inc case,point,,2020-08-29,2734.4014
11248,2020-08-03,20,4 wk ahead inc case,point,,2020-08-29,2863.9048
11249,2020-08-03,21,4 wk ahead inc case,point,,2020-08-29,6738.4882
11250,2020-08-03,22,4 wk ahead inc case,point,,2020-08-29,15926.8598
11251,2020-08-03,23,4 wk ahead inc case,point,,2020-08-29,127.4266
11252,2020-08-03,24,4 wk ahead inc case,point,,2020-08-29,4076.9486
11253,2020-08-03,25,4 wk ahead inc case,point,,2020-08-29,2085.163
11254,2020-08-03,26,4 wk ahead inc case,point,,2020-08-29,5292.7266
11255,2020-08-03,27,4 wk ahead inc case,point,,2020-08-29,3464.5968
11256,2020-08-03,28,4 wk ahead inc case,point,,2020-08-29,6036.8992
11257,2020-08-03,29,4 wk ahead inc case,point,,2020-08-29,6775.7102
11258,2020-08-03,30,4 wk ahead inc case,point,,2020-08-29,1111.0194
11259,2020-08-03,31,4 wk ahead inc case,point,,2020-08-29,1478.6664
11260,2020-08-03,32,4 wk ahead inc case,point,,2020-08-29,6470.762
11261,2020-08-03,33,4 wk ahead inc case,point,,2020-08-29,175.8236
11262,2020-08-03,34,4 wk ahead inc case,point,,2020-08-29,1976.6734
11263,2020-08-03,35,4 wk ahead inc case,point,,2020-08-29,1687.8976
11264,2020-08-03,36,4 wk ahead inc case,point,,2020-08-29,3911.8468
11265,2020-08-03,37,4 wk ahead inc case,point,,2020-08-29,8301.7936
11266,2020-08-03,38,4 wk ahead inc case,point,,2020-08-29,846.315
11267,2020-08-03,39,4 wk ahead inc case,point,,2020-08-29,7245.2854
11268,2020-08-03,40,4 wk ahead inc case,point,,2020-08-29,5185.143
11269,2020-08-03,41,4 wk ahead inc case,point,,2020-08-29,1826.6458
11270,2020-08-03,42,4 wk ahead inc case,point,,2020-08-29,4880.1590000000015
11271,2020-08-03,44,4 wk ahead inc case,point,,2020-08-29,449.75300000000004
11272,2020-08-03,45,4 wk ahead inc case,point,,2020-08-29,8636.9892
11273,2020-08-03,46,4 wk ahead inc case,point,,2020-08-29,431.1188
11274,2020-08-03,47,4 wk ahead inc case,point,,2020-08-29,11701.187
11275,2020-08-03,48,4 wk ahead inc case,point,,2020-08-29,41723.9268
11276,2020-08-03,49,4 wk ahead inc case,point,,2020-08-29,2744.3284
11277,2020-08-03,50,4 wk ahead inc case,point,,2020-08-29,46.601000000000006
11278,2020-08-03,51,4 wk ahead inc case,point,,2020-08-29,5005.3282
11279,2020-08-03,53,4 wk ahead inc case,point,,2020-08-29,4247.7704
11280,2020-08-03,54,4 wk ahead inc case,point,,2020-08-29,1148.0918
11281,2020-08-03,55,4 wk ahead inc case,point,,2020-08-29,5213.1452
11282,2020-08-03,56,4 wk ahead inc case,point,,2020-08-29,309.7948
11283,2020-08-03,US,4 wk ahead inc case,point,,2020-08-29,344014.8966
0,2020-08-09,01,1 wk ahead cum death,point,,2020-08-15,1958.7162
1,2020-08-09,02,1 wk ahead cum death,point,,2020-08-15,30.3854
2,2020-08-09,04,1 wk ahead cum death,point,,2020-08-15,4834.2748
3,2020-08-09,05,1 wk ahead cum death,point,,2020-08-15,609.744
4,2020-08-09,06,1 wk ahead cum death,point,,2020-08-15,11133.3418
5,2020-08-09,08,1 wk ahead cum death,point,,2020-08-15,1883.2264
6,2020-08-09,09,1 wk ahead cum death,point,,2020-08-15,4452.4312
7,2020-08-09,10,1 wk ahead cum death,point,,2020-08-15,599.5886
8,2020-08-09,11,1 wk ahead cum death,point,,2020-08-15,594.7254
9,2020-08-09,12,1 wk ahead cum death,point,,2020-08-15,9391.313
10,2020-08-09,13,1 wk ahead cum death,point,,2020-08-15,4468.8994
11,2020-08-09,15,1 wk ahead cum death,point,,2020-08-15,34.8708
12,2020-08-09,16,1 wk ahead cum death,point,,2020-08-15,296.0218
13,2020-08-09,17,1 wk ahead cum death,point,,2020-08-15,7942.272
14,2020-08-09,18,1 wk ahead cum death,point,,2020-08-15,3097.762
15,2020-08-09,19,1 wk ahead cum death,point,,2020-08-15,970.709
16,2020-08-09,20,1 wk ahead cum death,point,,2020-08-15,408.8094
17,2020-08-09,21,1 wk ahead cum death,point,,2020-08-15,818.2834
18,2020-08-09,22,1 wk ahead cum death,point,,2020-08-15,4420.7736
19,2020-08-09,23,1 wk ahead cum death,point,,2020-08-15,129.2448
20,2020-08-09,24,1 wk ahead cum death,point,,2020-08-15,3635.0136
21,2020-08-09,25,1 wk ahead cum death,point,,2020-08-15,8801.4738
22,2020-08-09,26,1 wk ahead cum death,point,,2020-08-15,6567.07
23,2020-08-09,27,1 wk ahead cum death,point,,2020-08-15,1720.0746
24,2020-08-09,28,1 wk ahead cum death,point,,2020-08-15,2061.8202
25,2020-08-09,29,1 wk ahead cum death,point,,2020-08-15,1391.3339999999994
26,2020-08-09,30,1 wk ahead cum death,point,,2020-08-15,94.8196
27,2020-08-09,31,1 wk ahead cum death,point,,2020-08-15,365.108
28,2020-08-09,32,1 wk ahead cum death,point,,2020-08-15,1074.0166
29,2020-08-09,33,1 wk ahead cum death,point,,2020-08-15,426.88199999999995
30,2020-08-09,34,1 wk ahead cum death,point,,2020-08-15,15951.8656
31,2020-08-09,35,1 wk ahead cum death,point,,2020-08-15,719.7848
32,2020-08-09,36,1 wk ahead cum death,point,,2020-08-15,32840.0994
33,2020-08-09,37,1 wk ahead cum death,point,,2020-08-15,2385.7072
34,2020-08-09,38,1 wk ahead cum death,point,,2020-08-15,119.7316
35,2020-08-09,39,1 wk ahead cum death,point,,2020-08-15,3824.4726
36,2020-08-09,40,1 wk ahead cum death,point,,2020-08-15,663.5858
37,2020-08-09,41,1 wk ahead cum death,point,,2020-08-15,396.7882
38,2020-08-09,42,1 wk ahead cum death,point,,2020-08-15,7392.93560000001
39,2020-08-09,44,1 wk ahead cum death,point,,2020-08-15,1021.7239999999999
40,2020-08-09,45,1 wk ahead cum death,point,,2020-08-15,2388.1984
41,2020-08-09,46,1 wk ahead cum death,point,,2020-08-15,161.3504
42,2020-08-09,47,1 wk ahead cum death,point,,2020-08-15,1380.3916
43,2020-08-09,48,1 wk ahead cum death,point,,2020-08-15,10943.5512
44,2020-08-09,49,1 wk ahead cum death,point,,2020-08-15,377.9612
45,2020-08-09,50,1 wk ahead cum death,point,,2020-08-15,58.6228
46,2020-08-09,51,1 wk ahead cum death,point,,2020-08-15,2413.9006
47,2020-08-09,53,1 wk ahead cum death,point,,2020-08-15,1767.7068
48,2020-08-09,54,1 wk ahead cum death,point,,2020-08-15,141.2542
49,2020-08-09,55,1 wk ahead cum death,point,,2020-08-15,1039.6096
50,2020-08-09,56,1 wk ahead cum death,point,,2020-08-15,30.441999999999997
51,2020-08-09,US,1 wk ahead cum death,point,,2020-08-15,170232.68899999998
1248,2020-08-09,01,1 wk ahead inc death,point,,2020-08-15,28.5518
1249,2020-08-09,02,1 wk ahead inc death,point,,2020-08-15,0.7548
1250,2020-08-09,04,1 wk ahead inc death,point,,2020-08-15,132.2444
1251,2020-08-09,05,1 wk ahead inc death,point,,2020-08-15,11.5018
1252,2020-08-09,06,1 wk ahead inc death,point,,2020-08-15,117.1344
1253,2020-08-09,08,1 wk ahead inc death,point,,2020-08-15,3.1552
1254,2020-08-09,09,1 wk ahead inc death,point,,2020-08-15,1.3578
1255,2020-08-09,10,1 wk ahead inc death,point,,2020-08-15,1.581
1256,2020-08-09,11,1 wk ahead inc death,point,,2020-08-15,0.6992
1257,2020-08-09,12,1 wk ahead inc death,point,,2020-08-15,201.7606
1258,2020-08-09,13,1 wk ahead inc death,point,,2020-08-15,34.306
1259,2020-08-09,15,1 wk ahead inc death,point,,2020-08-15,0.5188
1260,2020-08-09,16,1 wk ahead inc death,point,,2020-08-15,8.2358
1261,2020-08-09,17,1 wk ahead inc death,point,,2020-08-15,14.1764
1262,2020-08-09,18,1 wk ahead inc death,point,,2020-08-15,10.0082
1263,2020-08-09,19,1 wk ahead inc death,point,,2020-08-15,5.3998
1264,2020-08-09,20,1 wk ahead inc death,point,,2020-08-15,3.5606
1265,2020-08-09,21,1 wk ahead inc death,point,,2020-08-15,5.6752
1266,2020-08-09,22,1 wk ahead inc death,point,,2020-08-15,26.3838
1267,2020-08-09,23,1 wk ahead inc death,point,,2020-08-15,0.7026
1268,2020-08-09,24,1 wk ahead inc death,point,,2020-08-15,9.238999999999999
1269,2020-08-09,25,1 wk ahead inc death,point,,2020-08-15,11.4238
1270,2020-08-09,26,1 wk ahead inc death,point,,2020-08-15,6.742000000000001
1271,2020-08-09,27,1 wk ahead inc death,point,,2020-08-15,4.5858
1272,2020-08-09,28,1 wk ahead inc death,point,,2020-08-15,26.658
1273,2020-08-09,29,1 wk ahead inc death,point,,2020-08-15,9.3034
1274,2020-08-09,30,1 wk ahead inc death,point,,2020-08-15,2.6218
1275,2020-08-09,31,1 wk ahead inc death,point,,2020-08-15,1.9748
1276,2020-08-09,32,1 wk ahead inc death,point,,2020-08-15,20.2084
1277,2020-08-09,33,1 wk ahead inc death,point,,2020-08-15,1.3422
1278,2020-08-09,34,1 wk ahead inc death,point,,2020-08-15,12.114
1279,2020-08-09,35,1 wk ahead inc death,point,,2020-08-15,6.2364
1280,2020-08-09,36,1 wk ahead inc death,point,,2020-08-15,9.267999999999999
1281,2020-08-09,37,1 wk ahead inc death,point,,2020-08-15,26.5524
1282,2020-08-09,38,1 wk ahead inc death,point,,2020-08-15,1.1584
1283,2020-08-09,39,1 wk ahead inc death,point,,2020-08-15,20.1154
1284,2020-08-09,40,1 wk ahead inc death,point,,2020-08-15,10.6432
1285,2020-08-09,41,1 wk ahead inc death,point,,2020-08-15,6.1106
1286,2020-08-09,42,1 wk ahead inc death,point,,2020-08-15,11.7086
1287,2020-08-09,44,1 wk ahead inc death,point,,2020-08-15,0.7678
1288,2020-08-09,45,1 wk ahead inc death,point,,2020-08-15,62.5524
1289,2020-08-09,46,1 wk ahead inc death,point,,2020-08-15,2.5794
1290,2020-08-09,47,1 wk ahead inc death,point,,2020-08-15,24.208000000000002
1291,2020-08-09,48,1 wk ahead inc death,point,,2020-08-15,287.7538
1292,2020-08-09,49,1 wk ahead inc death,point,,2020-08-15,6.193
1293,2020-08-09,50,1 wk ahead inc death,point,,2020-08-15,0.0873999999999999
1294,2020-08-09,51,1 wk ahead inc death,point,,2020-08-15,13.7286
1295,2020-08-09,53,1 wk ahead inc death,point,,2020-08-15,10.8136
1296,2020-08-09,54,1 wk ahead inc death,point,,2020-08-15,1.4458
1297,2020-08-09,55,1 wk ahead inc death,point,,2020-08-15,7.7722
1298,2020-08-09,56,1 wk ahead inc death,point,,2020-08-15,0.2992
1299,2020-08-09,US,1 wk ahead inc death,point,,2020-08-15,1223.9156
2496,2020-08-09,01,1 wk ahead inc case,point,,2020-08-15,1791.6422
2497,2020-08-09,02,1 wk ahead inc case,point,,2020-08-15,66.5988
2498,2020-08-09,04,1 wk ahead inc case,point,,2020-08-15,1695.3278
2499,2020-08-09,05,1 wk ahead inc case,point,,2020-08-15,766.5374
2500,2020-08-09,06,1 wk ahead inc case,point,,2020-08-15,10137.1368
2501,2020-08-09,08,1 wk ahead inc case,point,,2020-08-15,704.1348
2502,2020-08-09,09,1 wk ahead inc case,point,,2020-08-15,74.1384
2503,2020-08-09,10,1 wk ahead inc case,point,,2020-08-15,131.7388
2504,2020-08-09,11,1 wk ahead inc case,point,,2020-08-15,96.2326
2505,2020-08-09,12,1 wk ahead inc case,point,,2020-08-15,9298.698
2506,2020-08-09,13,1 wk ahead inc case,point,,2020-08-15,4582.9659999999985
2507,2020-08-09,15,1 wk ahead inc case,point,,2020-08-15,85.48200000000001
2508,2020-08-09,16,1 wk ahead inc case,point,,2020-08-15,1409.6794
2509,2020-08-09,17,1 wk ahead inc case,point,,2020-08-15,2531.5762
2510,2020-08-09,18,1 wk ahead inc case,point,,2020-08-15,1056.2269999999999
2511,2020-08-09,19,1 wk ahead inc case,point,,2020-08-15,706.0432
2512,2020-08-09,20,1 wk ahead inc case,point,,2020-08-15,666.0236
2513,2020-08-09,21,1 wk ahead inc case,point,,2020-08-15,2101.379
2514,2020-08-09,22,1 wk ahead inc case,point,,2020-08-15,2399.1316
2515,2020-08-09,23,1 wk ahead inc case,point,,2020-08-15,15.7068
2516,2020-08-09,24,1 wk ahead inc case,point,,2020-08-15,1119.4058
2517,2020-08-09,25,1 wk ahead inc case,point,,2020-08-15,564.1054
2518,2020-08-09,26,1 wk ahead inc case,point,,2020-08-15,1138.9354
2519,2020-08-09,27,1 wk ahead inc case,point,,2020-08-15,972.5862
2520,2020-08-09,28,1 wk ahead inc case,point,,2020-08-15,1425.2352
2521,2020-08-09,29,1 wk ahead inc case,point,,2020-08-15,1258.2542
2522,2020-08-09,30,1 wk ahead inc case,point,,2020-08-15,101.4876
2523,2020-08-09,31,1 wk ahead inc case,point,,2020-08-15,397.3698
2524,2020-08-09,32,1 wk ahead inc case,point,,2020-08-15,1048.3124
2525,2020-08-09,33,1 wk ahead inc case,point,,2020-08-15,35.3774
2526,2020-08-09,34,1 wk ahead inc case,point,,2020-08-15,473.2922
2527,2020-08-09,35,1 wk ahead inc case,point,,2020-08-15,308.0696
2528,2020-08-09,36,1 wk ahead inc case,point,,2020-08-15,957.3572
2529,2020-08-09,37,1 wk ahead inc case,point,,2020-08-15,1816.3654
2530,2020-08-09,38,1 wk ahead inc case,point,,2020-08-15,196.21599999999998
2531,2020-08-09,39,1 wk ahead inc case,point,,2020-08-15,1693.344
2532,2020-08-09,40,1 wk ahead inc case,point,,2020-08-15,967.1204
2533,2020-08-09,41,1 wk ahead inc case,point,,2020-08-15,329.7286
2534,2020-08-09,42,1 wk ahead inc case,point,,2020-08-15,1084.9394
2535,2020-08-09,44,1 wk ahead inc case,point,,2020-08-15,223.9368
2536,2020-08-09,45,1 wk ahead inc case,point,,2020-08-15,1350.7888
2537,2020-08-09,46,1 wk ahead inc case,point,,2020-08-15,91.6196
2538,2020-08-09,47,1 wk ahead inc case,point,,2020-08-15,2658.047
2539,2020-08-09,48,1 wk ahead inc case,point,,2020-08-15,9988.9176
2540,2020-08-09,49,1 wk ahead inc case,point,,2020-08-15,459.3728
2541,2020-08-09,50,1 wk ahead inc case,point,,2020-08-15,4.1466
2542,2020-08-09,51,1 wk ahead inc case,point,,2020-08-15,1445.0016
2543,2020-08-09,53,1 wk ahead inc case,point,,2020-08-15,822.2152
2544,2020-08-09,54,1 wk ahead inc case,point,,2020-08-15,163.4358
2545,2020-08-09,55,1 wk ahead inc case,point,,2020-08-15,1191.6048
2546,2020-08-09,56,1 wk ahead inc case,point,,2020-08-15,47.0734
2547,2020-08-09,US,1 wk ahead inc case,point,,2020-08-15,74650.0626
2912,2020-08-09,01,2 wk ahead cum death,point,,2020-08-22,2181.8138
2913,2020-08-09,02,2 wk ahead cum death,point,,2020-08-22,36.2256
2914,2020-08-09,04,2 wk ahead cum death,point,,2020-08-22,5621.2692
2915,2020-08-09,05,2 wk ahead cum death,point,,2020-08-22,693.5648
2916,2020-08-09,06,2 wk ahead cum death,point,,2020-08-22,11957.501
2917,2020-08-09,08,2 wk ahead cum death,point,,2020-08-22,1907.6834
2918,2020-08-09,09,2 wk ahead cum death,point,,2020-08-22,4461.9876
2919,2020-08-09,10,2 wk ahead cum death,point,,2020-08-22,609.0082
2920,2020-08-09,11,2 wk ahead cum death,point,,2020-08-22,599.0152
2921,2020-08-09,12,2 wk ahead cum death,point,,2020-08-22,10847.6572
2922,2020-08-09,13,2 wk ahead cum death,point,,2020-08-22,4755.8802
2923,2020-08-09,15,2 wk ahead cum death,point,,2020-08-22,40.1262
2924,2020-08-09,16,2 wk ahead cum death,point,,2020-08-22,387.9632
2925,2020-08-09,17,2 wk ahead cum death,point,,2020-08-22,8030.3324
2926,2020-08-09,18,2 wk ahead cum death,point,,2020-08-22,3155.155
2927,2020-08-09,19,2 wk ahead cum death,point,,2020-08-22,1014.415
2928,2020-08-09,20,2 wk ahead cum death,point,,2020-08-22,441.7548
2929,2020-08-09,21,2 wk ahead cum death,point,,2020-08-22,867.668
2930,2020-08-09,22,2 wk ahead cum death,point,,2020-08-22,4645.1956
2931,2020-08-09,23,2 wk ahead cum death,point,,2020-08-22,133.8296
2932,2020-08-09,24,2 wk ahead cum death,point,,2020-08-22,3687.1598
2933,2020-08-09,25,2 wk ahead cum death,point,,2020-08-22,8871.0672
2934,2020-08-09,26,2 wk ahead cum death,point,,2020-08-22,6611.0204
2935,2020-08-09,27,2 wk ahead cum death,point,,2020-08-22,1748.2584
2936,2020-08-09,28,2 wk ahead cum death,point,,2020-08-22,2260.805
2937,2020-08-09,29,2 wk ahead cum death,point,,2020-08-22,1458.1158
2938,2020-08-09,30,2 wk ahead cum death,point,,2020-08-22,123.522
2939,2020-08-09,31,2 wk ahead cum death,point,,2020-08-22,386.5008
2940,2020-08-09,32,2 wk ahead cum death,point,,2020-08-22,1223.5012
2941,2020-08-09,33,2 wk ahead cum death,point,,2020-08-22,434.3798
2942,2020-08-09,34,2 wk ahead cum death,point,,2020-08-22,16021.909
2943,2020-08-09,35,2 wk ahead cum death,point,,2020-08-22,759.6338
2944,2020-08-09,36,2 wk ahead cum death,point,,2020-08-22,32901.1772
2945,2020-08-09,37,2 wk ahead cum death,point,,2020-08-22,2598.2926
2946,2020-08-09,38,2 wk ahead cum death,point,,2020-08-22,128.3432
2947,2020-08-09,39,2 wk ahead cum death,point,,2020-08-22,3976.7704
2948,2020-08-09,40,2 wk ahead cum death,point,,2020-08-22,737.2334
2949,2020-08-09,41,2 wk ahead cum death,point,,2020-08-22,446.0456
2950,2020-08-09,42,2 wk ahead cum death,point,,2020-08-22,7467.3146
2951,2020-08-09,44,2 wk ahead cum death,point,,2020-08-22,1028.495
