location,target,target_end_date,forecast_date,type,quantile,value
10,1 wk ahead cum death,2020-06-06,2020-05-31,point,,485
11,1 wk ahead cum death,2020-06-06,2020-05-31,point,,582
12,1 wk ahead cum death,2020-06-06,2020-05-31,point,,3001
13,1 wk ahead cum death,2020-06-06,2020-05-31,point,,2448
15,1 wk ahead cum death,2020-06-06,2020-05-31,point,,25
16,1 wk ahead cum death,2020-06-06,2020-05-31,point,,116
17,1 wk ahead cum death,2020-06-06,2020-05-31,point,,6950
18,1 wk ahead cum death,2020-06-06,2020-05-31,point,,2559
19,1 wk ahead cum death,2020-06-06,2020-05-31,point,,738
20,1 wk ahead cum death,2020-06-06,2020-05-31,point,,327
21,1 wk ahead cum death,2020-06-06,2020-05-31,point,,517
22,1 wk ahead cum death,2020-06-06,2020-05-31,point,,3225
23,1 wk ahead cum death,2020-06-06,2020-05-31,point,,109
24,1 wk ahead cum death,2020-06-06,2020-05-31,point,,3102
25,1 wk ahead cum death,2020-06-06,2020-05-31,point,,7823
26,1 wk ahead cum death,2020-06-06,2020-05-31,point,,6056
27,1 wk ahead cum death,2020-06-06,2020-05-31,point,,1435
28,1 wk ahead cum death,2020-06-06,2020-05-31,point,,884
29,1 wk ahead cum death,2020-06-06,2020-05-31,point,,881
30,1 wk ahead cum death,2020-06-06,2020-05-31,point,,22
31,1 wk ahead cum death,2020-06-06,2020-05-31,point,,325
32,1 wk ahead cum death,2020-06-06,2020-05-31,point,,499
33,1 wk ahead cum death,2020-06-06,2020-05-31,point,,315
34,1 wk ahead cum death,2020-06-06,2020-05-31,point,,13440
35,1 wk ahead cum death,2020-06-06,2020-05-31,point,,472
36,1 wk ahead cum death,2020-06-06,2020-05-31,point,,33758
37,1 wk ahead cum death,2020-06-06,2020-05-31,point,,1211
38,1 wk ahead cum death,2020-06-06,2020-05-31,point,,88
39,1 wk ahead cum death,2020-06-06,2020-05-31,point,,2764
40,1 wk ahead cum death,2020-06-06,2020-05-31,point,,405
41,1 wk ahead cum death,2020-06-06,2020-05-31,point,,202
42,1 wk ahead cum death,2020-06-06,2020-05-31,point,,6677
44,1 wk ahead cum death,2020-06-06,2020-05-31,point,,844
45,1 wk ahead cum death,2020-06-06,2020-05-31,point,,582
46,1 wk ahead cum death,2020-06-06,2020-05-31,point,,114
47,1 wk ahead cum death,2020-06-06,2020-05-31,point,,618
48,1 wk ahead cum death,2020-06-06,2020-05-31,point,,2312
49,1 wk ahead cum death,2020-06-06,2020-05-31,point,,214
50,1 wk ahead cum death,2020-06-06,2020-05-31,point,,66
51,1 wk ahead cum death,2020-06-06,2020-05-31,point,,1781
53,1 wk ahead cum death,2020-06-06,2020-05-31,point,,1348
54,1 wk ahead cum death,2020-06-06,2020-05-31,point,,103
55,1 wk ahead cum death,2020-06-06,2020-05-31,point,,729
56,1 wk ahead cum death,2020-06-06,2020-05-31,point,,23
US,1 wk ahead cum death,2020-06-06,2020-05-31,point,,116559
01,2 wk ahead cum death,2020-06-13,2020-05-31,point,,903
02,2 wk ahead cum death,2020-06-13,2020-05-31,point,,16
04,2 wk ahead cum death,2020-06-13,2020-05-31,point,,1288
05,2 wk ahead cum death,2020-06-13,2020-05-31,point,,223
06,2 wk ahead cum death,2020-06-13,2020-05-31,point,,5808
08,2 wk ahead cum death,2020-06-13,2020-05-31,point,,2005
09,2 wk ahead cum death,2020-06-13,2020-05-31,point,,4688
10,2 wk ahead cum death,2020-06-13,2020-05-31,point,,530
11,2 wk ahead cum death,2020-06-13,2020-05-31,point,,626
12,2 wk ahead cum death,2020-06-13,2020-05-31,point,,3226
13,2 wk ahead cum death,2020-06-13,2020-05-31,point,,2626
15,2 wk ahead cum death,2020-06-13,2020-05-31,point,,27
16,2 wk ahead cum death,2020-06-13,2020-05-31,point,,125
17,2 wk ahead cum death,2020-06-13,2020-05-31,point,,7652
18,2 wk ahead cum death,2020-06-13,2020-05-31,point,,2800
19,2 wk ahead cum death,2020-06-13,2020-05-31,point,,828
20,2 wk ahead cum death,2020-06-13,2020-05-31,point,,358
21,2 wk ahead cum death,2020-06-13,2020-05-31,point,,552
22,2 wk ahead cum death,2020-06-13,2020-05-31,point,,3381
23,2 wk ahead cum death,2020-06-13,2020-05-31,point,,118
24,2 wk ahead cum death,2020-06-13,2020-05-31,point,,3362
25,2 wk ahead cum death,2020-06-13,2020-05-31,point,,8229
26,2 wk ahead cum death,2020-06-13,2020-05-31,point,,6300
27,2 wk ahead cum death,2020-06-13,2020-05-31,point,,1659
28,2 wk ahead cum death,2020-06-13,2020-05-31,point,,993
29,2 wk ahead cum death,2020-06-13,2020-05-31,point,,942
30,2 wk ahead cum death,2020-06-13,2020-05-31,point,,24
31,2 wk ahead cum death,2020-06-13,2020-05-31,point,,372
32,2 wk ahead cum death,2020-06-13,2020-05-31,point,,537
33,2 wk ahead cum death,2020-06-13,2020-05-31,point,,355
34,2 wk ahead cum death,2020-06-13,2020-05-31,point,,14058
35,2 wk ahead cum death,2020-06-13,2020-05-31,point,,533
36,2 wk ahead cum death,2020-06-13,2020-05-31,point,,34968
37,2 wk ahead cum death,2020-06-13,2020-05-31,point,,1384
38,2 wk ahead cum death,2020-06-13,2020-05-31,point,,97
39,2 wk ahead cum death,2020-06-13,2020-05-31,point,,3094
40,2 wk ahead cum death,2020-06-13,2020-05-31,point,,438
41,2 wk ahead cum death,2020-06-13,2020-05-31,point,,216
42,2 wk ahead cum death,2020-06-13,2020-05-31,point,,7258
44,2 wk ahead cum death,2020-06-13,2020-05-31,point,,931
45,2 wk ahead cum death,2020-06-13,2020-05-31,point,,627
46,2 wk ahead cum death,2020-06-13,2020-05-31,point,,130
47,2 wk ahead cum death,2020-06-13,2020-05-31,point,,692
48,2 wk ahead cum death,2020-06-13,2020-05-31,point,,2515
49,2 wk ahead cum death,2020-06-13,2020-05-31,point,,245
50,2 wk ahead cum death,2020-06-13,2020-05-31,point,,69
51,2 wk ahead cum death,2020-06-13,2020-05-31,point,,1986
53,2 wk ahead cum death,2020-06-13,2020-05-31,point,,1431
54,2 wk ahead cum death,2020-06-13,2020-05-31,point,,113
55,2 wk ahead cum death,2020-06-13,2020-05-31,point,,787
56,2 wk ahead cum death,2020-06-13,2020-05-31,point,,26
US,2 wk ahead cum death,2020-06-13,2020-05-31,point,,126598
01,3 wk ahead cum death,2020-06-20,2020-05-31,point,,968
02,3 wk ahead cum death,2020-06-20,2020-05-31,point,,17
04,3 wk ahead cum death,2020-06-20,2020-05-31,point,,1375
05,3 wk ahead cum death,2020-06-20,2020-05-31,point,,236
06,3 wk ahead cum death,2020-06-20,2020-05-31,point,,6169
08,3 wk ahead cum death,2020-06-20,2020-05-31,point,,2101
09,3 wk ahead cum death,2020-06-20,2020-05-31,point,,4821
10,3 wk ahead cum death,2020-06-20,2020-05-31,point,,560
11,3 wk ahead cum death,2020-06-20,2020-05-31,point,,654
12,3 wk ahead cum death,2020-06-20,2020-05-31,point,,3372
13,3 wk ahead cum death,2020-06-20,2020-05-31,point,,2740
15,3 wk ahead cum death,2020-06-20,2020-05-31,point,,29
16,3 wk ahead cum death,2020-06-20,2020-05-31,point,,131
17,3 wk ahead cum death,2020-06-20,2020-05-31,point,,8161
18,3 wk ahead cum death,2020-06-20,2020-05-31,point,,2991
19,3 wk ahead cum death,2020-06-20,2020-05-31,point,,889
20,3 wk ahead cum death,2020-06-20,2020-05-31,point,,378
21,3 wk ahead cum death,2020-06-20,2020-05-31,point,,574
22,3 wk ahead cum death,2020-06-20,2020-05-31,point,,3483
23,3 wk ahead cum death,2020-06-20,2020-05-31,point,,124
24,3 wk ahead cum death,2020-06-20,2020-05-31,point,,3533
25,3 wk ahead cum death,2020-06-20,2020-05-31,point,,8485
26,3 wk ahead cum death,2020-06-20,2020-05-31,point,,6460
27,3 wk ahead cum death,2020-06-20,2020-05-31,point,,1832
28,3 wk ahead cum death,2020-06-20,2020-05-31,point,,1081
29,3 wk ahead cum death,2020-06-20,2020-05-31,point,,981
30,3 wk ahead cum death,2020-06-20,2020-05-31,point,,25
31,3 wk ahead cum death,2020-06-20,2020-05-31,point,,400
32,3 wk ahead cum death,2020-06-20,2020-05-31,point,,563
33,3 wk ahead cum death,2020-06-20,2020-05-31,point,,387
34,3 wk ahead cum death,2020-06-20,2020-05-31,point,,14438
35,3 wk ahead cum death,2020-06-20,2020-05-31,point,,584
36,3 wk ahead cum death,2020-06-20,2020-05-31,point,,35708
37,3 wk ahead cum death,2020-06-20,2020-05-31,point,,1528
38,3 wk ahead cum death,2020-06-20,2020-05-31,point,,103
39,3 wk ahead cum death,2020-06-20,2020-05-31,point,,3371
40,3 wk ahead cum death,2020-06-20,2020-05-31,point,,462
41,3 wk ahead cum death,2020-06-20,2020-05-31,point,,224
42,3 wk ahead cum death,2020-06-20,2020-05-31,point,,7706
44,3 wk ahead cum death,2020-06-20,2020-05-31,point,,998
45,3 wk ahead cum death,2020-06-20,2020-05-31,point,,658
46,3 wk ahead cum death,2020-06-20,2020-05-31,point,,141
47,3 wk ahead cum death,2020-06-20,2020-05-31,point,,736
48,3 wk ahead cum death,2020-06-20,2020-05-31,point,,2639
49,3 wk ahead cum death,2020-06-20,2020-05-31,point,,263
50,3 wk ahead cum death,2020-06-20,2020-05-31,point,,71
51,3 wk ahead cum death,2020-06-20,2020-05-31,point,,2129
53,3 wk ahead cum death,2020-06-20,2020-05-31,point,,1485
54,3 wk ahead cum death,2020-06-20,2020-05-31,point,,121
55,3 wk ahead cum death,2020-06-20,2020-05-31,point,,823
56,3 wk ahead cum death,2020-06-20,2020-05-31,point,,28
US,3 wk ahead cum death,2020-06-20,2020-05-31,point,,133275
01,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1013
02,4 wk ahead cum death,2020-06-27,2020-05-31,point,,18
04,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1431
05,4 wk ahead cum death,2020-06-27,2020-05-31,point,,245
06,4 wk ahead cum death,2020-06-27,2020-05-31,point,,6409
08,4 wk ahead cum death,2020-06-27,2020-05-31,point,,2163
09,4 wk ahead cum death,2020-06-27,2020-05-31,point,,4903
10,4 wk ahead cum death,2020-06-27,2020-05-31,point,,579
11,4 wk ahead cum death,2020-06-27,2020-05-31,point,,673
12,4 wk ahead cum death,2020-06-27,2020-05-31,point,,3465
13,4 wk ahead cum death,2020-06-27,2020-05-31,point,,2810
15,4 wk ahead cum death,2020-06-27,2020-05-31,point,,30
16,4 wk ahead cum death,2020-06-27,2020-05-31,point,,135
17,4 wk ahead cum death,2020-06-27,2020-05-31,point,,8518
18,4 wk ahead cum death,2020-06-27,2020-05-31,point,,3136
19,4 wk ahead cum death,2020-06-27,2020-05-31,point,,929
20,4 wk ahead cum death,2020-06-27,2020-05-31,point,,389
21,4 wk ahead cum death,2020-06-27,2020-05-31,point,,588
22,4 wk ahead cum death,2020-06-27,2020-05-31,point,,3549
23,4 wk ahead cum death,2020-06-27,2020-05-31,point,,128
24,4 wk ahead cum death,2020-06-27,2020-05-31,point,,3645
25,4 wk ahead cum death,2020-06-27,2020-05-31,point,,8645
26,4 wk ahead cum death,2020-06-27,2020-05-31,point,,6565
27,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1965
28,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1150
29,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1009
30,4 wk ahead cum death,2020-06-27,2020-05-31,point,,26
31,4 wk ahead cum death,2020-06-27,2020-05-31,point,,417
32,4 wk ahead cum death,2020-06-27,2020-05-31,point,,581
33,4 wk ahead cum death,2020-06-27,2020-05-31,point,,410
34,4 wk ahead cum death,2020-06-27,2020-05-31,point,,14672
35,4 wk ahead cum death,2020-06-27,2020-05-31,point,,623
36,4 wk ahead cum death,2020-06-27,2020-05-31,point,,36160
37,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1636
38,4 wk ahead cum death,2020-06-27,2020-05-31,point,,107
39,4 wk ahead cum death,2020-06-27,2020-05-31,point,,3594
40,4 wk ahead cum death,2020-06-27,2020-05-31,point,,479
41,4 wk ahead cum death,2020-06-27,2020-05-31,point,,230
42,4 wk ahead cum death,2020-06-27,2020-05-31,point,,8043
44,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1048
45,4 wk ahead cum death,2020-06-27,2020-05-31,point,,677
46,4 wk ahead cum death,2020-06-27,2020-05-31,point,,147
47,4 wk ahead cum death,2020-06-27,2020-05-31,point,,764
48,4 wk ahead cum death,2020-06-27,2020-05-31,point,,2714
49,4 wk ahead cum death,2020-06-27,2020-05-31,point,,275
50,4 wk ahead cum death,2020-06-27,2020-05-31,point,,73
51,4 wk ahead cum death,2020-06-27,2020-05-31,point,,2224
53,4 wk ahead cum death,2020-06-27,2020-05-31,point,,1520
54,4 wk ahead cum death,2020-06-27,2020-05-31,point,,126
55,4 wk ahead cum death,2020-06-27,2020-05-31,point,,845
56,4 wk ahead cum death,2020-06-27,2020-05-31,point,,29
US,4 wk ahead cum death,2020-06-27,2020-05-31,point,,137642
1,1 wk ahead cum death,2020-05-30,2020-05-24,point,,803
2,1 wk ahead cum death,2020-05-30,2020-05-24,point,,15
4,1 wk ahead cum death,2020-05-30,2020-05-24,point,,1006
5,1 wk ahead cum death,2020-05-30,2020-05-24,point,,170
6,1 wk ahead cum death,2020-05-30,2020-05-24,point,,4752
8,1 wk ahead cum death,2020-05-30,2020-05-24,point,,1673
9,1 wk ahead cum death,2020-05-30,2020-05-24,point,,4066
10,1 wk ahead cum death,2020-05-30,2020-05-24,point,,442
11,1 wk ahead cum death,2020-05-30,2020-05-24,point,,540
12,1 wk ahead cum death,2020-05-30,2020-05-24,point,,2772
13,1 wk ahead cum death,2020-05-30,2020-05-24,point,,2174
15,1 wk ahead cum death,2020-05-30,2020-05-24,point,,25
16,1 wk ahead cum death,2020-05-30,2020-05-24,point,,106
17,1 wk ahead cum death,2020-05-30,2020-05-24,point,,6430
18,1 wk ahead cum death,2020-05-30,2020-05-24,point,,2508
19,1 wk ahead cum death,2020-05-30,2020-05-24,point,,625
20,1 wk ahead cum death,2020-05-30,2020-05-24,point,,310
21,1 wk ahead cum death,2020-05-30,2020-05-24,point,,457
22,1 wk ahead cum death,2020-05-30,2020-05-24,point,,3076
23,1 wk ahead cum death,2020-05-30,2020-05-24,point,,98
24,1 wk ahead cum death,2020-05-30,2020-05-24,point,,2790
25,1 wk ahead cum death,2020-05-30,2020-05-24,point,,7871
26,1 wk ahead cum death,2020-05-30,2020-05-24,point,,5857
27,1 wk ahead cum death,2020-05-30,2020-05-24,point,,1332
28,1 wk ahead cum death,2020-05-30,2020-05-24,point,,817
29,1 wk ahead cum death,2020-05-30,2020-05-24,point,,887
30,1 wk ahead cum death,2020-05-30,2020-05-24,point,,22
31,1 wk ahead cum death,2020-05-30,2020-05-24,point,,273
32,1 wk ahead cum death,2020-05-30,2020-05-24,point,,461
33,1 wk ahead cum death,2020-05-30,2020-05-24,point,,259
34,1 wk ahead cum death,2020-05-30,2020-05-24,point,,13341
35,1 wk ahead cum death,2020-05-30,2020-05-24,point,,383
36,1 wk ahead cum death,2020-05-30,2020-05-24,point,,33004
37,1 wk ahead cum death,2020-05-30,2020-05-24,point,,1124
38,1 wk ahead cum death,2020-05-30,2020-05-24,point,,73
39,1 wk ahead cum death,2020-05-30,2020-05-24,point,,2098
40,1 wk ahead cum death,2020-05-30,2020-05-24,point,,374
41,1 wk ahead cum death,2020-05-30,2020-05-24,point,,203
42,1 wk ahead cum death,2020-05-30,2020-05-24,point,,5918
44,1 wk ahead cum death,2020-05-30,2020-05-24,point,,728
45,1 wk ahead cum death,2020-05-30,2020-05-24,point,,523
46,1 wk ahead cum death,2020-05-30,2020-05-24,point,,101
47,1 wk ahead cum death,2020-05-30,2020-05-24,point,,542
48,1 wk ahead cum death,2020-05-30,2020-05-24,point,,2159
49,1 wk ahead cum death,2020-05-30,2020-05-24,point,,182
50,1 wk ahead cum death,2020-05-30,2020-05-24,point,,66
51,1 wk ahead cum death,2020-05-30,2020-05-24,point,,1570
53,1 wk ahead cum death,2020-05-30,2020-05-24,point,,1268
54,1 wk ahead cum death,2020-05-30,2020-05-24,point,,90
55,1 wk ahead cum death,2020-05-30,2020-05-24,point,,677
56,1 wk ahead cum death,2020-05-30,2020-05-24,point,,18
1,2 wk ahead cum death,2020-06-06,2020-05-24,point,,905
2,2 wk ahead cum death,2020-06-06,2020-05-24,point,,16
4,2 wk ahead cum death,2020-06-06,2020-05-24,point,,1139
5,2 wk ahead cum death,2020-06-06,2020-05-24,point,,189
6,2 wk ahead cum death,2020-06-06,2020-05-24,point,,5349
8,2 wk ahead cum death,2020-06-06,2020-05-24,point,,1856
9,2 wk ahead cum death,2020-06-06,2020-05-24,point,,4336
10,2 wk ahead cum death,2020-06-06,2020-05-24,point,,504
11,2 wk ahead cum death,2020-06-06,2020-05-24,point,,591
12,2 wk ahead cum death,2020-06-06,2020-05-24,point,,3067
13,2 wk ahead cum death,2020-06-06,2020-05-24,point,,2346
15,2 wk ahead cum death,2020-06-06,2020-05-24,point,,27
16,2 wk ahead cum death,2020-06-06,2020-05-24,point,,115
17,2 wk ahead cum death,2020-06-06,2020-05-24,point,,7154
18,2 wk ahead cum death,2020-06-06,2020-05-24,point,,2721
19,2 wk ahead cum death,2020-06-06,2020-05-24,point,,723
20,2 wk ahead cum death,2020-06-06,2020-05-24,point,,340
21,2 wk ahead cum death,2020-06-06,2020-05-24,point,,490
22,2 wk ahead cum death,2020-06-06,2020-05-24,point,,3256
23,2 wk ahead cum death,2020-06-06,2020-05-24,point,,109
24,2 wk ahead cum death,2020-06-06,2020-05-24,point,,3058
25,2 wk ahead cum death,2020-06-06,2020-05-24,point,,8594
26,2 wk ahead cum death,2020-06-06,2020-05-24,point,,6246
27,2 wk ahead cum death,2020-06-06,2020-05-24,point,,1556
28,2 wk ahead cum death,2020-06-06,2020-05-24,point,,945
29,2 wk ahead cum death,2020-06-06,2020-05-24,point,,981
30,2 wk ahead cum death,2020-06-06,2020-05-24,point,,23
31,2 wk ahead cum death,2020-06-06,2020-05-24,point,,312
32,2 wk ahead cum death,2020-06-06,2020-05-24,point,,501
33,2 wk ahead cum death,2020-06-06,2020-05-24,point,,287
34,2 wk ahead cum death,2020-06-06,2020-05-24,point,,14173
35,2 wk ahead cum death,2020-06-06,2020-05-24,point,,429
36,2 wk ahead cum death,2020-06-06,2020-05-24,point,,34266
37,2 wk ahead cum death,2020-06-06,2020-05-24,point,,1299
38,2 wk ahead cum death,2020-06-06,2020-05-24,point,,83
39,2 wk ahead cum death,2020-06-06,2020-05-24,point,,2247
40,2 wk ahead cum death,2020-06-06,2020-05-24,point,,405
41,2 wk ahead cum death,2020-06-06,2020-05-24,point,,228
42,2 wk ahead cum death,2020-06-06,2020-05-24,point,,6334
44,2 wk ahead cum death,2020-06-06,2020-05-24,point,,805
45,2 wk ahead cum death,2020-06-06,2020-05-24,point,,565
46,2 wk ahead cum death,2020-06-06,2020-05-24,point,,115
47,2 wk ahead cum death,2020-06-06,2020-05-24,point,,606
48,2 wk ahead cum death,2020-06-06,2020-05-24,point,,2461
49,2 wk ahead cum death,2020-06-06,2020-05-24,point,,209
50,2 wk ahead cum death,2020-06-06,2020-05-24,point,,69
51,2 wk ahead cum death,2020-06-06,2020-05-24,point,,1783
53,2 wk ahead cum death,2020-06-06,2020-05-24,point,,1349
54,2 wk ahead cum death,2020-06-06,2020-05-24,point,,99
55,2 wk ahead cum death,2020-06-06,2020-05-24,point,,781
56,2 wk ahead cum death,2020-06-06,2020-05-24,point,,21
1,3 wk ahead cum death,2020-06-13,2020-05-24,point,,973
2,3 wk ahead cum death,2020-06-13,2020-05-24,point,,17
4,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1246
5,3 wk ahead cum death,2020-06-13,2020-05-24,point,,200
6,3 wk ahead cum death,2020-06-13,2020-05-24,point,,5824
8,3 wk ahead cum death,2020-06-13,2020-05-24,point,,2000
9,3 wk ahead cum death,2020-06-13,2020-05-24,point,,4552
10,3 wk ahead cum death,2020-06-13,2020-05-24,point,,553
11,3 wk ahead cum death,2020-06-13,2020-05-24,point,,625
12,3 wk ahead cum death,2020-06-13,2020-05-24,point,,3294
13,3 wk ahead cum death,2020-06-13,2020-05-24,point,,2458
15,3 wk ahead cum death,2020-06-13,2020-05-24,point,,29
16,3 wk ahead cum death,2020-06-13,2020-05-24,point,,120
17,3 wk ahead cum death,2020-06-13,2020-05-24,point,,7660
18,3 wk ahead cum death,2020-06-13,2020-05-24,point,,2857
19,3 wk ahead cum death,2020-06-13,2020-05-24,point,,796
20,3 wk ahead cum death,2020-06-13,2020-05-24,point,,358
21,3 wk ahead cum death,2020-06-13,2020-05-24,point,,509
22,3 wk ahead cum death,2020-06-13,2020-05-24,point,,3377
23,3 wk ahead cum death,2020-06-13,2020-05-24,point,,117
24,3 wk ahead cum death,2020-06-13,2020-05-24,point,,3256
25,3 wk ahead cum death,2020-06-13,2020-05-24,point,,9120
26,3 wk ahead cum death,2020-06-13,2020-05-24,point,,6553
27,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1718
28,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1056
29,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1047
30,3 wk ahead cum death,2020-06-13,2020-05-24,point,,24
31,3 wk ahead cum death,2020-06-13,2020-05-24,point,,335
32,3 wk ahead cum death,2020-06-13,2020-05-24,point,,529
33,3 wk ahead cum death,2020-06-13,2020-05-24,point,,310
34,3 wk ahead cum death,2020-06-13,2020-05-24,point,,14701
35,3 wk ahead cum death,2020-06-13,2020-05-24,point,,465
36,3 wk ahead cum death,2020-06-13,2020-05-24,point,,35041
37,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1442
38,3 wk ahead cum death,2020-06-13,2020-05-24,point,,90
39,3 wk ahead cum death,2020-06-13,2020-05-24,point,,2344
40,3 wk ahead cum death,2020-06-13,2020-05-24,point,,428
41,3 wk ahead cum death,2020-06-13,2020-05-24,point,,248
42,3 wk ahead cum death,2020-06-13,2020-05-24,point,,6597
44,3 wk ahead cum death,2020-06-13,2020-05-24,point,,859
45,3 wk ahead cum death,2020-06-13,2020-05-24,point,,594
46,3 wk ahead cum death,2020-06-13,2020-05-24,point,,124
47,3 wk ahead cum death,2020-06-13,2020-05-24,point,,644
48,3 wk ahead cum death,2020-06-13,2020-05-24,point,,2678
49,3 wk ahead cum death,2020-06-13,2020-05-24,point,,225
50,3 wk ahead cum death,2020-06-13,2020-05-24,point,,71
51,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1942
53,3 wk ahead cum death,2020-06-13,2020-05-24,point,,1401
54,3 wk ahead cum death,2020-06-13,2020-05-24,point,,105
55,3 wk ahead cum death,2020-06-13,2020-05-24,point,,875
56,3 wk ahead cum death,2020-06-13,2020-05-24,point,,23
1,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1019
2,4 wk ahead cum death,2020-06-20,2020-05-24,point,,17
4,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1327
5,4 wk ahead cum death,2020-06-20,2020-05-24,point,,207
6,4 wk ahead cum death,2020-06-20,2020-05-24,point,,6176
8,4 wk ahead cum death,2020-06-20,2020-05-24,point,,2114
9,4 wk ahead cum death,2020-06-20,2020-05-24,point,,4718
10,4 wk ahead cum death,2020-06-20,2020-05-24,point,,591
11,4 wk ahead cum death,2020-06-20,2020-05-24,point,,648
12,4 wk ahead cum death,2020-06-20,2020-05-24,point,,3464
13,4 wk ahead cum death,2020-06-20,2020-05-24,point,,2530
15,4 wk ahead cum death,2020-06-20,2020-05-24,point,,30
16,4 wk ahead cum death,2020-06-20,2020-05-24,point,,124
17,4 wk ahead cum death,2020-06-20,2020-05-24,point,,7981
18,4 wk ahead cum death,2020-06-20,2020-05-24,point,,2943
19,4 wk ahead cum death,2020-06-20,2020-05-24,point,,851
20,4 wk ahead cum death,2020-06-20,2020-05-24,point,,370
21,4 wk ahead cum death,2020-06-20,2020-05-24,point,,522
22,4 wk ahead cum death,2020-06-20,2020-05-24,point,,3457
23,4 wk ahead cum death,2020-06-20,2020-05-24,point,,123
24,4 wk ahead cum death,2020-06-20,2020-05-24,point,,3384
25,4 wk ahead cum death,2020-06-20,2020-05-24,point,,9497
26,4 wk ahead cum death,2020-06-20,2020-05-24,point,,6792
27,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1837
28,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1158
29,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1097
30,4 wk ahead cum death,2020-06-20,2020-05-24,point,,25
31,4 wk ahead cum death,2020-06-20,2020-05-24,point,,350
32,4 wk ahead cum death,2020-06-20,2020-05-24,point,,549
33,4 wk ahead cum death,2020-06-20,2020-05-24,point,,329
34,4 wk ahead cum death,2020-06-20,2020-05-24,point,,15036
35,4 wk ahead cum death,2020-06-20,2020-05-24,point,,492
36,4 wk ahead cum death,2020-06-20,2020-05-24,point,,35515
37,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1549
38,4 wk ahead cum death,2020-06-20,2020-05-24,point,,95
39,4 wk ahead cum death,2020-06-20,2020-05-24,point,,2410
40,4 wk ahead cum death,2020-06-20,2020-05-24,point,,446
41,4 wk ahead cum death,2020-06-20,2020-05-24,point,,263
42,4 wk ahead cum death,2020-06-20,2020-05-24,point,,6765
44,4 wk ahead cum death,2020-06-20,2020-05-24,point,,897
45,4 wk ahead cum death,2020-06-20,2020-05-24,point,,613
46,4 wk ahead cum death,2020-06-20,2020-05-24,point,,130
47,4 wk ahead cum death,2020-06-20,2020-05-24,point,,668
48,4 wk ahead cum death,2020-06-20,2020-05-24,point,,2820
49,4 wk ahead cum death,2020-06-20,2020-05-24,point,,235
50,4 wk ahead cum death,2020-06-20,2020-05-24,point,,72
51,4 wk ahead cum death,2020-06-20,2020-05-24,point,,2056
53,4 wk ahead cum death,2020-06-20,2020-05-24,point,,1435
54,4 wk ahead cum death,2020-06-20,2020-05-24,point,,109
55,4 wk ahead cum death,2020-06-20,2020-05-24,point,,949
56,4 wk ahead cum death,2020-06-20,2020-05-24,point,,24
1,1 wk ahead cum death,2020-05-23,2020-05-18,point,,659
2,1 wk ahead cum death,2020-05-23,2020-05-18,point,,12
4,1 wk ahead cum death,2020-05-23,2020-05-18,point,,844
5,1 wk ahead cum death,2020-05-23,2020-05-18,point,,139
6,1 wk ahead cum death,2020-05-23,2020-05-18,point,,4020
8,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1447
9,1 wk ahead cum death,2020-05-23,2020-05-18,point,,3737
10,1 wk ahead cum death,2020-05-23,2020-05-18,point,,366
11,1 wk ahead cum death,2020-05-23,2020-05-18,point,,468
12,1 wk ahead cum death,2020-05-23,2020-05-18,point,,2397
13,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1919
15,1 wk ahead cum death,2020-05-23,2020-05-18,point,,21
16,1 wk ahead cum death,2020-05-23,2020-05-18,point,,92
17,1 wk ahead cum death,2020-05-23,2020-05-18,point,,5392
18,1 wk ahead cum death,2020-05-23,2020-05-18,point,,2178
19,1 wk ahead cum death,2020-05-23,2020-05-18,point,,494
20,1 wk ahead cum death,2020-05-23,2020-05-18,point,,261
21,1 wk ahead cum death,2020-05-23,2020-05-18,point,,404
22,1 wk ahead cum death,2020-05-23,2020-05-18,point,,2812
23,1 wk ahead cum death,2020-05-23,2020-05-18,point,,84
24,1 wk ahead cum death,2020-05-23,2020-05-18,point,,2418
25,1 wk ahead cum death,2020-05-23,2020-05-18,point,,6893
26,1 wk ahead cum death,2020-05-23,2020-05-18,point,,5380
27,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1041
28,1 wk ahead cum death,2020-05-23,2020-05-18,point,,671
