location,target,target_end_date,forecast_date,type,quantile,value
01,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1972
02,1 wk ahead cum death,2020-08-15,2020-08-09,point,,33
04,1 wk ahead cum death,2020-08-15,2020-08-09,point,,4625
05,1 wk ahead cum death,2020-08-15,2020-08-09,point,,644
06,1 wk ahead cum death,2020-08-15,2020-08-09,point,,11518
08,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1957
09,1 wk ahead cum death,2020-08-15,2020-08-09,point,,4532
10,1 wk ahead cum death,2020-08-15,2020-08-09,point,,621
11,1 wk ahead cum death,2020-08-15,2020-08-09,point,,615
12,1 wk ahead cum death,2020-08-15,2020-08-09,point,,9423
13,1 wk ahead cum death,2020-08-15,2020-08-09,point,,4637
15,1 wk ahead cum death,2020-08-15,2020-08-09,point,,38
16,1 wk ahead cum death,2020-08-15,2020-08-09,point,,292
17,1 wk ahead cum death,2020-08-15,2020-08-09,point,,8225
18,1 wk ahead cum death,2020-08-15,2020-08-09,point,,3186
19,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1028
20,1 wk ahead cum death,2020-08-15,2020-08-09,point,,441
21,1 wk ahead cum death,2020-08-15,2020-08-09,point,,843
22,1 wk ahead cum death,2020-08-15,2020-08-09,point,,4534
23,1 wk ahead cum death,2020-08-15,2020-08-09,point,,132
24,1 wk ahead cum death,2020-08-15,2020-08-09,point,,3771
25,1 wk ahead cum death,2020-08-15,2020-08-09,point,,8960
26,1 wk ahead cum death,2020-08-15,2020-08-09,point,,6701
27,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1818
28,1 wk ahead cum death,2020-08-15,2020-08-09,point,,2144
29,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1454
30,1 wk ahead cum death,2020-08-15,2020-08-09,point,,95
31,1 wk ahead cum death,2020-08-15,2020-08-09,point,,402
32,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1083
33,1 wk ahead cum death,2020-08-15,2020-08-09,point,,431
34,1 wk ahead cum death,2020-08-15,2020-08-09,point,,16211
35,1 wk ahead cum death,2020-08-15,2020-08-09,point,,728
36,1 wk ahead cum death,2020-08-15,2020-08-09,point,,33548
37,1 wk ahead cum death,2020-08-15,2020-08-09,point,,2466
38,1 wk ahead cum death,2020-08-15,2020-08-09,point,,127
39,1 wk ahead cum death,2020-08-15,2020-08-09,point,,3870
40,1 wk ahead cum death,2020-08-15,2020-08-09,point,,692
41,1 wk ahead cum death,2020-08-15,2020-08-09,point,,399
42,1 wk ahead cum death,2020-08-15,2020-08-09,point,,7545
44,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1051
45,1 wk ahead cum death,2020-08-15,2020-08-09,point,,2350
46,1 wk ahead cum death,2020-08-15,2020-08-09,point,,165
47,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1473
48,1 wk ahead cum death,2020-08-15,2020-08-09,point,,10460
49,1 wk ahead cum death,2020-08-15,2020-08-09,point,,425
50,1 wk ahead cum death,2020-08-15,2020-08-09,point,,60
51,1 wk ahead cum death,2020-08-15,2020-08-09,point,,2525
53,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1813
54,1 wk ahead cum death,2020-08-15,2020-08-09,point,,155
55,1 wk ahead cum death,2020-08-15,2020-08-09,point,,1120
56,1 wk ahead cum death,2020-08-15,2020-08-09,point,,34
US,1 wk ahead cum death,2020-08-15,2020-08-09,point,,170704
01,2 wk ahead cum death,2020-08-22,2020-08-09,point,,2123
02,2 wk ahead cum death,2020-08-22,2020-08-09,point,,39
04,2 wk ahead cum death,2020-08-22,2020-08-09,point,,5027
05,2 wk ahead cum death,2020-08-22,2020-08-09,point,,718
06,2 wk ahead cum death,2020-08-22,2020-08-09,point,,12379
08,2 wk ahead cum death,2020-08-22,2020-08-09,point,,2029
09,2 wk ahead cum death,2020-08-22,2020-08-09,point,,4599
10,2 wk ahead cum death,2020-08-22,2020-08-09,point,,643
11,2 wk ahead cum death,2020-08-22,2020-08-09,point,,633
12,2 wk ahead cum death,2020-08-22,2020-08-09,point,,10539
13,2 wk ahead cum death,2020-08-22,2020-08-09,point,,4961
15,2 wk ahead cum death,2020-08-22,2020-08-09,point,,44
16,2 wk ahead cum death,2020-08-22,2020-08-09,point,,335
17,2 wk ahead cum death,2020-08-22,2020-08-09,point,,8504
18,2 wk ahead cum death,2020-08-22,2020-08-09,point,,3293
19,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1100
20,2 wk ahead cum death,2020-08-22,2020-08-09,point,,487
21,2 wk ahead cum death,2020-08-22,2020-08-09,point,,895
22,2 wk ahead cum death,2020-08-22,2020-08-09,point,,4754
23,2 wk ahead cum death,2020-08-22,2020-08-09,point,,138
24,2 wk ahead cum death,2020-08-22,2020-08-09,point,,3908
25,2 wk ahead cum death,2020-08-22,2020-08-09,point,,9125
26,2 wk ahead cum death,2020-08-22,2020-08-09,point,,6835
27,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1907
28,2 wk ahead cum death,2020-08-22,2020-08-09,point,,2364
29,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1543
30,2 wk ahead cum death,2020-08-22,2020-08-09,point,,111
31,2 wk ahead cum death,2020-08-22,2020-08-09,point,,444
32,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1197
33,2 wk ahead cum death,2020-08-22,2020-08-09,point,,441
34,2 wk ahead cum death,2020-08-22,2020-08-09,point,,16459
35,2 wk ahead cum death,2020-08-22,2020-08-09,point,,761
36,2 wk ahead cum death,2020-08-22,2020-08-09,point,,34117
37,2 wk ahead cum death,2020-08-22,2020-08-09,point,,2667
38,2 wk ahead cum death,2020-08-22,2020-08-09,point,,138
39,2 wk ahead cum death,2020-08-22,2020-08-09,point,,4021
40,2 wk ahead cum death,2020-08-22,2020-08-09,point,,757
41,2 wk ahead cum death,2020-08-22,2020-08-09,point,,432
42,2 wk ahead cum death,2020-08-22,2020-08-09,point,,7717
44,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1079
45,2 wk ahead cum death,2020-08-22,2020-08-09,point,,2619
46,2 wk ahead cum death,2020-08-22,2020-08-09,point,,179
47,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1657
48,2 wk ahead cum death,2020-08-22,2020-08-09,point,,11711
49,2 wk ahead cum death,2020-08-22,2020-08-09,point,,490
50,2 wk ahead cum death,2020-08-22,2020-08-09,point,,62
51,2 wk ahead cum death,2020-08-22,2020-08-09,point,,2671
53,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1905
54,2 wk ahead cum death,2020-08-22,2020-08-09,point,,170
55,2 wk ahead cum death,2020-08-22,2020-08-09,point,,1210
56,2 wk ahead cum death,2020-08-22,2020-08-09,point,,38
US,2 wk ahead cum death,2020-08-22,2020-08-09,point,,176731
01,3 wk ahead cum death,2020-08-29,2020-08-09,point,,2214
02,3 wk ahead cum death,2020-08-29,2020-08-09,point,,42
04,3 wk ahead cum death,2020-08-29,2020-08-09,point,,5311
05,3 wk ahead cum death,2020-08-29,2020-08-09,point,,763
06,3 wk ahead cum death,2020-08-29,2020-08-09,point,,12914
08,3 wk ahead cum death,2020-08-29,2020-08-09,point,,2073
09,3 wk ahead cum death,2020-08-29,2020-08-09,point,,4640
10,3 wk ahead cum death,2020-08-29,2020-08-09,point,,656
11,3 wk ahead cum death,2020-08-29,2020-08-09,point,,644
12,3 wk ahead cum death,2020-08-29,2020-08-09,point,,11378
13,3 wk ahead cum death,2020-08-29,2020-08-09,point,,5158
15,3 wk ahead cum death,2020-08-29,2020-08-09,point,,47
16,3 wk ahead cum death,2020-08-29,2020-08-09,point,,364
17,3 wk ahead cum death,2020-08-29,2020-08-09,point,,8673
18,3 wk ahead cum death,2020-08-29,2020-08-09,point,,3358
19,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1143
20,3 wk ahead cum death,2020-08-29,2020-08-09,point,,515
21,3 wk ahead cum death,2020-08-29,2020-08-09,point,,926
22,3 wk ahead cum death,2020-08-29,2020-08-09,point,,4903
23,3 wk ahead cum death,2020-08-29,2020-08-09,point,,142
24,3 wk ahead cum death,2020-08-29,2020-08-09,point,,3991
25,3 wk ahead cum death,2020-08-29,2020-08-09,point,,9226
26,3 wk ahead cum death,2020-08-29,2020-08-09,point,,6917
27,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1961
28,3 wk ahead cum death,2020-08-29,2020-08-09,point,,2526
29,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1597
30,3 wk ahead cum death,2020-08-29,2020-08-09,point,,122
31,3 wk ahead cum death,2020-08-29,2020-08-09,point,,469
32,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1283
33,3 wk ahead cum death,2020-08-29,2020-08-09,point,,447
34,3 wk ahead cum death,2020-08-29,2020-08-09,point,,16609
35,3 wk ahead cum death,2020-08-29,2020-08-09,point,,780
36,3 wk ahead cum death,2020-08-29,2020-08-09,point,,34462
37,3 wk ahead cum death,2020-08-29,2020-08-09,point,,2789
38,3 wk ahead cum death,2020-08-29,2020-08-09,point,,145
39,3 wk ahead cum death,2020-08-29,2020-08-09,point,,4115
40,3 wk ahead cum death,2020-08-29,2020-08-09,point,,797
41,3 wk ahead cum death,2020-08-29,2020-08-09,point,,452
42,3 wk ahead cum death,2020-08-29,2020-08-09,point,,7821
44,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1096
45,3 wk ahead cum death,2020-08-29,2020-08-09,point,,2808
46,3 wk ahead cum death,2020-08-29,2020-08-09,point,,187
47,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1769
48,3 wk ahead cum death,2020-08-29,2020-08-09,point,,12690
49,3 wk ahead cum death,2020-08-29,2020-08-09,point,,530
50,3 wk ahead cum death,2020-08-29,2020-08-09,point,,64
51,3 wk ahead cum death,2020-08-29,2020-08-09,point,,2760
53,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1961
54,3 wk ahead cum death,2020-08-29,2020-08-09,point,,180
55,3 wk ahead cum death,2020-08-29,2020-08-09,point,,1264
56,3 wk ahead cum death,2020-08-29,2020-08-09,point,,41
US,3 wk ahead cum death,2020-08-29,2020-08-09,point,,180527
01,4 wk ahead cum death,2020-09-05,2020-08-09,point,,2270
02,4 wk ahead cum death,2020-09-05,2020-08-09,point,,44
04,4 wk ahead cum death,2020-09-05,2020-08-09,point,,5511
05,4 wk ahead cum death,2020-09-05,2020-08-09,point,,790
06,4 wk ahead cum death,2020-09-05,2020-08-09,point,,13244
08,4 wk ahead cum death,2020-09-05,2020-08-09,point,,2100
09,4 wk ahead cum death,2020-09-05,2020-08-09,point,,4665
10,4 wk ahead cum death,2020-09-05,2020-08-09,point,,664
11,4 wk ahead cum death,2020-09-05,2020-08-09,point,,651
12,4 wk ahead cum death,2020-09-05,2020-08-09,point,,12007
13,4 wk ahead cum death,2020-09-05,2020-08-09,point,,5277
15,4 wk ahead cum death,2020-09-05,2020-08-09,point,,49
16,4 wk ahead cum death,2020-09-05,2020-08-09,point,,382
17,4 wk ahead cum death,2020-09-05,2020-08-09,point,,8776
18,4 wk ahead cum death,2020-09-05,2020-08-09,point,,3397
19,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1169
20,4 wk ahead cum death,2020-09-05,2020-08-09,point,,531
21,4 wk ahead cum death,2020-09-05,2020-08-09,point,,945
22,4 wk ahead cum death,2020-09-05,2020-08-09,point,,5002
23,4 wk ahead cum death,2020-09-05,2020-08-09,point,,144
24,4 wk ahead cum death,2020-09-05,2020-08-09,point,,4041
25,4 wk ahead cum death,2020-09-05,2020-08-09,point,,9287
26,4 wk ahead cum death,2020-09-05,2020-08-09,point,,6966
27,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1994
28,4 wk ahead cum death,2020-09-05,2020-08-09,point,,2647
29,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1630
30,4 wk ahead cum death,2020-09-05,2020-08-09,point,,130
31,4 wk ahead cum death,2020-09-05,2020-08-09,point,,484
32,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1348
33,4 wk ahead cum death,2020-09-05,2020-08-09,point,,450
34,4 wk ahead cum death,2020-09-05,2020-08-09,point,,16700
35,4 wk ahead cum death,2020-09-05,2020-08-09,point,,792
36,4 wk ahead cum death,2020-09-05,2020-08-09,point,,34672
37,4 wk ahead cum death,2020-09-05,2020-08-09,point,,2863
38,4 wk ahead cum death,2020-09-05,2020-08-09,point,,150
39,4 wk ahead cum death,2020-09-05,2020-08-09,point,,4173
40,4 wk ahead cum death,2020-09-05,2020-08-09,point,,821
41,4 wk ahead cum death,2020-09-05,2020-08-09,point,,465
42,4 wk ahead cum death,2020-09-05,2020-08-09,point,,7884
44,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1106
45,4 wk ahead cum death,2020-09-05,2020-08-09,point,,2941
46,4 wk ahead cum death,2020-09-05,2020-08-09,point,,193
47,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1836
48,4 wk ahead cum death,2020-09-05,2020-08-09,point,,13442
49,4 wk ahead cum death,2020-09-05,2020-08-09,point,,554
50,4 wk ahead cum death,2020-09-05,2020-08-09,point,,64
51,4 wk ahead cum death,2020-09-05,2020-08-09,point,,2813
53,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1995
54,4 wk ahead cum death,2020-09-05,2020-08-09,point,,186
55,4 wk ahead cum death,2020-09-05,2020-08-09,point,,1297
56,4 wk ahead cum death,2020-09-05,2020-08-09,point,,43
US,4 wk ahead cum death,2020-09-05,2020-08-09,point,,182886
01,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1849
02,1 wk ahead cum death,2020-08-08,2020-08-02,point,,30
04,1 wk ahead cum death,2020-08-08,2020-08-02,point,,4349
05,1 wk ahead cum death,2020-08-08,2020-08-02,point,,553
06,1 wk ahead cum death,2020-08-08,2020-08-02,point,,10445
08,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1937
09,1 wk ahead cum death,2020-08-08,2020-08-02,point,,4522
10,1 wk ahead cum death,2020-08-08,2020-08-02,point,,624
11,1 wk ahead cum death,2020-08-08,2020-08-02,point,,607
12,1 wk ahead cum death,2020-08-08,2020-08-02,point,,8190
13,1 wk ahead cum death,2020-08-08,2020-08-02,point,,4264
15,1 wk ahead cum death,2020-08-08,2020-08-02,point,,30
16,1 wk ahead cum death,2020-08-08,2020-08-02,point,,242
17,1 wk ahead cum death,2020-08-08,2020-08-02,point,,8069
18,1 wk ahead cum death,2020-08-08,2020-08-02,point,,3107
19,1 wk ahead cum death,2020-08-08,2020-08-02,point,,969
20,1 wk ahead cum death,2020-08-08,2020-08-02,point,,417
21,1 wk ahead cum death,2020-08-08,2020-08-02,point,,805
22,1 wk ahead cum death,2020-08-08,2020-08-02,point,,4263
23,1 wk ahead cum death,2020-08-08,2020-08-02,point,,130
24,1 wk ahead cum death,2020-08-08,2020-08-02,point,,3691
25,1 wk ahead cum death,2020-08-08,2020-08-02,point,,8858
26,1 wk ahead cum death,2020-08-08,2020-08-02,point,,6629
27,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1764
28,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1858
29,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1385
30,1 wk ahead cum death,2020-08-08,2020-08-02,point,,73
31,1 wk ahead cum death,2020-08-08,2020-08-02,point,,385
32,1 wk ahead cum death,2020-08-08,2020-08-02,point,,955
33,1 wk ahead cum death,2020-08-08,2020-08-02,point,,429
34,1 wk ahead cum death,2020-08-08,2020-08-02,point,,16168
35,1 wk ahead cum death,2020-08-08,2020-08-02,point,,697
36,1 wk ahead cum death,2020-08-08,2020-08-02,point,,33475
37,1 wk ahead cum death,2020-08-08,2020-08-02,point,,2236
38,1 wk ahead cum death,2020-08-08,2020-08-02,point,,118
39,1 wk ahead cum death,2020-08-08,2020-08-02,point,,3722
40,1 wk ahead cum death,2020-08-08,2020-08-02,point,,629
41,1 wk ahead cum death,2020-08-08,2020-08-02,point,,366
42,1 wk ahead cum death,2020-08-08,2020-08-02,point,,7447
44,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1043
45,1 wk ahead cum death,2020-08-08,2020-08-02,point,,2142
46,1 wk ahead cum death,2020-08-08,2020-08-02,point,,152
47,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1299
48,1 wk ahead cum death,2020-08-08,2020-08-02,point,,7871
49,1 wk ahead cum death,2020-08-08,2020-08-02,point,,394
50,1 wk ahead cum death,2020-08-08,2020-08-02,point,,59
51,1 wk ahead cum death,2020-08-08,2020-08-02,point,,2400
53,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1712
54,1 wk ahead cum death,2020-08-08,2020-08-02,point,,131
55,1 wk ahead cum death,2020-08-08,2020-08-02,point,,1059
56,1 wk ahead cum death,2020-08-08,2020-08-02,point,,31
US,1 wk ahead cum death,2020-08-08,2020-08-02,point,,162347
01,2 wk ahead cum death,2020-08-15,2020-08-02,point,,2028
02,2 wk ahead cum death,2020-08-15,2020-08-02,point,,36
04,2 wk ahead cum death,2020-08-15,2020-08-02,point,,4873
05,2 wk ahead cum death,2020-08-15,2020-08-02,point,,619
06,2 wk ahead cum death,2020-08-15,2020-08-02,point,,11231
08,2 wk ahead cum death,2020-08-15,2020-08-02,point,,2006
09,2 wk ahead cum death,2020-08-15,2020-08-02,point,,4589
10,2 wk ahead cum death,2020-08-15,2020-08-02,point,,653
11,2 wk ahead cum death,2020-08-15,2020-08-02,point,,623
12,2 wk ahead cum death,2020-08-15,2020-08-02,point,,9205
13,2 wk ahead cum death,2020-08-15,2020-08-02,point,,4634
15,2 wk ahead cum death,2020-08-15,2020-08-02,point,,34
16,2 wk ahead cum death,2020-08-15,2020-08-02,point,,279
17,2 wk ahead cum death,2020-08-15,2020-08-02,point,,8331
18,2 wk ahead cum death,2020-08-15,2020-08-02,point,,3205
19,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1036
20,2 wk ahead cum death,2020-08-15,2020-08-02,point,,458
21,2 wk ahead cum death,2020-08-15,2020-08-02,point,,851
22,2 wk ahead cum death,2020-08-15,2020-08-02,point,,4486
23,2 wk ahead cum death,2020-08-15,2020-08-02,point,,136
24,2 wk ahead cum death,2020-08-15,2020-08-02,point,,3821
25,2 wk ahead cum death,2020-08-15,2020-08-02,point,,9019
26,2 wk ahead cum death,2020-08-15,2020-08-02,point,,6756
27,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1846
28,2 wk ahead cum death,2020-08-15,2020-08-02,point,,2027
29,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1469
30,2 wk ahead cum death,2020-08-15,2020-08-02,point,,86
31,2 wk ahead cum death,2020-08-15,2020-08-02,point,,425
32,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1058
33,2 wk ahead cum death,2020-08-15,2020-08-02,point,,438
34,2 wk ahead cum death,2020-08-15,2020-08-02,point,,16413
35,2 wk ahead cum death,2020-08-15,2020-08-02,point,,730
36,2 wk ahead cum death,2020-08-15,2020-08-02,point,,34038
37,2 wk ahead cum death,2020-08-15,2020-08-02,point,,2422
38,2 wk ahead cum death,2020-08-15,2020-08-02,point,,128
39,2 wk ahead cum death,2020-08-15,2020-08-02,point,,3880
40,2 wk ahead cum death,2020-08-15,2020-08-02,point,,689
41,2 wk ahead cum death,2020-08-15,2020-08-02,point,,398
42,2 wk ahead cum death,2020-08-15,2020-08-02,point,,7612
44,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1069
45,2 wk ahead cum death,2020-08-15,2020-08-02,point,,2447
46,2 wk ahead cum death,2020-08-15,2020-08-02,point,,166
47,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1465
48,2 wk ahead cum death,2020-08-15,2020-08-02,point,,8710
49,2 wk ahead cum death,2020-08-15,2020-08-02,point,,455
50,2 wk ahead cum death,2020-08-15,2020-08-02,point,,61
51,2 wk ahead cum death,2020-08-15,2020-08-02,point,,2535
53,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1797
54,2 wk ahead cum death,2020-08-15,2020-08-02,point,,141
55,2 wk ahead cum death,2020-08-15,2020-08-02,point,,1141
56,2 wk ahead cum death,2020-08-15,2020-08-02,point,,35
US,2 wk ahead cum death,2020-08-15,2020-08-02,point,,168389
01,3 wk ahead cum death,2020-08-22,2020-08-02,point,,2148
02,3 wk ahead cum death,2020-08-22,2020-08-02,point,,39
04,3 wk ahead cum death,2020-08-22,2020-08-02,point,,5268
05,3 wk ahead cum death,2020-08-22,2020-08-02,point,,659
06,3 wk ahead cum death,2020-08-22,2020-08-02,point,,11716
08,3 wk ahead cum death,2020-08-22,2020-08-02,point,,2048
09,3 wk ahead cum death,2020-08-22,2020-08-02,point,,4629
10,3 wk ahead cum death,2020-08-22,2020-08-02,point,,671
11,3 wk ahead cum death,2020-08-22,2020-08-02,point,,634
12,3 wk ahead cum death,2020-08-22,2020-08-02,point,,9976
13,3 wk ahead cum death,2020-08-22,2020-08-02,point,,4904
15,3 wk ahead cum death,2020-08-22,2020-08-02,point,,36
16,3 wk ahead cum death,2020-08-22,2020-08-02,point,,303
17,3 wk ahead cum death,2020-08-22,2020-08-02,point,,8489
18,3 wk ahead cum death,2020-08-22,2020-08-02,point,,3264
19,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1077
20,3 wk ahead cum death,2020-08-22,2020-08-02,point,,484
21,3 wk ahead cum death,2020-08-22,2020-08-02,point,,880
22,3 wk ahead cum death,2020-08-22,2020-08-02,point,,4648
23,3 wk ahead cum death,2020-08-22,2020-08-02,point,,139
24,3 wk ahead cum death,2020-08-22,2020-08-02,point,,3899
25,3 wk ahead cum death,2020-08-22,2020-08-02,point,,9117
26,3 wk ahead cum death,2020-08-22,2020-08-02,point,,6833
27,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1895
28,3 wk ahead cum death,2020-08-22,2020-08-02,point,,2169
29,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1522
30,3 wk ahead cum death,2020-08-22,2020-08-02,point,,97
31,3 wk ahead cum death,2020-08-22,2020-08-02,point,,449
32,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1130
33,3 wk ahead cum death,2020-08-22,2020-08-02,point,,444
34,3 wk ahead cum death,2020-08-22,2020-08-02,point,,16561
35,3 wk ahead cum death,2020-08-22,2020-08-02,point,,752
36,3 wk ahead cum death,2020-08-22,2020-08-02,point,,34379
37,3 wk ahead cum death,2020-08-22,2020-08-02,point,,2535
38,3 wk ahead cum death,2020-08-22,2020-08-02,point,,134
39,3 wk ahead cum death,2020-08-22,2020-08-02,point,,3983
40,3 wk ahead cum death,2020-08-22,2020-08-02,point,,726
41,3 wk ahead cum death,2020-08-22,2020-08-02,point,,419
42,3 wk ahead cum death,2020-08-22,2020-08-02,point,,7712
44,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1086
45,3 wk ahead cum death,2020-08-22,2020-08-02,point,,2657
46,3 wk ahead cum death,2020-08-22,2020-08-02,point,,173
47,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1565
48,3 wk ahead cum death,2020-08-22,2020-08-02,point,,9278
49,3 wk ahead cum death,2020-08-22,2020-08-02,point,,493
50,3 wk ahead cum death,2020-08-22,2020-08-02,point,,63
51,3 wk ahead cum death,2020-08-22,2020-08-02,point,,2616
53,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1849
54,3 wk ahead cum death,2020-08-22,2020-08-02,point,,147
55,3 wk ahead cum death,2020-08-22,2020-08-02,point,,1190
56,3 wk ahead cum death,2020-08-22,2020-08-02,point,,38
US,3 wk ahead cum death,2020-08-22,2020-08-02,point,,172310
01,4 wk ahead cum death,2020-08-29,2020-08-02,point,,2228
02,4 wk ahead cum death,2020-08-29,2020-08-02,point,,40
04,4 wk ahead cum death,2020-08-29,2020-08-02,point,,5565
05,4 wk ahead cum death,2020-08-29,2020-08-02,point,,683
06,4 wk ahead cum death,2020-08-29,2020-08-02,point,,12013
08,4 wk ahead cum death,2020-08-29,2020-08-02,point,,2073
09,4 wk ahead cum death,2020-08-29,2020-08-02,point,,4654
10,4 wk ahead cum death,2020-08-29,2020-08-02,point,,682
11,4 wk ahead cum death,2020-08-29,2020-08-02,point,,640
12,4 wk ahead cum death,2020-08-29,2020-08-02,point,,10558
13,4 wk ahead cum death,2020-08-29,2020-08-02,point,,5101
15,4 wk ahead cum death,2020-08-29,2020-08-02,point,,37
16,4 wk ahead cum death,2020-08-29,2020-08-02,point,,318
17,4 wk ahead cum death,2020-08-29,2020-08-02,point,,8585
18,4 wk ahead cum death,2020-08-29,2020-08-02,point,,3299
19,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1102
20,4 wk ahead cum death,2020-08-29,2020-08-02,point,,499
21,4 wk ahead cum death,2020-08-29,2020-08-02,point,,897
22,4 wk ahead cum death,2020-08-29,2020-08-02,point,,4766
23,4 wk ahead cum death,2020-08-29,2020-08-02,point,,141
24,4 wk ahead cum death,2020-08-29,2020-08-02,point,,3947
25,4 wk ahead cum death,2020-08-29,2020-08-02,point,,9177
26,4 wk ahead cum death,2020-08-29,2020-08-02,point,,6880
27,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1925
28,4 wk ahead cum death,2020-08-29,2020-08-02,point,,2283
29,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1555
30,4 wk ahead cum death,2020-08-29,2020-08-02,point,,105
31,4 wk ahead cum death,2020-08-29,2020-08-02,point,,463
32,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1180
33,4 wk ahead cum death,2020-08-29,2020-08-02,point,,447
34,4 wk ahead cum death,2020-08-29,2020-08-02,point,,16651
35,4 wk ahead cum death,2020-08-29,2020-08-02,point,,766
36,4 wk ahead cum death,2020-08-29,2020-08-02,point,,34585
37,4 wk ahead cum death,2020-08-29,2020-08-02,point,,2604
38,4 wk ahead cum death,2020-08-29,2020-08-02,point,,138
39,4 wk ahead cum death,2020-08-29,2020-08-02,point,,4048
40,4 wk ahead cum death,2020-08-29,2020-08-02,point,,748
41,4 wk ahead cum death,2020-08-29,2020-08-02,point,,432
42,4 wk ahead cum death,2020-08-29,2020-08-02,point,,7772
44,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1095
45,4 wk ahead cum death,2020-08-29,2020-08-02,point,,2801
46,4 wk ahead cum death,2020-08-29,2020-08-02,point,,178
47,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1626
48,4 wk ahead cum death,2020-08-29,2020-08-02,point,,9655
49,4 wk ahead cum death,2020-08-29,2020-08-02,point,,515
50,4 wk ahead cum death,2020-08-29,2020-08-02,point,,63
51,4 wk ahead cum death,2020-08-29,2020-08-02,point,,2666
53,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1880
54,4 wk ahead cum death,2020-08-29,2020-08-02,point,,151
55,4 wk ahead cum death,2020-08-29,2020-08-02,point,,1220
56,4 wk ahead cum death,2020-08-29,2020-08-02,point,,40
US,4 wk ahead cum death,2020-08-29,2020-08-02,point,,174793
01,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1127
02,1 wk ahead cum death,2020-07-11,2020-07-05,point,,18
04,1 wk ahead cum death,2020-07-11,2020-07-05,point,,2279
05,1 wk ahead cum death,2020-07-11,2020-07-05,point,,336
06,1 wk ahead cum death,2020-07-11,2020-07-05,point,,6937
08,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1766
09,1 wk ahead cum death,2020-07-11,2020-07-05,point,,4419
10,1 wk ahead cum death,2020-07-11,2020-07-05,point,,567
11,1 wk ahead cum death,2020-07-11,2020-07-05,point,,578
12,1 wk ahead cum death,2020-07-11,2020-07-05,point,,4206
13,1 wk ahead cum death,2020-07-11,2020-07-05,point,,3054
15,1 wk ahead cum death,2020-07-11,2020-07-05,point,,21
